date,JOPA3_open,JOPA3_high,JOPA3_low,JOPA3_close,JOPA3_tick_volume,JOPA3_spread,JOPA3_real_volume,JOPA4_open,JOPA4_high,JOPA4_low,JOPA4_close,JOPA4_tick_volume,JOPA4_spread,JOPA4_tick_volume,CGRA3_open,CGRA3_high,CGRA3_low,CGRA3_close,CGRA3_tick_volume,CGRA3_spread,CGRA3_tick_volume,CGRA4_open,CGRA4_high,CGRA4_low,CGRA4_close,CGRA4_tick_volume,CGRA4_spread,CGRA4_tick_volume,SLED3_open,SLED3_high,SLED3_low,SLED3_close,SLED3_tick_volume,SLED3_spread,SLED3_tick_volume
2012-12-26 17:29:00,12.32,12.32,12.32,12.32,3,1,15600,21.95,21.95,21.95,21.95,1.0,1.0,1.0,11.07,11.07,11.07,11.07,1,1,1,10.85,10.85,10.85,10.85,5,1,5,553.4,553.4,553.4,553.4,1,1,1
2013-02-18 17:29:00,14.44,14.44,14.44,14.44,2,1,6200,21.95,21.95,21.95,21.95,2.0,1.0,2.0,11.05,11.05,11.05,11.05,1,1,1,10.85,10.85,10.85,10.85,2,1,2,553.19,553.19,553.19,553.19,2,1,2
2013-02-19 15:32:00,14.75,14.75,14.75,14.75,1,1,200,20.12,20.12,20.12,20.12,1.0,1.0,1.0,11.34,11.4,11.34,11.4,3,1,3,10.85,10.85,10.85,10.85,1,1,1,550.31,550.31,550.31,550.31,1,1,1
2013-03-27 17:29:00,14.75,14.75,14.75,14.75,1,1,6800,14.03,14.03,14.03,14.03,1.0,1.0,1.0,11.77,11.77,11.77,11.77,1,1,1,10.85,10.85,10.85,10.85,1,1,1,550.31,550.31,550.31,550.31,1,1,1
2013-04-05 17:29:00,14.75,14.75,14.75,14.75,1,1,28000,10.98,10.98,10.98,10.98,1.0,1.0,1.0,11.77,11.77,11.77,11.77,1,1,1,10.85,10.85,10.85,10.85,1,1,1,550.31,551.34,550.31,551.34,2,1,2
2013-04-24 17:29:00,14.76,14.76,14.76,14.76,1,1,63700,10.98,10.98,10.98,10.98,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.85,10.85,10.82,10.82,2,1,2,551.34,551.34,551.34,551.34,1,1,1
2013-05-14 17:29:00,14.76,14.76,14.76,14.76,1,1,11800,10.98,10.98,10.98,10.98,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.79,10.79,10.79,10.79,1,1,1,555.46,555.46,555.46,555.46,1,1,1
2013-06-25 11:20:00,12.15,12.15,12.15,12.15,1,1,100,13.42,13.42,13.42,13.42,2.0,1.0,2.0,11.28,11.28,11.28,11.28,2,1,2,10.79,10.79,10.79,10.79,2,1,2,555.46,555.46,555.46,555.46,1,1,1
2013-06-25 13:08:00,12.15,12.15,12.15,12.15,1,1,100,13.42,13.42,13.42,13.42,3.0,1.0,3.0,11.28,11.28,11.28,11.28,1,1,1,10.76,10.76,10.73,10.73,4,1,4,553.6,553.6,553.6,553.6,1,1,1
2013-06-25 14:32:00,12.41,12.41,12.08,12.08,3,1,4200,13.42,13.42,13.42,13.42,1.0,1.0,1.0,11.28,11.28,11.28,11.28,2,1,2,10.74,10.74,10.74,10.74,1,1,1,541.05,541.05,541.05,541.05,1,1,1
2013-06-28 17:16:00,8.17,8.17,8.17,8.17,1,1,100,9.76,9.76,9.76,9.76,6.0,1.0,6.0,11.28,11.28,11.28,11.28,4,1,4,10.74,10.74,10.74,10.74,1,1,1,534.88,534.88,534.88,534.88,3,1,3
2013-06-28 17:17:00,8.17,8.17,8.17,8.17,2,1,1000,9.15,9.15,9.15,9.15,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.73,10.73,10.73,10.73,1,1,1,534.88,534.88,534.88,534.88,1,1,1
