date,JOPA3_open,JOPA3_high,JOPA3_low,JOPA3_close,JOPA3_tick_volume,JOPA3_spread,JOPA3_real_volume,JOPA4_open,JOPA4_high,JOPA4_low,JOPA4_close,JOPA4_tick_volume,JOPA4_spread,JOPA4_tick_volume,CGRA3_open,CGRA3_high,CGRA3_low,CGRA3_close,CGRA3_tick_volume,CGRA3_spread,CGRA3_tick_volume,CGRA4_open,CGRA4_high,CGRA4_low,CGRA4_close,CGRA4_tick_volume,CGRA4_spread,CGRA4_tick_volume,SLED3_open,SLED3_high,SLED3_low,SLED3_close,SLED3_tick_volume,SLED3_spread,SLED3_tick_volume
2013-06-28 17:24:00,8.49,8.49,8.49,8.49,3,1,1600,10.85,10.85,10.85,10.85,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.74,10.74,10.74,10.74,1,1,1,526.65,526.65,526.65,526.65,1,1,1
2013-07-02 15:14:00,9.8,9.8,9.8,9.8,1,1,200,10.98,10.98,10.98,10.98,2.0,1.0,2.0,11.53,11.53,11.28,11.28,3,1,3,10.74,10.74,10.69,10.69,3,1,3,534.88,534.88,534.88,534.88,3,1,3
2013-07-02 15:32:00,9.79,11.1,9.79,11.1,3,1,4700,9.15,9.15,9.15,9.15,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.68,10.68,10.67,10.67,3,1,3,534.88,534.88,534.88,534.88,3,1,3
2013-07-03 17:29:00,11.83,11.83,11.83,11.83,2,1,4300,10.85,10.85,10.85,10.85,1.0,1.0,1.0,11.53,11.77,11.53,11.77,2,1,2,10.56,10.56,10.56,10.56,1,1,1,534.88,534.88,534.88,534.88,1,1,1
2013-07-04 11:30:00,12.08,12.08,12.08,12.08,1,1,100,10.85,10.85,10.85,10.85,1.0,1.0,1.0,10.96,10.96,10.96,10.96,1,1,1,10.56,10.56,10.56,10.56,1,1,1,534.68,534.68,534.68,534.68,1,1,1
2013-07-04 12:02:00,12.41,12.41,12.41,12.41,1,1,100,11.5,11.5,11.5,11.5,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.72,10.72,10.72,10.72,1,1,1,495.38,495.38,495.38,495.38,1,1,1
2013-07-04 12:10:00,12.41,12.41,12.41,12.41,2,1,300,11.51,11.51,11.51,11.51,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.72,10.72,10.72,10.72,1,1,1,524.6,524.6,524.6,524.6,1,1,1
2013-07-04 13:46:00,12.41,12.41,12.41,12.41,1,1,100,10.87,10.87,10.87,10.87,3.0,1.0,3.0,11.1,11.1,11.1,11.1,1,1,1,10.72,10.72,10.72,10.72,1,1,1,482.22,482.22,482.22,482.22,1,1,1
2013-07-04 17:29:00,12.41,12.41,12.41,12.41,1,1,18600,11.51,11.51,11.51,11.51,1.0,1.0,1.0,11.27,11.27,11.27,11.27,1,1,1,10.69,10.69,10.69,10.69,1,1,1,483.45,483.45,483.45,483.45,1,1,1
2013-07-11 14:44:00,11.75,11.75,11.75,11.75,1,1,100,11.51,11.51,11.51,11.51,1.0,1.0,1.0,10.96,10.96,10.96,10.96,1,1,1,10.58,10.58,10.56,10.56,4,1,4,483.45,483.45,483.45,483.45,1,1,1
2013-07-15 16:59:00,11.76,11.76,11.76,11.76,1,1,14800,11.19,11.19,11.19,11.19,1.0,1.0,1.0,11.27,11.27,11.27,11.27,4,1,4,10.56,10.56,10.37,10.37,3,1,3,483.45,483.45,483.45,483.45,1,1,1
2013-07-23 16:59:00,11.76,11.76,11.76,11.76,1,1,4000,11.19,11.19,11.19,11.19,1.0,1.0,1.0,11.28,11.28,11.28,11.28,1,1,1,10.38,10.38,10.38,10.38,1,1,1,483.45,483.45,483.45,483.45,1,1,1
2013-07-24 16:59:00,11.76,11.76,11.76,11.76,1,1,1400,11.19,11.19,11.19,11.19,5.0,1.0,5.0,11.28,11.28,11.28,11.28,1,1,1,10.52,10.53,10.52,10.53,2,1,2,483.45,483.45,483.45,483.45,1,1,1
2013-07-25 16:59:00,11.76,11.76,11.76,11.76,1,1,1300,11.19,11.19,11.19,11.19,3.0,1.0,3.0,10.93,10.93,10.93,10.93,1,1,1,10.53,10.55,10.53,10.55,2,1,2,483.45,483.45,483.45,483.45,1,1,1
2013-07-26 16:59:00,11.76,11.76,11.76,11.76,1,1,2800,11.38,11.38,11.38,11.38,1.0,1.0,1.0,11.1,11.1,11.1,11.1,1,1,1,10.49,10.49,10.49,10.49,1,1,1,483.45,483.45,483.45,483.45,1,1,1
2013-07-29 16:59:00,11.85,11.85,11.85,11.85,1,1,1300,11.38,11.38,11.38,11.38,1.0,1.0,1.0,10.93,10.93,10.93,10.93,1,1,1,10.49,10.49,10.49,10.49,1,1,1,483.45,483.45,483.45,483.45,1,1,1
2013-07-30 16:59:00,11.85,11.85,11.85,11.85,1,1,1500,11.19,11.19,11.19,11.19,2.0,1.0,2.0,10.22,10.22,10.22,10.22,1,1,1,10.49,10.55,10.49,10.55,3,1,3,483.45,483.66,483.45,483.66,2,1,2
2013-07-31 16:59:00,11.85,11.85,11.85,11.85,1,1,1500,11.19,11.19,11.19,11.19,1.0,1.0,1.0,10.44,10.44,10.44,10.44,2,1,2,10.55,10.55,10.55,10.55,1,1,1,452.59,452.59,452.59,452.59,3,1,3
2013-08-01 16:59:00,11.85,11.85,11.85,11.85,1,1,1300,11.19,11.19,11.19,11.19,1.0,1.0,1.0,10.44,10.44,10.44,10.44,1,1,1,10.55,10.55,10.55,10.55,1,1,1,473.17,473.17,473.17,473.17,1,1,1
2013-08-02 16:59:00,11.85,11.85,11.85,11.85,1,1,33600,10.87,10.87,10.87,10.87,1.0,1.0,1.0,10.44,10.44,10.43,10.43,2,1,2,10.55,10.55,10.55,10.55,2,1,2,514.31,514.31,514.31,514.31,1,1,1
2013-08-06 11:32:00,13.59,13.59,13.59,13.59,1,1,100,10.87,10.87,10.87,10.87,1.0,1.0,1.0,10.13,10.13,10.13,10.13,1,1,1,10.55,10.55,10.55,10.55,1,1,1,514.31,514.31,514.31,514.31,1,1,1
2013-08-09 12:36:00,13.6,13.6,13.6,13.6,1,1,300,11.51,11.51,11.51,11.51,3.0,1.0,3.0,10.25,10.25,10.25,10.25,1,1,1,10.55,10.55,10.55,10.55,1,1,1,514.31,514.31,514.31,514.31,1,1,1
2013-12-23 15:05:00,13.6,13.6,13.6,13.6,1,1,200,11.51,11.51,11.51,11.51,1.0,1.0,1.0,9.99,9.99,9.99,9.99,1,1,1,10.55,10.55,10.55,10.55,1,1,1,514.31,514.31,514.31,514.31,1,1,1
2014-01-16 17:00:00,13.6,13.6,13.6,13.6,4,1,1800,10.87,10.87,10.87,10.87,2.0,1.0,2.0,10.13,10.13,10.13,10.13,1,1,1,10.5,10.5,10.5,10.5,2,1,2,516.78,516.78,516.78,516.78,1,1,1
2014-01-17 13:53:00,13.7,13.7,13.7,13.7,2,1,1800,10.87,10.87,10.87,10.87,2.0,1.0,2.0,10.13,10.13,10.13,10.13,1,1,1,10.44,10.44,10.44,10.44,1,1,1,493.74,493.74,493.74,493.74,1,1,1
2014-02-04 13:12:00,13.61,13.61,13.61,13.61,1,1,100,10.87,10.87,10.87,10.87,3.0,1.0,3.0,10.01,10.01,10.01,10.01,1,1,1,10.59,10.59,10.59,10.59,1,1,1,534.68,534.88,534.68,534.88,2,1,2
2014-03-14 11:06:00,13.64,13.64,13.64,13.64,1,1,100,11.51,11.51,11.51,11.51,1.0,1.0,1.0,9.96,9.96,9.96,9.96,1,1,1,10.56,10.56,10.56,10.56,1,1,1,526.86,526.86,526.86,526.86,2,1,2
2014-04-24 12:40:00,13.24,13.24,13.24,13.24,2,1,600,11.83,11.83,11.83,11.83,1.0,1.0,1.0,9.71,9.71,9.71,9.71,1,1,1,10.72,10.85,10.72,10.85,2,1,2,498.68,498.68,498.68,498.68,1,1,1
2014-04-24 12:56:00,13.24,13.24,13.24,13.24,1,1,500,11.83,11.83,11.83,11.83,1.0,1.0,1.0,10.0,10.0,10.0,10.0,2,1,2,10.69,10.69,10.69,10.69,2,1,2,534.88,534.88,534.88,534.88,3,1,3
2014-04-25 12:01:00,13.26,13.26,13.26,13.26,2,1,400,11.83,11.83,11.83,11.83,1.0,1.0,1.0,10.1,10.1,10.1,10.1,2,1,2,10.67,10.67,10.67,10.67,1,1,1,535.09,535.09,535.09,535.09,1,1,1
2014-05-02 17:00:00,12.79,12.79,12.79,12.79,1,1,3100,12.46,12.46,12.46,12.46,1.0,1.0,1.0,9.81,9.81,9.8,9.8,2,1,2,10.72,10.72,10.72,10.72,1,1,1,469.05,469.05,467.2,467.2,3,1,3
2014-05-05 13:53:00,12.43,12.43,12.43,12.43,4,1,3100,11.83,11.83,11.83,11.83,1.0,1.0,1.0,9.98,10.08,9.98,10.08,4,1,4,10.72,10.72,10.72,10.72,1,1,1,506.29,506.29,506.29,506.29,4,1,4
2014-05-14 14:36:00,13.63,13.63,13.63,13.63,1,1,100,12.46,12.46,12.46,12.46,1.0,1.0,1.0,10.08,10.08,10.08,10.08,1,1,1,10.61,10.61,10.61,10.61,1,1,1,506.29,506.29,506.29,506.29,1,1,1
2014-06-03 17:00:00,13.63,13.63,13.63,13.63,1,1,10900,12.78,12.78,12.78,12.78,1.0,1.0,1.0,10.08,10.08,9.97,9.97,10,1,10,10.61,10.61,10.58,10.58,3,1,3,473.86,473.86,473.86,473.86,1,1,1
2014-12-19 15:46:00,13.63,13.63,13.63,13.63,2,1,600,13.42,13.42,13.42,13.42,1.0,1.0,1.0,9.72,9.72,9.72,9.72,1,1,1,10.58,10.58,10.58,10.58,1,1,1,481.12,481.12,481.12,481.12,2,1,2
2014-12-22 11:57:00,13.63,13.63,13.63,13.63,1,1,900,13.1,13.1,13.1,13.1,1.0,1.0,1.0,9.91,9.91,9.91,9.91,1,1,1,10.58,10.58,10.58,10.58,1,1,1,450.38,450.38,450.38,450.38,1,1,1
2014-12-26 11:00:00,11.98,11.98,11.98,11.98,1,1,100,13.1,13.1,13.1,13.1,1.0,1.0,1.0,9.91,9.91,9.91,9.91,1,1,1,10.58,10.58,10.58,10.58,2,1,2,452.52,452.52,450.6,450.6,2,1,2
2014-12-26 15:40:00,11.99,11.99,11.99,11.99,3,1,500,13.42,13.42,13.42,13.42,1.0,1.0,1.0,9.78,9.78,9.78,9.78,1,1,1,10.56,10.56,10.55,10.55,2,1,2,450.38,450.38,450.38,450.38,1,1,1
2014-12-29 14:55:00,11.15,11.15,11.15,11.15,3,1,1000,14.06,14.06,14.06,14.06,1.0,1.0,1.0,9.96,9.96,9.96,9.96,1,1,1,10.55,10.55,10.53,10.53,3,1,3,448.25,448.25,448.25,448.25,1,1,1
2014-12-30 11:56:00,10.74,10.74,10.74,10.74,6,1,3500,14.7,14.7,14.7,14.7,1.0,1.0,1.0,9.97,9.97,9.97,9.97,4,1,4,10.53,10.53,10.53,10.53,1,1,1,452.52,452.52,452.52,452.52,1,1,1
2014-12-30 17:00:00,9.91,9.91,9.91,9.91,4,1,4900,14.7,14.7,14.7,14.7,1.0,1.0,1.0,10.04,10.04,10.04,10.04,1,1,1,10.53,10.53,10.51,10.51,3,1,3,448.25,448.25,448.25,448.25,1,1,1
2015-01-02 17:00:00,9.09,9.09,9.09,9.09,1,1,500,15.66,15.66,15.66,15.66,1.0,1.0,1.0,10.16,10.16,10.16,10.16,1,1,1,10.67,10.67,10.67,10.67,1,1,1,446.11,446.11,446.11,446.11,1,1,1
2015-01-08 15:11:00,9.25,9.25,9.25,9.25,1,1,100,15.09,15.09,15.09,15.09,1.0,1.0,1.0,10.29,10.29,10.29,10.29,1,1,1,10.67,10.67,10.67,10.67,1,1,1,445.05,445.05,445.05,445.05,1,1,1
2015-06-15 11:00:00,16.56,16.56,16.56,16.56,1,1,100,12.84,12.84,12.84,12.84,1.0,1.0,1.0,10.46,10.46,10.46,10.46,2,1,2,10.64,10.64,10.64,10.64,1,1,1,439.71,439.71,439.71,439.71,1,1,1
2015-06-15 11:51:00,16.56,16.56,16.56,16.56,1,1,100,12.52,12.52,12.52,12.52,1.0,1.0,1.0,10.28,10.49,10.28,10.49,2,1,2,10.67,10.67,10.67,10.67,2,1,2,439.71,439.71,439.71,439.71,1,1,1
2015-06-15 14:02:00,16.56,16.56,16.56,16.56,1,1,200,12.84,12.84,12.84,12.84,1.0,1.0,1.0,10.34,10.34,10.34,10.34,1,1,1,10.67,10.67,10.67,10.67,1,1,1,437.57,437.57,437.57,437.57,1,1,1
2015-06-18 15:08:00,15.65,15.65,15.65,15.65,3,1,2500,12.84,12.84,12.84,12.84,2.0,1.0,2.0,11.96,11.96,11.96,11.96,1,1,1,10.61,10.61,10.61,10.61,1,1,1,437.57,437.57,437.57,437.57,1,1,1
2015-06-18 15:13:00,15.64,15.64,15.64,15.64,1,1,100,12.84,12.84,12.84,12.84,1.0,1.0,1.0,10.5,10.5,10.5,10.5,6,1,6,10.61,10.61,10.61,10.61,6,1,6,437.57,437.57,437.57,437.57,3,1,3
2015-06-23 13:17:00,15.21,15.21,15.21,15.21,1,1,500,11.24,11.24,11.24,11.24,1.0,1.0,1.0,10.49,10.49,10.49,10.49,1,1,1,10.61,10.61,10.55,10.55,4,1,4,437.57,437.57,426.9,426.9,2,1,2
2015-06-23 15:51:00,15.21,15.21,15.21,15.21,3,1,800,12.52,12.52,12.52,12.52,1.0,1.0,1.0,10.59,10.59,10.59,10.59,2,1,2,10.58,10.58,10.58,10.58,1,1,1,448.25,448.25,448.25,448.25,1,1,1
2015-06-25 16:10:00,13.04,13.04,13.04,13.04,5,1,1100,12.75,12.75,12.75,12.75,2.0,1.0,2.0,10.59,10.59,10.59,10.59,1,1,1,10.58,10.61,10.58,10.61,11,1,11,448.25,448.25,448.25,448.25,1,1,1
2015-06-25 16:25:00,13.04,13.04,13.04,13.04,1,1,400,12.83,12.83,12.83,12.83,2.0,1.0,2.0,10.66,10.66,10.66,10.66,1,1,1,10.5,10.5,10.5,10.5,4,1,4,448.25,449.31,448.25,449.31,2,1,2
2015-06-25 16:26:00,13.04,13.04,13.04,13.04,1,1,300,10.92,10.92,10.92,10.92,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.49,10.49,10.49,10.49,3,1,3,452.52,452.52,452.52,452.52,1,1,1
2015-06-25 16:28:00,13.04,13.04,13.04,13.04,1,1,200,12.19,12.19,12.19,12.19,1.0,1.0,1.0,10.59,10.59,10.59,10.59,4,1,4,10.49,10.75,10.49,10.75,8,1,8,454.65,454.65,454.65,454.65,1,1,1
2015-06-25 16:31:00,13.04,13.04,13.04,13.04,1,1,500,12.2,12.2,12.2,12.2,1.0,1.0,1.0,10.65,10.65,10.65,10.65,1,1,1,10.76,10.76,10.76,10.76,1,1,1,455.72,455.72,455.72,455.72,1,1,1
2015-06-25 16:47:00,13.04,13.04,13.04,13.04,3,1,1300,12.2,12.2,12.2,12.2,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.73,10.73,10.73,10.73,1,1,1,455.72,455.72,455.72,455.72,1,1,1
2015-06-30 11:37:00,12.24,12.24,12.24,12.24,4,1,2400,12.19,12.19,12.19,12.19,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.76,10.76,10.76,10.76,4,1,4,443.98,443.98,443.98,443.98,1,1,1
2015-06-30 16:24:00,11.37,11.37,11.37,11.37,5,1,4800,12.83,12.83,12.83,12.83,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.76,10.76,10.76,10.76,3,1,3,469.59,469.59,469.59,469.59,1,1,1
2015-06-30 16:25:00,11.3,11.3,11.3,11.3,1,1,500,12.83,12.83,12.83,12.83,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.64,10.64,10.64,10.64,1,1,1,448.25,448.25,448.25,448.25,1,1,1
2015-06-30 16:54:00,11.3,11.3,11.3,11.3,2,1,800,12.83,12.83,12.83,12.83,1.0,1.0,1.0,10.49,10.49,10.49,10.49,1,1,1,10.63,10.63,10.62,10.62,9,1,9,428.61,428.61,428.61,428.61,1,1,1
2015-07-01 13:50:00,11.3,11.3,11.3,11.3,1,1,300,11.56,11.56,11.56,11.56,1.0,1.0,1.0,10.41,10.41,10.41,10.41,1,1,1,10.62,10.85,10.62,10.85,8,1,8,394.46,394.46,394.46,394.46,1,1,1
2015-07-01 15:21:00,10.97,10.97,10.97,10.97,1,1,100,12.82,12.82,12.82,12.82,1.0,1.0,1.0,10.33,10.59,10.31,10.59,4,1,4,10.85,10.85,10.85,10.85,1,1,1,394.46,394.46,394.46,394.46,1,1,1
2015-07-01 15:36:00,10.87,10.87,10.86,10.86,2,1,6100,12.82,12.82,12.82,12.82,1.0,1.0,1.0,10.58,10.59,10.58,10.59,2,1,2,10.85,10.85,10.85,10.85,1,1,1,390.62,390.62,390.62,390.62,2,1,2
2015-08-26 16:10:00,11.3,11.3,11.3,11.3,1,1,100,12.82,12.82,12.82,12.82,1.0,1.0,1.0,10.33,10.58,10.31,10.58,4,1,4,10.85,10.85,10.85,10.85,2,1,2,394.88,394.88,394.88,394.88,3,1,3
2015-10-21 13:37:00,11.3,11.3,11.3,11.3,1,1,800,12.83,12.83,12.83,12.83,2.0,1.0,2.0,10.32,10.32,10.31,10.31,2,1,2,10.8,10.8,10.8,10.8,1,1,1,395.74,395.74,395.74,395.74,1,1,1
2015-10-22 11:51:00,11.3,11.3,11.3,11.3,1,1,600,12.84,12.84,12.84,12.84,1.0,1.0,1.0,10.31,10.31,10.31,10.31,1,1,1,10.8,10.8,10.8,10.8,1,1,1,394.88,394.88,394.88,394.88,1,1,1
2015-10-22 15:04:00,11.3,11.3,11.3,11.3,2,1,200,12.52,12.52,12.52,12.52,3.0,1.0,3.0,10.31,10.31,10.31,10.31,1,1,1,10.8,10.8,10.8,10.8,1,1,1,420.5,420.5,420.5,420.5,1,1,1
2015-10-22 15:39:00,11.3,11.3,11.3,11.3,1,1,200,12.52,12.52,12.52,12.52,2.0,1.0,2.0,10.31,10.31,10.31,10.31,1,1,1,10.79,10.79,10.79,10.79,1,1,1,512.28,533.41,512.28,533.41,6,1,6
2015-10-22 15:45:00,11.3,11.3,11.3,11.3,1,1,200,12.52,12.52,12.52,12.52,1.0,1.0,1.0,10.52,10.52,10.52,10.52,1,1,1,10.79,10.79,10.79,10.79,1,1,1,512.28,512.28,512.28,512.28,1,1,1
2015-11-27 13:22:00,10.02,10.02,10.0,10.0,7,1,1900,12.52,12.52,12.52,12.52,2.0,1.0,2.0,10.51,10.51,10.51,10.51,1,1,1,10.64,10.64,10.64,10.64,1,1,1,512.28,512.28,512.28,512.28,1,1,1
2015-12-30 14:22:00,9.99,9.99,9.99,9.99,1,1,100,11.71,11.71,11.71,11.71,1.0,1.0,1.0,10.52,10.52,10.52,10.52,1,1,1,10.62,10.62,10.55,10.55,2,1,2,468.31,468.31,468.31,468.31,1,1,1
2016-01-27 11:32:00,10.0,10.0,10.0,10.0,2,1,5400,11.75,11.75,11.75,11.75,1.0,1.0,1.0,10.51,10.51,10.51,10.51,1,1,1,10.56,10.56,10.56,10.56,2,1,2,468.31,468.31,468.31,468.31,1,1,1
2016-01-27 13:03:00,10.0,10.0,10.0,10.0,1,1,3000,12.11,12.11,12.11,12.11,1.0,1.0,1.0,10.5,10.5,10.5,10.5,1,1,1,10.58,10.58,10.58,10.58,1,1,1,356.46,356.46,356.46,356.46,2,1,2
2016-01-27 15:27:00,10.0,10.0,10.0,10.0,1,1,2500,11.77,11.77,11.77,11.77,1.0,1.0,1.0,10.47,10.47,10.47,10.47,1,1,1,10.52,10.52,10.52,10.52,1,1,1,356.46,356.46,356.46,356.46,1,1,1
2016-01-27 16:47:00,10.0,10.0,10.0,10.0,1,1,5000,11.42,11.42,11.42,11.42,2.0,1.0,2.0,10.56,10.56,10.56,10.56,1,1,1,10.52,10.52,10.52,10.52,3,1,3,320.18,320.18,320.18,320.18,4,1,4
2016-01-28 11:16:00,10.0,10.0,10.0,10.0,1,1,7000,11.44,11.44,11.44,11.44,2.0,1.0,2.0,10.56,10.56,10.56,10.56,1,1,1,10.52,10.52,10.49,10.49,4,1,4,341.52,341.52,341.52,341.52,1,1,1
2016-01-28 13:25:00,10.0,10.0,10.0,10.0,3,1,12000,11.75,11.75,11.75,11.75,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.55,10.55,10.55,10.55,1,1,1,370.55,370.55,370.55,370.55,3,1,3
2016-01-28 13:58:00,10.0,10.0,10.0,10.0,1,1,200,11.12,11.12,11.12,11.12,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.55,10.55,10.49,10.49,5,1,5,394.67,394.67,394.67,394.67,1,1,1
2016-02-04 18:05:00,10.43,10.43,10.43,10.43,1,1,1000,11.12,11.12,11.12,11.12,2.0,1.0,2.0,10.66,10.66,10.66,10.66,1,1,1,10.49,10.49,10.49,10.49,1,1,1,371.41,371.41,371.41,371.41,1,1,1
2016-02-10 13:00:00,10.43,10.43,10.43,10.43,1,1,500,11.12,11.12,11.12,11.12,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.49,10.49,10.49,10.49,2,1,2,371.41,371.41,371.41,371.41,1,1,1
2016-02-11 10:42:00,10.43,10.43,10.43,10.43,1,1,400,12.75,12.75,12.75,12.75,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.49,10.49,10.49,10.49,11,1,11,371.41,371.41,371.41,371.41,1,1,1
2016-02-12 10:58:00,10.43,10.43,10.43,10.43,1,1,300,12.69,12.69,12.69,12.69,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.49,10.49,10.49,10.49,1,1,1,369.27,369.27,369.27,369.27,1,1,1
2016-02-15 11:09:00,10.43,10.43,10.43,10.43,1,1,300,12.75,12.75,12.75,12.75,3.0,1.0,3.0,10.74,10.74,10.74,10.74,1,1,1,10.46,10.46,10.46,10.46,1,1,1,352.19,352.19,352.19,352.19,2,1,2
2016-02-29 13:12:00,10.43,10.43,10.43,10.43,1,1,3000,12.75,12.75,12.75,12.75,4.0,1.0,4.0,10.72,10.72,10.72,10.72,1,1,1,10.46,10.46,10.46,10.46,1,1,1,352.19,352.19,352.19,352.19,1,1,1
2016-02-29 13:20:00,10.87,10.87,10.87,10.87,1,1,100,12.75,12.75,12.75,12.75,1.0,1.0,1.0,10.72,10.72,10.72,10.72,1,1,1,10.4,10.4,10.37,10.37,5,1,5,352.19,352.19,352.19,352.19,1,1,1
2016-03-03 16:10:00,10.87,10.87,10.87,10.87,1,1,1600,12.11,12.11,12.11,12.11,1.0,1.0,1.0,10.72,10.72,10.72,10.72,1,1,1,10.4,10.4,10.4,10.4,1,1,1,352.19,352.19,352.19,352.19,1,1,1
2016-03-03 16:16:00,10.87,10.87,10.87,10.87,1,1,100,11.12,11.12,11.12,11.12,2.0,1.0,2.0,10.72,10.72,10.72,10.72,1,1,1,10.4,10.4,10.4,10.4,2,1,2,352.19,352.19,352.19,352.19,1,1,1
2016-03-04 13:17:00,10.87,10.87,10.87,10.87,1,1,300,11.16,11.16,11.16,11.16,1.0,1.0,1.0,10.89,10.89,10.89,10.89,1,1,1,10.38,10.49,10.37,10.49,10,1,10,373.54,373.54,373.54,373.54,1,1,1
2016-03-07 12:50:00,10.87,10.87,10.87,10.87,1,1,100,10.47,10.47,10.47,10.47,1.0,1.0,1.0,10.66,10.66,10.59,10.59,4,1,4,10.49,10.49,10.49,10.49,6,1,6,373.54,373.54,373.54,373.54,1,1,1
2016-03-07 12:54:00,10.87,10.87,10.87,10.87,1,1,100,11.16,11.16,11.16,11.16,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.49,10.49,10.49,10.49,2,1,2,373.54,373.54,373.54,373.54,1,1,1
2016-04-08 13:20:00,13.91,13.91,13.91,13.91,1,1,100,11.14,11.14,11.14,11.14,7.0,1.0,7.0,10.53,10.53,10.53,10.53,1,1,1,10.55,10.55,10.55,10.55,1,1,1,367.14,367.14,367.14,367.14,1,1,1
2016-07-06 16:40:00,15.42,15.42,15.42,15.42,2,1,300,11.12,11.12,11.12,11.12,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.55,10.55,10.55,10.55,2,1,2,356.46,356.46,356.46,356.46,1,1,1
2016-07-07 11:09:00,15.42,15.42,15.42,15.42,1,1,100,10.48,10.48,10.47,10.47,2.0,1.0,2.0,10.53,10.53,10.53,10.53,1,1,1,10.58,10.58,10.58,10.58,1,1,1,356.46,356.46,356.46,356.46,1,1,1
2016-08-11 16:48:00,19.95,19.95,19.95,19.95,1,1,100,10.46,10.46,10.46,10.46,3.0,1.0,3.0,10.53,10.53,10.53,10.53,1,1,1,10.55,10.58,10.55,10.58,2,1,2,358.6,358.6,358.6,358.6,1,1,1
2016-10-19 14:22:00,21.76,21.76,21.76,21.76,1,1,200,10.47,10.47,10.47,10.47,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.58,10.59,10.58,10.59,4,1,4,358.6,358.6,358.6,358.6,2,1,2
2017-01-13 14:12:00,19.03,19.03,19.03,19.03,1,1,200,10.47,10.47,10.47,10.47,1.0,1.0,1.0,10.53,10.53,10.53,10.53,2,1,2,10.61,10.61,10.61,10.61,1,1,1,345.79,345.79,345.79,345.79,1,1,1
2017-01-13 16:00:00,19.03,19.03,19.03,19.03,2,1,300,10.83,10.83,10.83,10.83,2.0,1.0,2.0,10.53,10.53,10.53,10.53,1,1,1,10.49,10.49,10.49,10.49,2,1,2,373.54,373.54,373.54,373.54,1,1,1
2017-01-23 15:07:00,18.14,18.14,18.14,18.14,2,1,200,10.47,10.47,10.47,10.47,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.49,10.49,10.49,10.49,1,1,1,373.54,373.54,373.54,373.54,2,1,2
2017-01-26 14:33:00,19.04,19.04,19.04,19.04,3,1,900,9.79,9.79,9.79,9.79,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.61,10.61,10.61,10.61,1,1,1,372.47,372.47,372.47,372.47,1,1,1
2017-01-26 15:19:00,19.04,19.04,19.04,19.04,1,1,200,8.14,8.14,8.14,8.14,1.0,1.0,1.0,10.53,10.53,10.53,10.53,1,1,1,10.61,10.61,10.61,10.61,1,1,1,373.54,373.54,373.54,373.54,2,1,2
2017-02-23 15:20:00,18.14,18.14,18.14,18.14,2,1,1000,11.52,11.52,11.52,11.52,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.61,10.61,10.61,10.61,3,1,3,373.54,373.54,373.54,373.54,1,1,1
2017-03-03 17:07:00,18.14,18.14,18.14,18.14,1,1,100,8.27,8.27,8.27,8.27,4.0,1.0,4.0,10.59,10.59,10.59,10.59,3,1,3,10.61,10.7,10.61,10.7,5,1,5,373.54,373.54,373.54,373.54,1,1,1
2017-03-10 11:01:00,17.46,17.46,17.46,17.46,2,1,1100,10.17,10.17,10.17,10.17,1.0,1.0,1.0,10.59,10.59,10.59,10.59,1,1,1,10.73,10.73,10.73,10.73,1,1,1,362.87,362.87,362.87,362.87,1,1,1
2017-03-10 13:32:00,17.68,17.68,17.68,17.68,1,1,100,9.49,9.49,9.49,9.49,2.0,1.0,2.0,10.59,10.59,10.59,10.59,1,1,1,10.7,10.7,10.7,10.7,1,1,1,362.87,362.87,362.87,362.87,1,1,1
2017-03-24 12:50:00,18.11,18.11,18.11,18.11,1,1,100,11.19,11.19,11.19,11.19,1.0,1.0,1.0,10.44,10.59,10.43,10.59,5,1,5,10.61,10.61,10.61,10.61,1,1,1,365.0,365.0,365.0,365.0,1,1,1
