date,ESGU11_open,ESGU11_high,ESGU11_low,ESGU11_close,ESGU11_tick_volume,ESGU11_spread,ESGU11_real_volume,ELAS11_open,ELAS11_high,ELAS11_low,ELAS11_close,ELAS11_tick_volume,ELAS11_spread,ELAS11_tick_volume,HASH11_open,HASH11_high,HASH11_low,HASH11_close,HASH11_tick_volume,HASH11_spread,HASH11_tick_volume,BITH11_open,BITH11_high,BITH11_low,BITH11_close,BITH11_tick_volume,BITH11_spread,BITH11_tick_volume,CRPT11_open,CRPT11_high,CRPT11_low,CRPT11_close,CRPT11_tick_volume,CRPT11_spread,CRPT11_tick_volume
2021-11-18 12:32:00,10.05,10.05,10.05,10.05,1,1,10,104.36,104.36,104.36,104.36,1,1,1,60.26,60.27,60.25,60.27,52,1,52,47.28,47.28,47.28,47.28,1,1,1,9.0,9.0,9.0,9.0,1,1,1
2021-11-18 12:37:00,10.07,10.07,10.07,10.07,1,1,5,104.05,104.05,104.05,104.05,1,1,1,60.3,60.45,60.3,60.37,104,1,104,47.53,47.71,47.5,47.5,4,1,4,9.0,9.0,8.9,9.0,3,1,3
2021-11-18 16:17:00,10.14,10.14,10.14,10.14,1,1,10,104.09,104.31,104.08,104.31,3,1,3,60.41,60.49,60.41,60.49,42,1,42,47.0,47.0,46.89,46.89,2,1,2,9.0,9.0,8.91,8.91,2,1,2
2021-11-18 16:19:00,10.14,10.14,10.14,10.14,2,1,3,104.31,104.31,104.31,104.31,2,1,2,60.46,60.5,60.45,60.49,125,1,125,47.0,47.0,47.0,47.0,1,1,1,8.85,8.85,8.85,8.85,1,1,1
2021-11-18 16:21:00,10.14,10.14,10.14,10.14,1,1,2,104.09,104.09,104.09,104.09,1,1,1,60.49,60.51,60.49,60.51,91,1,91,46.9,46.9,46.9,46.9,2,1,2,9.0,9.0,9.0,9.0,1,1,1
2021-11-18 16:23:00,10.14,10.14,10.14,10.14,1,1,1,103.27,103.27,103.27,103.27,1,1,1,60.51,60.6,60.51,60.58,127,1,127,47.32,47.39,47.32,47.39,2,1,2,9.0,9.0,9.0,9.0,3,1,3
2021-11-18 17:45:00,10.07,10.13,10.07,10.13,2,1,9255,103.05,103.05,103.05,103.05,1,1,1,60.58,60.67,60.58,60.6,143,1,143,47.39,47.39,47.39,47.39,1,1,1,9.0,9.0,9.0,9.0,2,1,2
2021-11-19 11:21:00,10.19,10.19,10.19,10.19,2,1,100,102.9,102.9,102.84,102.84,2,1,2,60.6,60.62,60.6,60.62,140,1,140,47.15,47.15,47.1,47.15,3,1,3,9.0,9.0,9.0,9.0,3,1,3
2021-11-19 11:39:00,10.08,10.08,10.08,10.08,1,1,100,102.86,102.86,102.86,102.86,1,1,1,60.61,60.62,60.45,60.48,168,1,168,47.03,47.03,47.03,47.03,1,1,1,8.95,8.95,8.95,8.95,1,1,1
2021-11-19 12:06:00,10.08,10.08,10.08,10.08,1,1,55,102.85,102.85,102.85,102.85,1,1,1,60.48,60.5,60.47,60.48,60,1,60,47.19,47.19,47.19,47.19,2,1,2,9.0,9.0,9.0,9.0,1,1,1
2021-11-19 12:14:00,10.08,10.08,10.08,10.08,1,1,100,102.73,102.73,102.73,102.73,1,1,1,60.48,60.51,60.48,60.51,95,1,95,47.03,47.03,47.03,47.03,1,1,1,9.0,9.0,9.0,9.0,1,1,1
2021-11-19 14:12:00,10.18,10.18,10.18,10.18,1,1,183,102.65,102.65,102.65,102.65,1,1,1,60.5,60.5,60.45,60.5,74,1,74,47.1,47.1,47.1,47.1,1,1,1,8.9,8.9,8.9,8.9,2,1,2
