date,GENB11_open,GENB11_high,GENB11_low,GENB11_close,GENB11_tick_volume,GENB11_spread,GENB11_real_volume,SVAL11_open,SVAL11_high,SVAL11_low,SVAL11_close,SVAL11_tick_volume,SVAL11_spread,SVAL11_tick_volume,HTEK11_open,HTEK11_high,HTEK11_low,HTEK11_close,HTEK11_tick_volume,HTEK11_spread,HTEK11_tick_volume,MILL11_open,MILL11_high,MILL11_low,MILL11_close,MILL11_tick_volume,MILL11_spread,MILL11_tick_volume,SHOT11_open,SHOT11_high,SHOT11_low,SHOT11_close,SHOT11_tick_volume,SHOT11_spread,SHOT11_tick_volume
2021-07-26 13:07:00,10.04,10.04,10.04,10.04,1,1,5,99.77,99.77,99.77,99.77,1.0,1.0,1.0,50.63,50.63,50.63,50.63,1,1,1,50.29,50.29,50.29,50.29,1,1,1,50.52,50.52,50.52,50.52,1,1,1
2021-07-26 13:35:00,10.0,10.0,10.0,10.0,8,1,2142,99.74,99.74,99.74,99.74,1.0,1.0,1.0,50.63,50.63,50.63,50.63,1,1,1,50.16,50.16,50.16,50.16,1,1,1,50.55,50.56,50.55,50.56,3,1,3
2021-07-26 14:39:00,10.01,10.01,10.01,10.01,1,1,20,99.74,99.74,99.74,99.74,1.0,1.0,1.0,50.63,50.63,50.63,50.63,1,1,1,50.14,50.14,50.14,50.14,1,1,1,50.57,50.57,50.56,50.56,2,1,2
2021-07-26 14:41:00,10.01,10.01,10.01,10.01,1,1,20,99.71,99.71,99.52,99.52,2.0,1.0,2.0,50.6,50.6,50.6,50.6,1,1,1,50.04,50.04,50.04,50.04,2,1,2,50.56,50.59,50.56,50.59,2,1,2
2021-07-26 15:20:00,10.03,10.03,10.03,10.03,1,1,30,100.64,100.64,100.14,100.14,2.0,1.0,2.0,50.6,50.6,50.6,50.6,1,1,1,50.45,50.45,50.45,50.45,1,1,1,50.56,50.56,50.56,50.56,1,1,1
2021-07-26 15:30:00,10.04,10.04,10.04,10.04,1,1,40,101.97,103.25,101.97,103.25,2.0,1.0,2.0,50.66,50.66,50.66,50.66,1,1,1,50.4,50.4,50.4,50.4,1,1,1,50.54,50.54,50.48,50.48,5,1,5
2021-07-26 15:54:00,10.05,10.07,10.05,10.07,3,1,3000,104.2,105.01,104.2,105.01,2.0,1.0,2.0,50.63,50.63,50.63,50.63,1,1,1,50.45,50.45,50.45,50.45,1,1,1,50.51,50.51,50.51,50.51,1,1,1
2021-07-26 16:10:00,11.54,11.54,11.54,11.54,7,1,7000,104.88,105.26,104.88,105.26,2.0,1.0,2.0,50.6,50.6,50.6,50.6,1,1,1,50.43,50.43,50.43,50.43,1,1,1,50.5,50.52,50.5,50.52,2,1,2
2021-07-26 16:24:00,11.22,11.22,11.22,11.22,1,1,2000,104.8,104.8,104.8,104.8,1.0,1.0,1.0,50.62,50.62,50.62,50.62,1,1,1,50.43,50.43,50.43,50.43,3,1,3,50.73,50.73,50.73,50.73,6,1,6
2021-07-26 16:25:00,11.22,11.22,11.22,11.22,1,1,2000,103.54,103.54,103.36,103.36,3.0,1.0,3.0,50.62,50.62,50.62,50.62,1,1,1,49.9,49.9,49.9,49.9,1,1,1,50.73,50.73,50.73,50.73,2,1,2
2021-07-26 16:40:00,11.22,11.22,11.22,11.22,18,1,11456,103.02,103.02,103.02,103.02,1.0,1.0,1.0,50.62,50.62,50.62,50.62,1,1,1,50.39,50.39,50.39,50.39,1,1,1,50.73,50.73,50.73,50.73,2,1,2
2021-07-27 10:19:00,12.0,12.28,12.0,12.28,3,1,207,102.82,102.82,102.48,102.48,2.0,1.0,2.0,50.59,50.59,50.59,50.59,1,1,1,50.47,50.47,50.47,50.47,1,1,1,50.65,50.65,50.25,50.25,13,1,13
2021-07-27 10:20:00,12.58,12.58,12.58,12.58,1,1,100,102.75,102.75,102.75,102.75,1.0,1.0,1.0,50.56,50.56,50.56,50.56,1,1,1,50.36,50.36,50.36,50.36,1,1,1,50.79,50.79,50.77,50.77,2,1,2
2021-07-27 10:21:00,12.83,12.83,12.83,12.83,1,1,50,102.66,102.66,102.57,102.57,3.0,1.0,3.0,50.53,50.53,50.53,50.53,1,1,1,50.47,50.47,50.47,50.47,3,1,3,50.8,50.8,50.8,50.8,1,1,1
2021-07-27 10:22:00,13.07,13.07,13.07,13.07,1,1,3,101.9,101.9,101.9,101.9,1.0,1.0,1.0,50.55,50.55,50.55,50.55,1,1,1,50.58,50.58,50.58,50.58,1,1,1,50.75,50.75,50.75,50.75,1,1,1
2021-07-27 10:23:00,13.07,13.07,13.07,13.07,2,1,40,102.26,102.26,102.26,102.26,1.0,1.0,1.0,50.64,50.64,50.64,50.64,1,1,1,50.62,50.62,50.62,50.62,1,1,1,50.89,50.89,50.89,50.89,1,1,1
2021-07-27 10:24:00,13.07,13.07,13.07,13.07,3,1,100,102.87,102.87,102.21,102.21,3.0,1.0,3.0,50.7,50.7,50.7,50.7,1,1,1,50.62,50.62,50.62,50.62,1,1,1,50.96,50.96,50.96,50.96,1,1,1
2021-07-27 10:29:00,12.56,12.56,12.56,12.56,4,1,50,103.23,103.23,103.23,103.23,1.0,1.0,1.0,50.7,50.7,50.7,50.7,1,1,1,50.55,50.55,50.55,50.55,1,1,1,50.96,50.99,50.96,50.99,2,1,2
2021-07-27 10:35:00,13.62,13.62,13.62,13.62,3,1,58,102.96,102.96,102.96,102.96,1.0,1.0,1.0,50.62,50.62,50.62,50.62,1,1,1,50.53,50.53,50.53,50.53,1,1,1,50.98,50.98,50.94,50.94,7,1,7
2021-07-27 10:36:00,13.62,13.62,13.62,13.62,2,1,157,104.5,104.5,103.79,103.79,3.0,1.0,3.0,50.64,50.64,50.64,50.64,1,1,1,50.51,50.51,50.51,50.51,1,1,1,50.93,50.93,50.9,50.9,6,1,6
2021-07-27 10:37:00,13.62,13.62,13.42,13.42,2,1,4,104.99,104.99,104.57,104.57,3.0,1.0,3.0,50.9,50.9,50.9,50.9,1,1,1,50.47,50.47,50.47,50.47,1,1,1,50.9,50.93,50.9,50.93,2,1,2
2021-07-27 11:01:00,11.15,11.15,11.0,11.0,15,1,513,104.92,104.92,104.92,104.92,1.0,1.0,1.0,50.86,50.91,50.86,50.91,2,1,2,50.64,50.64,50.64,50.64,1,1,1,50.94,50.94,50.91,50.91,3,1,3
2021-07-27 11:03:00,11.0,11.0,11.0,11.0,1,1,100,105.37,105.37,105.23,105.23,2.0,1.0,2.0,50.95,50.95,50.94,50.94,2,1,2,50.61,50.61,50.61,50.61,2,1,2,50.9,50.9,50.89,50.89,6,1,6
2021-07-27 11:05:00,11.0,11.15,11.0,11.15,3,1,108,104.43,104.43,104.43,104.43,1.0,1.0,1.0,50.93,50.93,50.93,50.93,1,1,1,50.61,50.61,50.61,50.61,2,1,2,50.93,50.93,50.93,50.93,2,1,2
2021-07-27 11:06:00,11.15,11.15,11.15,11.15,4,1,392,103.6,103.6,103.07,103.07,2.0,1.0,2.0,50.94,50.94,50.94,50.94,1,1,1,50.0,50.0,49.98,49.98,2,1,2,50.94,50.94,50.94,50.94,1,1,1
2021-07-27 11:07:00,11.15,11.15,11.15,11.15,2,1,5,102.53,102.53,102.53,102.53,1.0,1.0,1.0,50.98,50.98,50.97,50.97,2,1,2,49.89,49.89,49.89,49.89,2,1,2,50.96,50.96,50.93,50.93,2,1,2
2021-07-27 11:08:00,11.15,11.15,11.15,11.15,2,1,60,103.72,103.72,102.32,102.32,2.0,1.0,2.0,50.97,50.97,50.97,50.97,1,1,1,50.3,50.3,50.3,50.3,1,1,1,50.91,50.91,50.91,50.91,1,1,1
