time,open,high,low,close,tick_volume,spread,real_volume,ticker
2018-02-08,4026.524,4057.163,4000.175,4036.328,61216,1,546020,DOL$
2018-02-09,4022.847,4076.159,4013.656,4045.52,58200,1,520200,DOL$
2018-02-14,4041.231,4049.197,3949.315,3955.442,32989,1,304035,DOL$
2018-02-15,3935.221,3978.728,3927.255,3968.311,38801,1,367035,DOL$
2018-02-16,3976.889,3985.468,3930.319,3964.634,39647,1,347270,DOL$
2018-02-19,3960.345,3973.213,3954.217,3973.213,13388,1,122010,DOL$
2018-02-20,3984.243,4001.4,3975.051,3994.047,33855,1,313690,DOL$
2018-02-21,3996.498,4014.269,3977.502,4013.656,36474,1,338085,DOL$
2018-02-22,4005.077,4014.881,3976.277,3984.243,38701,1,391040,DOL$
2018-02-23,3979.341,3986.081,3963.409,3971.987,27047,1,280690,DOL$
2018-02-26,3967.085,3974.438,3950.54,3952.379,25428,1,255770,DOL$
2018-02-27,3954.217,3990.37,3949.928,3987.919,37795,1,385500,DOL$
2018-02-28,3979.368,3986.087,3965.931,3980.59,36001,1,409190,DOL$
2018-03-01,3988.53,4009.908,3969.595,3984.255,56426,1,475830,DOL$
2018-03-02,3994.027,4003.189,3979.979,3984.255,32406,1,312740,DOL$
2018-03-05,3990.973,3997.081,3970.206,3972.039,20944,1,206865,DOL$
2018-03-06,3955.547,3957.379,3926.228,3930.504,33677,1,335850,DOL$
2018-03-07,3949.439,3976.925,3943.331,3972.649,33230,1,336675,DOL$
2018-03-08,3978.757,4003.189,3966.541,4000.746,32770,1,302665,DOL$
2018-03-09,3992.806,4005.022,3965.32,3987.309,31982,1,287680,DOL$
2018-03-12,3981.201,3997.081,3978.147,3990.973,21304,1,229585,DOL$
2018-03-13,3992.806,3994.638,3961.044,3987.309,39150,1,402385,DOL$
2018-03-14,3974.482,3995.249,3970.206,3986.698,27473,1,269350,DOL$
2018-03-15,3997.692,4031.897,3997.081,4017.849,38776,1,386155,DOL$
2018-03-16,4028.843,4034.951,4001.357,4011.741,32738,1,317745,DOL$
2018-03-19,4030.065,4030.065,4013.573,4016.627,31328,1,296060,DOL$
2018-03-20,4012.962,4048.999,4008.687,4048.389,36169,1,354730,DOL$
2018-03-21,4033.729,4042.891,3989.752,4001.357,40761,1,404960,DOL$
2018-03-22,4012.962,4054.497,4007.465,4052.053,41752,1,390370,DOL$
2018-03-23,4053.275,4055.718,4025.178,4047.167,42977,1,428305,DOL$
2018-03-26,4027.621,4048.389,4023.346,4045.335,31843,1,386175,DOL$
2018-03-27,4042.891,4073.432,4042.281,4061.215,42423,1,423730,DOL$
2018-03-28,4061.215,4085.648,4055.107,4056.94,44135,1,516095,DOL$
2018-03-29,4057.549,4066.079,4021.604,4036.835,43013,1,463140,DOL$
2018-04-02,4040.49,4059.377,4027.087,4042.927,28958,1,277130,DOL$
2018-04-03,4042.318,4083.137,4034.398,4079.482,37060,1,339510,DOL$
2018-04-04,4100.196,4111.162,4061.814,4064.251,40617,1,369530,DOL$
2018-04-05,4023.432,4088.62,4023.432,4083.137,44238,1,422110,DOL$
2018-04-06,4089.23,4125.784,4083.747,4111.162,51674,1,497965,DOL$
2018-04-09,4106.288,4179.397,4105.07,4177.57,49010,1,472305,DOL$
2018-04-10,4161.729,4194.019,4151.982,4161.12,48771,1,468995,DOL$
2018-04-11,4167.822,4178.179,4116.036,4118.473,40644,1,411635,DOL$
2018-04-12,4112.381,4173.305,4106.898,4164.166,36308,1,375680,DOL$
2018-04-13,4150.763,4186.099,4145.889,4176.351,33557,1,346180,DOL$
2018-04-16,4173.305,4192.192,4156.856,4171.477,27431,1,269965,DOL$
2018-04-17,4170.868,4173.305,4135.532,4158.074,30891,1,299090,DOL$
2018-04-18,4144.061,4150.154,4114.209,4122.738,32656,1,331840,DOL$
2018-04-19,4125.784,4159.292,4123.347,4127.612,35962,1,362300,DOL$
2018-04-20,4137.969,4167.213,4137.36,4162.339,33131,1,330625,DOL$
2018-04-23,4185.49,4211.078,4175.742,4209.25,34721,1,332290,DOL$
2018-04-24,4192.801,4243.977,4189.145,4234.229,44548,1,480235,DOL$
2018-04-25,4270.784,4285.405,4243.977,4247.023,53393,1,514490,DOL$
2018-04-26,4250.679,4275.048,4234.838,4236.666,48100,1,506305,DOL$
2018-04-27,4228.137,4242.149,4212.296,4212.296,35473,1,407260,DOL$
2018-04-30,4226.255,4272.377,4217.758,4269.949,32626,1,325570,DOL$
2018-05-02,4293.617,4326.995,4282.087,4322.747,50331,1,506955,DOL$
2018-05-03,4284.514,4341.56,4284.514,4294.831,50117,1,446815,DOL$
2018-05-04,4306.362,4318.499,4276.625,4296.045,41510,1,390175,DOL$
2018-05-07,4313.037,4329.423,4303.327,4320.32,28498,1,265905,DOL$
2018-05-08,4331.243,4371.904,4325.782,4334.885,48024,1,417700,DOL$
2018-05-09,4334.278,4390.11,4329.423,4368.263,43421,1,423735,DOL$
2018-05-10,4353.698,4358.553,4308.789,4318.499,39816,1,381885,DOL$
2018-05-11,4316.072,4391.931,4310.003,4378.579,43347,1,378635,DOL$
2018-05-14,4351.27,4425.308,4343.988,4404.675,41999,1,364505,DOL$
2018-05-15,4438.66,4488.423,4427.129,4439.873,59527,1,522300,DOL$
2018-05-16,4453.225,4490.851,4450.19,4467.183,45432,1,383755,DOL$
2018-05-17,4433.805,4511.484,4433.805,4491.457,50764,1,448880,DOL$
2018-05-18,4509.057,4588.557,4509.057,4540.614,56243,1,469525,DOL$
2018-05-21,4494.492,4527.87,4462.328,4467.183,43406,1,399960,DOL$
2018-05-22,4448.976,4450.797,4408.316,4430.163,44591,1,409500,DOL$
2018-05-23,4460.507,4467.789,4393.144,4405.282,50710,1,454880,DOL$
2018-05-24,4437.446,4438.66,4407.709,4425.915,38353,1,355650,DOL$
2018-05-25,4442.301,4465.362,4420.453,4431.984,39724,1,401925,DOL$
2018-05-28,4447.156,4546.683,4444.728,4535.152,26710,1,269560,DOL$
2018-05-29,4566.103,4577.026,4506.629,4523.015,49391,1,493480,DOL$
2018-05-30,4484.294,4573.23,4480.059,4519.99,52585,1,592755,DOL$
2018-06-01,4543.585,4575.65,4516.36,4567.785,39990,1,372635,DOL$
2018-06-04,4547.82,4555.685,4521.805,4545.4,28411,1,273060,DOL$
2018-06-05,4567.18,4631.916,4559.315,4605.295,54749,1,522870,DOL$
2018-06-06,4622.236,4676.686,4614.975,4666.401,45415,1,405240,DOL$
2018-06-07,4682.736,4812.207,4668.821,4733.556,57751,1,576010,DOL$
2018-06-08,4664.586,4679.106,4481.269,4498.815,72315,1,714925,DOL$
2018-06-11,4505.47,4523.015,4454.044,4499.42,42952,1,443510,DOL$
2018-06-12,4504.865,4521.2,4450.414,4506.075,35355,1,370995,DOL$
2018-06-13,4493.975,4529.67,4466.144,4508.495,39239,1,424580,DOL$
2018-06-14,4485.504,4623.446,4466.749,4610.74,48060,1,508060,DOL$
2018-06-15,4561.735,4610.135,4502.445,4519.99,44320,1,468275,DOL$
2018-06-18,4537.535,4561.735,4519.385,4540.56,26676,1,270335,DOL$
2018-06-19,4583.515,4585.935,4503.655,4539.35,30231,1,299560,DOL$
2018-06-20,4536.325,4585.935,4488.53,4566.575,36298,1,361765,DOL$
2018-06-21,4591.985,4605.9,4543.585,4564.76,37600,1,362390,DOL$
2018-06-22,4547.82,4587.145,4524.225,4581.095,25374,1,256970,DOL$
2018-06-25,4573.23,4584.12,4553.265,4570.205,22415,1,255775,DOL$
2018-06-26,4581.095,4603.48,4553.265,4596.825,25125,1,294655,DOL$
2018-06-27,4590.775,4693.626,4587.75,4671.846,32581,1,349635,DOL$
2018-06-28,4658.536,4693.021,4640.386,4677.896,35090,1,385805,DOL$
2018-06-29,4657.363,4700.845,4639.246,4697.825,33342,1,356260,DOL$
2018-07-02,4715.942,4747.346,4700.845,4740.703,24644,1,261370,DOL$
2018-07-03,4704.468,4725.605,4690.578,4720.774,23022,1,229095,DOL$
2018-07-04,4723.189,4746.742,4706.28,4738.891,13697,1,119425,DOL$
2018-07-05,4718.962,4773.918,4706.28,4762.444,27796,1,281415,DOL$
2018-07-06,4774.522,4786.6,4674.272,4678.5,32498,1,295260,DOL$
2018-07-10,4703.26,4705.072,4592.744,4621.128,37199,1,380240,DOL$
2018-07-11,4648.908,4703.26,4616.901,4693.598,37165,1,344445,DOL$
2018-07-12,4668.233,4723.793,4643.473,4699.637,36395,1,363495,DOL$
2018-07-13,4703.864,4720.774,4652.532,4659.779,32508,1,302360,DOL$
2018-07-16,4646.493,4685.747,4640.453,4670.045,26571,1,241425,DOL$
2018-07-17,4683.935,4692.994,4643.473,4643.473,28557,1,264155,DOL$
2018-07-18,4660.986,4673.669,4619.92,4658.571,30243,1,291935,DOL$
2018-07-19,4680.312,4708.092,4623.544,4632.603,40102,1,364275,DOL$
2018-07-20,4609.654,4613.881,4545.639,4557.718,37330,1,359270,DOL$
2018-07-23,4564.965,4597.576,4560.737,4572.815,24312,1,235945,DOL$
2018-07-24,4560.737,4565.568,4511.216,4530.542,32668,1,315105,DOL$
2018-07-25,4513.028,4513.632,4457.468,4457.468,33433,1,325800,DOL$
2018-07-26,4474.982,4529.334,4470.151,4526.314,30117,1,309955,DOL$
2018-07-27,4520.879,4523.295,4478.001,4481.021,28141,1,297500,DOL$
2018-07-30,4465.319,4508.197,4464.715,4500.346,24192,1,270555,DOL$
2018-07-31,4488.939,4535.167,4487.138,4524.361,37867,1,351950,DOL$
2018-08-01,4523.16,4541.771,4494.943,4517.156,29609,1,290080,DOL$
2018-08-02,4549.576,4556.18,4517.156,4518.357,27192,1,247465,DOL$
2018-08-03,4511.153,4517.757,4457.12,4465.525,33906,1,332630,DOL$
2018-08-06,4456.519,4500.946,4445.713,4500.946,22933,1,207180,DOL$
2018-08-07,4475.731,4541.771,4458.921,4517.757,39418,1,374075,DOL$
2018-08-08,4526.762,4542.372,4496.744,4540.571,33829,1,308270,DOL$
2018-08-09,4562.184,4598.806,4546.574,4575.992,38975,1,353275,DOL$
2018-08-10,4616.217,4662.445,4603.609,4644.434,46976,1,415870,DOL$
2018-08-13,4684.659,4728.485,4667.248,4673.852,51992,1,452735,DOL$
2018-08-14,4645.635,4696.065,4643.233,4652.239,45403,1,391210,DOL$
2018-08-15,4691.263,4724.883,4666.648,4694.865,51357,1,473670,DOL$
2018-08-16,4675.053,4722.482,4652.239,4699.067,44383,1,407975,DOL$
2018-08-17,4728.485,4754.301,4701.469,4705.671,44319,1,403000,DOL$
2018-08-20,4711.075,4775.914,4706.872,4771.111,34916,1,299140,DOL$
2018-08-21,4758.504,4871.973,4755.502,4868.971,53765,1,483655,DOL$
2018-08-22,4862.967,4917.0,4846.157,4856.964,57111,1,496030,DOL$
2018-08-23,4886.382,4961.427,4856.363,4944.617,50929,1,430325,DOL$
2018-08-24,4919.402,4966.831,4895.387,4932.009,46308,1,418575,DOL$
2018-08-27,4936.812,4946.418,4865.969,4903.192,35180,1,299895,DOL$
2018-08-28,4892.986,4983.041,4882.779,4974.035,45877,1,390140,DOL$
2018-08-29,5002.252,5003.453,4930.809,4935.011,47014,1,411405,DOL$
2018-08-30,4951.221,5061.689,4947.619,4983.041,63257,1,569060,DOL$
2018-08-31,4983.041,4992.577,4844.159,4844.159,57903,1,511120,DOL$
2018-09-03,4895.42,4972.908,4881.711,4968.139,22735,1,209285,DOL$
2018-09-04,5008.075,5012.247,4944.893,4972.312,49970,1,420075,DOL$
2018-09-05,4994.366,5002.114,4913.898,4952.642,42874,1,367845,DOL$
2018-09-06,4940.124,4975.888,4822.701,4850.716,48897,1,419415,DOL$
2018-09-10,4855.484,4929.991,4841.775,4881.115,38727,1,317205,DOL$
2018-09-11,4940.72,4989.597,4935.356,4958.006,39448,1,344805,DOL$
2018-09-12,4923.435,4974.696,4907.341,4969.927,38183,1,333350,DOL$
2018-09-13,4948.469,5025.361,4925.819,5023.572,43169,1,389355,DOL$
2018-09-14,5021.784,5027.149,4964.563,4982.445,35584,1,308555,DOL$
2018-09-17,4996.154,5017.016,4913.302,4934.76,36485,1,318945,DOL$
2018-09-18,4927.011,4969.927,4915.686,4967.543,35038,1,294445,DOL$
2018-09-19,4979.464,4983.041,4891.248,4923.435,35212,1,308245,DOL$
2018-09-20,4905.553,4917.474,4855.484,4862.637,37575,1,364420,DOL$
2018-09-21,4869.79,4885.287,4804.819,4832.834,40058,1,388950,DOL$
2018-09-24,4842.371,4885.287,4813.76,4879.923,34209,1,311490,DOL$
2018-09-25,4918.666,4938.336,4850.12,4860.253,40232,1,400915,DOL$
2018-09-26,4863.233,4880.519,4779.785,4810.184,47011,1,456500,DOL$
2018-09-27,4816.144,4834.026,4728.524,4785.746,46779,1,593990,DOL$
2018-09-28,4815.493,4838.101,4756.593,4826.797,50454,1,482535,DOL$
2018-10-01,4820.252,4844.645,4775.036,4791.695,34729,1,350505,DOL$
2018-10-02,4753.618,4767.302,4657.237,4700.668,51927,1,475160,DOL$
2018-10-03,4596.553,4675.681,4557.881,4651.883,64630,1,582520,DOL$
2018-10-04,4676.275,4691.744,4617.971,4619.161,47524,1,438235,DOL$
2018-10-05,4581.084,4643.553,4574.54,4574.54,40256,1,381040,DOL$
2018-10-08,4444.247,4509.691,4422.234,4500.171,46001,1,445795,DOL$
2018-10-09,4509.691,4518.615,4411.525,4428.778,45921,1,425900,DOL$
2018-10-10,4452.576,4491.842,4438.297,4476.374,44312,1,405445,DOL$
2018-10-11,4430.563,4512.665,4426.398,4509.096,47347,1,409775,DOL$
2018-10-15,4476.969,4485.893,4424.018,4450.791,31283,1,274590,DOL$
2018-10-16,4435.917,4444.247,4396.651,4438.297,35344,1,323280,DOL$
2018-10-17,4456.145,4462.095,4364.524,4391.891,38703,1,366080,DOL$
2018-10-18,4398.436,4444.247,4374.638,4432.348,41153,1,353745,DOL$
2018-10-19,4412.119,4437.702,4391.296,4423.423,33329,1,308370,DOL$
2018-10-22,4400.815,4429.373,4369.283,4390.701,30481,1,297090,DOL$
2018-10-23,4396.651,4431.753,4388.917,4396.651,36030,1,326835,DOL$
2018-10-24,4402.6,4459.12,4382.967,4443.057,40526,1,378955,DOL$
2018-10-25,4423.423,4443.057,4382.967,4412.119,38861,1,400940,DOL$
2018-10-26,4432.348,4439.487,4332.397,4335.966,45591,1,417105,DOL$
2018-10-29,4266.953,4429.968,4262.788,4424.018,63111,1,603605,DOL$
2018-10-30,4391.891,4446.031,4375.828,4398.436,53192,1,545565,DOL$
2018-10-31,4382.42,4454.788,4381.827,4426.908,49940,1,491390,DOL$
2018-11-01,4397.249,4415.045,4375.302,4395.47,37888,1,345590,DOL$
2018-11-05,4390.724,4436.992,4387.758,4429.281,31259,1,289620,DOL$
2018-11-06,4430.467,4480.888,4430.467,4470.211,37970,1,331055,DOL$
2018-11-07,4436.992,4501.056,4423.942,4434.62,41968,1,408050,DOL$
2018-11-08,4444.111,4471.397,4416.231,4467.245,36826,1,353700,DOL$
2018-11-09,4478.515,4485.04,4426.315,4434.62,36516,1,337060,DOL$
2018-11-12,4452.415,4477.922,4438.772,4474.956,24003,1,215050,DOL$
2018-11-13,4464.279,4552.07,4459.533,4517.072,49389,1,487720,DOL$
2018-11-14,4509.36,4536.647,4473.77,4493.938,50707,1,500275,DOL$
2018-11-16,4481.481,4491.565,4429.281,4444.704,36823,1,309670,DOL$
2018-11-19,4447.077,4477.922,4442.924,4459.533,25886,1,265640,DOL$
2018-11-21,4476.142,4513.513,4471.397,4506.395,35382,1,349800,DOL$
2018-11-22,4496.904,4539.613,4496.904,4509.954,20953,1,194880,DOL$
2018-11-23,4527.156,4545.545,4503.429,4541.392,24520,1,234400,DOL$
2018-11-26,4531.901,4681.976,4529.529,4672.485,49677,1,456170,DOL$
2018-11-27,4654.69,4655.876,4582.915,4597.151,40459,1,359690,DOL$
2018-11-28,4604.269,4611.981,4544.951,4566.306,43514,1,417020,DOL$
2018-11-29,4558.001,4595.965,4546.731,4568.085,37125,1,420000,DOL$
2018-11-30,4574.003,4607.139,4547.967,4572.819,47072,1,457240,DOL$
2018-12-03,4527.848,4555.659,4519.564,4549.15,33614,1,301860,DOL$
2018-12-04,4533.766,4581.103,4522.523,4562.168,37638,1,350600,DOL$
2018-12-05,4556.251,4600.038,4542.641,4582.878,28550,1,256930,DOL$
2018-12-06,4611.873,4670.453,4587.02,4594.713,50881,1,458575,DOL$
2018-12-07,4595.896,4648.559,4568.677,4627.257,40671,1,365020,DOL$
2018-12-10,4623.115,4672.228,4608.322,4639.684,35434,1,322455,DOL$
2018-12-11,4622.524,4646.784,4605.364,4623.707,30387,1,306705,DOL$
2018-12-12,4613.056,4617.198,4543.233,4564.535,38688,1,380240,DOL$
2018-12-13,4567.494,4615.423,4560.985,4607.139,32386,1,293980,DOL$
2018-12-14,4631.4,4642.051,4604.772,4637.317,29252,1,270295,DOL$
2018-12-17,4626.666,4650.335,4591.754,4615.423,29698,1,288070,DOL$
2018-12-18,4614.24,4636.725,4597.671,4630.808,32613,1,373710,DOL$
2018-12-19,4617.198,4631.4,4573.411,4611.873,34659,1,364265,DOL$
2018-12-20,4578.145,4587.02,4536.724,4546.783,34045,1,337175,DOL$
2018-12-21,4563.352,4621.34,4549.742,4617.79,31618,1,337770,DOL$
2018-12-26,4615.423,4659.802,4606.547,4637.908,25869,1,278720,DOL$
2018-12-27,4643.826,4662.761,4579.328,4584.654,29953,1,285395,DOL$
2018-12-28,4590.565,4611.845,4535.0,4602.978,32860,1,371325,DOL$
2019-01-02,4596.476,4615.391,4480.618,4481.209,38817,1,363175,DOL$
2019-01-03,4497.169,4510.174,4427.418,4448.698,38959,1,379740,DOL$
2019-01-04,4433.329,4481.8,4392.543,4399.636,44405,1,424345,DOL$
2019-01-07,4400.227,4425.645,4368.898,4423.28,38030,1,366160,DOL$
2019-01-08,4427.418,4430.965,4384.858,4395.498,31926,1,294280,DOL$
2019-01-09,4388.405,4393.134,4350.574,4357.076,35608,1,348375,DOL$
2019-01-10,4370.08,4409.685,4350.574,4392.543,37542,1,382785,DOL$
2019-01-11,4373.036,4413.823,4369.489,4391.952,31380,1,289240,DOL$
2019-01-14,4400.227,4419.143,4359.44,4375.992,32481,1,292965,DOL$
2019-01-15,4382.494,4415.596,4371.263,4397.272,33842,1,320170,DOL$
2019-01-16,4395.498,4421.507,4387.223,4419.734,33020,1,286920,DOL$
2019-01-17,4417.96,4464.067,4408.503,4435.694,42757,1,412590,DOL$
2019-01-18,4431.556,4462.885,4408.503,4438.649,35536,1,311730,DOL$
2019-01-21,4446.334,4471.16,4439.832,4439.832,14562,1,136745,DOL$
2019-01-22,4454.609,4515.494,4430.374,4515.494,41735,1,359595,DOL$
2019-01-23,4493.031,4508.4,4442.196,4454.018,38789,1,358580,DOL$
2019-01-24,4462.294,4487.711,4420.916,4460.52,42221,1,391985,DOL$
2019-01-28,4466.431,4477.663,4435.103,4446.925,32974,1,354970,DOL$
2019-01-29,4450.472,4451.654,4392.543,4397.863,32935,1,361100,DOL$
2019-01-30,4391.952,4412.049,4343.48,4355.894,40753,1,406840,DOL$
2019-01-31,4336.435,4349.407,4296.337,4305.182,50412,1,566605,DOL$
2019-02-01,4314.027,4348.818,4292.209,4322.283,37353,1,381110,DOL$
2019-02-04,4330.538,4355.894,4322.872,4332.897,28460,1,258030,DOL$
2019-02-05,4328.179,4351.176,4324.052,4332.307,25770,1,282385,DOL$
2019-02-06,4347.638,4387.736,4347.638,4367.098,34554,1,332145,DOL$
2019-02-07,4374.763,4413.681,4370.046,4390.095,43975,1,435590,DOL$
2019-02-08,4385.967,4426.654,4372.994,4404.836,35639,1,385370,DOL$
2019-02-11,4411.912,4457.907,4402.478,4437.858,34370,1,358250,DOL$
2019-02-12,4423.116,4424.885,4371.815,4380.07,37724,1,392530,DOL$
2019-02-13,4385.967,4441.396,4383.608,4432.551,35189,1,411170,DOL$
2019-02-14,4427.244,4480.314,4384.788,4395.402,50821,1,554115,DOL$
2019-02-15,4393.633,4398.35,4366.508,4367.687,34771,1,315080,DOL$
2019-02-18,4390.684,4416.63,4380.07,4406.016,17904,1,173315,DOL$
2019-02-19,4410.733,4418.989,4370.636,4394.222,30296,1,307855,DOL$
2019-02-20,4389.505,4409.554,4354.125,4395.402,41417,1,387510,DOL$
2019-02-21,4390.095,4450.241,4382.429,4446.113,44378,1,419015,DOL$
2019-02-22,4433.73,4441.986,4395.991,4421.347,33829,1,312325,DOL$
2019-02-25,4404.836,4424.885,4387.146,4424.885,28253,1,273760,DOL$
2019-02-26,4427.244,4441.986,4409.554,4415.45,41192,1,381165,DOL$
2019-02-27,4416.63,4418.989,4388.915,4397.171,37544,1,391100,DOL$
2019-02-28,4404.233,4431.303,4382.459,4423.064,51573,1,532470,DOL$
2019-03-01,4420.71,4474.851,4416.002,4449.546,42049,1,391845,DOL$
2019-03-06,4476.028,4532.523,4457.196,4526.638,29817,1,281565,DOL$
2019-03-07,4525.461,4600.787,4498.979,4563.124,58093,1,551055,DOL$
2019-03-08,4558.416,4600.787,4537.819,4557.828,42779,1,386340,DOL$
2019-03-11,4541.938,4549.0,4518.399,4523.695,31688,1,305170,DOL$
2019-03-12,4527.226,4530.169,4480.736,4491.917,35440,1,319205,DOL$
2019-03-13,4477.205,4518.399,4476.616,4494.271,40623,1,390070,DOL$
2019-03-14,4503.098,4541.35,4497.213,4526.638,35126,1,341015,DOL$
2019-03-15,4519.576,4560.181,4484.855,4490.74,40629,1,388895,DOL$
2019-03-18,4481.913,4507.806,4456.608,4466.612,30940,1,276005,DOL$
2019-03-19,4456.608,4474.262,4433.657,4461.316,35470,1,341815,DOL$
2019-03-20,4454.842,4473.085,4401.879,4444.838,47144,1,454965,DOL$
2019-03-21,4453.665,4518.399,4431.891,4464.847,60595,1,536270,DOL$
2019-03-22,4554.885,4610.791,4537.23,4599.61,70063,1,585515,DOL$
2019-03-25,4633.742,4634.919,4525.461,4533.7,53052,1,490500,DOL$
2019-03-26,4531.346,4566.655,4513.691,4563.712,44155,1,390550,DOL$
2019-03-27,4606.672,4709.657,4596.079,4700.241,69327,1,648010,DOL$
2019-03-28,4699.064,4728.489,4588.429,4591.96,61086,1,583260,DOL$
2019-03-29,4567.887,4627.775,4550.273,4612.509,48157,1,458035,DOL$
2019-04-01,4579.63,4580.217,4528.549,4532.072,31385,1,318505,DOL$
2019-04-02,4532.072,4563.777,4527.962,4533.247,33926,1,356390,DOL$
2019-04-03,4510.348,4566.713,4509.174,4551.448,35532,1,335025,DOL$
2019-04-04,4553.796,4573.759,4526.788,4531.485,35567,1,327280,DOL$
2019-04-05,4535.595,4560.842,4520.33,4554.97,31765,1,268450,DOL$
2019-04-08,4548.512,4559.667,4519.155,4527.375,29277,1,262805,DOL$
2019-04-09,4529.137,4544.402,4523.265,4527.375,29690,1,289175,DOL$
2019-04-10,4510.348,4525.027,4485.689,4498.019,35406,1,334090,DOL$
2019-04-11,4511.523,4542.053,4504.477,4535.008,33082,1,304725,DOL$
2019-04-12,4565.539,4593.721,4537.356,4562.016,44114,1,402280,DOL$
2019-04-15,4563.19,4573.171,4536.182,4550.86,34749,1,321625,DOL$
2019-04-16,4556.145,4592.547,4553.796,4587.85,33594,1,317465,DOL$
2019-04-17,4571.41,4639.517,4567.3,4624.839,44326,1,390990,DOL$
2019-04-18,4610.161,4644.214,4588.437,4603.702,36812,1,371700,DOL$
2019-04-22,4612.509,4628.362,4598.418,4624.252,21858,1,199725,DOL$
2019-04-23,4619.555,4657.131,4596.657,4605.464,41951,1,383450,DOL$
2019-04-24,4604.289,4691.772,4603.702,4689.424,52208,1,493055,DOL$
2019-04-25,4702.341,4707.038,4635.995,4640.692,43264,1,388465,DOL$
2019-04-26,4648.324,4669.461,4604.289,4614.858,41082,1,430100,DOL$
2019-04-29,4611.922,4635.407,4604.289,4635.407,28628,1,287695,DOL$
2019-04-30,4617.246,4648.883,4596.74,4602.013,40727,1,391500,DOL$
2019-05-02,4621.347,4665.287,4611.973,4661.186,39209,1,388685,DOL$
2019-05-03,4655.913,4660.6,4617.246,4626.034,35144,1,302280,DOL$
