date,XMAL11_open,XMAL11_high,XMAL11_low,XMAL11_close,XMAL11_tick_volume,XMAL11_spread,XMAL11_real_volume,SMAB11_open,SMAB11_high,SMAB11_low,SMAB11_close,SMAB11_tick_volume,SMAB11_spread,SMAB11_tick_volume,IVVB11_open,IVVB11_high,IVVB11_low,IVVB11_close,IVVB11_tick_volume,IVVB11_spread,IVVB11_tick_volume,SPXB11_open,SPXB11_high,SPXB11_low,SPXB11_close,SPXB11_tick_volume,SPXB11_spread,SPXB11_tick_volume,SPXI11_open,SPXI11_high,SPXI11_low,SPXI11_close,SPXI11_tick_volume,SPXI11_spread,SPXI11_tick_volume
2021-10-21 15:06:00,8.0,8.0,8.0,8.0,2,1,9,,,,,,,,282.65,282.65,282.38,282.38,41,1,41,9.37,9.37,9.35,9.35,2.0,1.0,2.0,128.37,128.37,128.27,128.36,4,1,4
2021-10-21 15:07:00,8.0,8.0,8.0,8.0,3,1,14,,,,,,,,282.56,282.58,282.56,282.57,9,1,9,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.27,128.44,128.27,128.33,3,1,3
2021-10-21 15:08:00,8.01,8.1,8.01,8.1,3,1,108,,,,,,,,282.49,282.6,282.46,282.6,14,1,14,9.36,9.36,9.36,9.36,1.0,1.0,1.0,128.31,128.58,128.16,128.16,4,1,4
2021-10-21 15:10:00,8.0,8.0,8.0,8.0,2,1,12,,,,,,,,282.6,282.6,282.59,282.59,4,1,4,9.36,9.36,9.36,9.36,1.0,1.0,1.0,128.25,128.46,128.25,128.37,4,1,4
2021-10-21 15:11:00,8.0,8.0,8.0,8.0,1,1,8,,,,,,,,282.6,282.65,282.6,282.65,7,1,7,9.38,9.38,9.38,9.38,1.0,1.0,1.0,128.33,128.33,128.27,128.27,3,1,3
2021-10-21 15:12:00,8.0,8.0,8.0,8.0,1,1,7,,,,,,,,282.53,282.64,282.53,282.62,5,1,5,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.2,128.4,128.2,128.25,4,1,4
2021-10-21 15:13:00,8.0,8.0,8.0,8.0,1,1,8,,,,,,,,282.46,282.57,282.07,282.07,15,1,15,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.41,128.41,128.0,128.0,4,1,4
2021-10-21 15:14:00,8.0,8.0,8.0,8.0,2,1,13,,,,,,,,282.2,282.2,282.0,282.08,7,1,7,9.37,9.37,9.37,9.37,1.0,1.0,1.0,127.96,128.07,127.96,128.07,4,1,4
2021-10-21 15:15:00,8.01,8.01,8.01,8.01,1,1,9,,,,,,,,282.1,282.1,281.88,281.96,8,1,8,9.37,9.37,9.37,9.37,1.0,1.0,1.0,127.9,127.96,127.9,127.96,3,1,3
2021-10-21 15:16:00,8.01,8.01,8.01,8.01,2,1,10,,,,,,,,282.0,282.15,282.0,282.15,5,1,5,9.38,9.38,9.38,9.38,1.0,1.0,1.0,127.99,128.12,127.97,128.12,4,1,4
2021-10-21 15:17:00,8.01,8.01,8.01,8.01,1,1,5,,,,,,,,282.15,282.15,282.01,282.01,6,1,6,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.16,128.23,128.16,128.21,4,1,4
2021-10-21 15:18:00,8.01,8.02,8.01,8.02,2,1,13,,,,,,,,282.2,282.2,282.1,282.1,5,1,5,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.44,128.66,128.44,128.66,3,1,3
2021-10-21 15:19:00,8.02,8.03,8.02,8.03,2,1,14,,,,,,,,282.2,282.2,282.2,282.2,2,1,2,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.79,128.79,128.56,128.7,4,1,4
2021-10-21 15:20:00,8.03,8.03,8.03,8.03,1,1,4,,,,,,,,282.13,282.2,282.08,282.08,11,1,11,9.4,9.4,9.4,9.4,1.0,1.0,1.0,128.86,128.86,128.68,128.68,4,1,4
2021-10-21 15:21:00,8.03,8.03,8.03,8.03,2,1,14,,,,,,,,281.81,281.96,281.81,281.96,4,1,4,9.38,9.38,9.38,9.38,1.0,1.0,1.0,128.92,129.13,128.92,129.13,5,1,5
2021-10-21 15:22:00,8.03,8.03,8.03,8.03,1,1,7,,,,,,,,281.8,281.87,281.77,281.86,6,1,6,9.38,9.38,9.38,9.38,1.0,1.0,1.0,129.29,129.57,129.29,129.57,3,1,3
2021-10-21 15:23:00,8.03,8.03,8.03,8.03,1,1,6,,,,,,,,281.76,281.84,281.75,281.84,11,1,11,9.37,9.37,9.37,9.37,1.0,1.0,1.0,129.68,130.34,129.68,130.34,4,1,4
2021-10-21 15:24:00,8.03,8.03,8.03,8.03,2,1,12,,,,,,,,281.89,282.0,281.84,281.92,8,1,8,9.38,9.38,9.38,9.38,1.0,1.0,1.0,130.58,130.58,130.24,130.24,5,1,5
2021-10-21 15:25:00,8.03,8.03,8.03,8.03,1,1,4,,,,,,,,281.99,282.0,281.97,281.97,4,1,4,9.38,9.38,9.38,9.38,1.0,1.0,1.0,130.39,130.47,130.22,130.22,3,1,3
2021-10-21 15:26:00,8.03,8.03,8.03,8.03,2,1,15,,,,,,,,281.86,281.96,281.85,281.85,3,1,3,9.38,9.38,9.38,9.38,1.0,1.0,1.0,129.95,129.95,129.71,129.71,5,1,5
2021-10-21 15:27:00,8.03,8.03,8.03,8.03,1,1,5,,,,,,,,281.85,281.94,281.83,281.93,19,1,19,9.38,9.38,9.38,9.38,1.0,1.0,1.0,129.64,129.84,129.64,129.68,4,1,4
2021-10-21 15:28:00,8.03,8.1,8.03,8.03,3,1,23,,,,,,,,281.97,282.02,281.9,281.9,23,1,23,9.38,9.38,9.38,9.38,1.0,1.0,1.0,129.75,130.13,129.73,130.13,3,1,3
2021-10-21 15:29:00,8.03,8.03,8.03,8.03,2,1,81,,,,,,,,281.96,281.96,281.96,281.96,1,1,1,9.39,9.39,9.39,9.39,1.0,1.0,1.0,129.84,129.84,129.37,129.49,4,1,4
2021-10-21 15:31:00,8.1,8.1,8.1,8.1,1,1,19,,,,,,,,281.97,282.0,281.88,282.0,15,1,15,9.39,9.39,9.39,9.39,1.0,1.0,1.0,129.48,129.51,129.44,129.47,4,1,4
2021-10-21 15:46:00,8.1,8.1,8.1,8.1,1,1,6,,,,,,,,282.0,282.0,282.0,282.0,6,1,6,9.39,9.39,9.39,9.39,1.0,1.0,1.0,129.32,129.45,129.18,129.45,4,1,4
2021-10-21 15:52:00,8.14,8.28,8.14,8.28,4,1,350,,,,,,,,281.94,282.17,281.9,282.16,168,1,168,9.39,9.39,9.39,9.39,1.0,1.0,1.0,129.35,129.35,129.17,129.2,4,1,4
2021-10-21 16:04:00,8.1,8.1,8.07,8.07,6,1,500,,,,,,,,282.16,282.38,282.16,282.38,100,1,100,9.39,9.39,9.39,9.39,1.0,1.0,1.0,129.36,129.46,129.24,129.46,4,1,4
2021-10-21 16:19:00,8.28,8.28,8.28,8.28,1,1,1,,,,,,,,282.38,282.54,282.36,282.44,111,1,111,9.39,9.39,9.39,9.39,1.0,1.0,1.0,129.76,129.86,129.49,129.49,4,1,4
2021-10-21 16:25:00,8.28,8.28,8.28,8.28,2,1,250,,,,,,,,282.42,282.42,282.32,282.32,100,1,100,9.44,9.44,9.44,9.44,1.0,1.0,1.0,129.31,129.44,129.27,129.27,4,1,4
2021-10-21 16:32:00,8.28,8.28,8.28,8.28,1,1,2,,,,,,,,282.32,282.41,282.21,282.25,114,1,114,9.41,9.41,9.41,9.41,1.0,1.0,1.0,129.31,129.31,129.11,129.11,4,1,4
2021-10-21 16:34:00,8.28,8.28,8.28,8.28,1,1,1,,,,,,,,282.25,282.34,282.12,282.16,95,1,95,9.41,9.41,9.41,9.41,1.0,1.0,1.0,129.3,129.52,129.28,129.52,4,1,4
2021-10-21 16:43:00,8.28,8.28,8.28,8.28,4,1,500,,,,,,,,282.16,282.27,282.13,282.27,111,1,111,9.38,9.38,9.38,9.38,1.0,1.0,1.0,129.53,129.62,129.39,129.62,4,1,4
2021-10-21 16:45:00,8.28,8.28,8.06,8.06,7,1,20301,,,,,,,,282.27,282.45,282.24,282.37,97,1,97,9.41,9.41,9.41,9.41,1.0,1.0,1.0,129.57,129.6,129.38,129.6,3,1,3
2021-10-22 10:05:00,8.03,8.03,8.03,8.03,6,1,57,,,,,,,,282.24,282.25,281.91,281.92,124,1,124,9.4,9.4,9.4,9.4,1.0,1.0,1.0,129.41,130.14,129.41,130.14,4,1,4
2021-10-22 10:15:00,8.03,8.03,8.03,8.03,1,1,10,,,,,,,,281.92,282.03,281.87,281.96,119,1,119,9.4,9.4,9.4,9.4,2.0,1.0,2.0,130.44,130.44,130.33,130.44,4,1,4
2021-10-22 10:17:00,8.02,8.02,8.0,8.0,2,1,12,,,,,,,,281.95,281.99,281.83,281.91,116,1,116,9.51,9.51,9.51,9.51,1.0,1.0,1.0,130.33,130.33,130.12,130.13,3,1,3
2021-10-22 10:24:00,8.0,8.0,8.0,8.0,1,1,1,,,,,,,,281.91,281.99,281.86,281.99,88,1,88,9.61,9.63,9.61,9.63,2.0,1.0,2.0,129.89,130.42,129.89,130.42,4,1,4
2021-10-22 10:28:00,8.0,8.0,8.0,8.0,1,1,1,,,,,,,,282.0,282.15,281.98,282.02,120,1,120,9.47,9.47,9.47,9.47,1.0,1.0,1.0,130.34,130.34,130.21,130.21,4,1,4
2021-10-22 10:33:00,7.95,7.95,7.95,7.95,3,1,368,,,,,,,,282.04,282.09,281.9,281.95,98,1,98,9.47,9.47,9.47,9.47,1.0,1.0,1.0,130.2,130.36,130.2,130.28,3,1,3
2021-10-22 10:34:00,7.95,7.95,7.95,7.95,1,1,84,,,,,,,,281.95,282.05,281.88,281.88,102,1,102,9.47,9.47,9.47,9.47,1.0,1.0,1.0,130.34,131.07,130.34,131.07,4,1,4
2021-10-22 10:35:00,7.9,7.9,7.9,7.9,1,1,1,,,,,,,,281.95,282.09,281.75,281.96,104,1,104,9.45,9.45,9.45,9.45,1.0,1.0,1.0,131.15,131.35,131.15,131.35,4,1,4
2021-10-22 10:46:00,7.85,7.85,7.83,7.83,3,1,226,,,,,,,,281.72,281.73,281.45,281.6,115,1,115,9.42,9.42,9.42,9.42,1.0,1.0,1.0,131.27,131.27,131.01,131.02,4,1,4
2021-10-22 10:47:00,7.8,7.8,7.8,7.8,3,1,200,,,,,,,,281.6,281.73,281.58,281.62,94,1,94,9.39,9.39,9.39,9.39,1.0,1.0,1.0,131.01,131.25,131.01,131.25,3,1,3
2021-10-22 11:04:00,7.83,7.89,7.83,7.89,2,1,6,,,,,,,,281.62,281.98,281.6,281.75,107,1,107,9.46,9.46,9.46,9.46,1.0,1.0,1.0,131.27,131.68,131.27,131.56,4,1,4
2021-10-22 11:05:00,7.96,7.96,7.96,7.96,1,1,11,,,,,,,,281.75,281.93,281.71,281.71,106,1,106,9.5,9.5,9.5,9.5,1.0,1.0,1.0,131.53,131.53,131.09,131.2,5,1,5
2021-10-22 11:07:00,7.83,7.83,7.8,7.8,4,1,156,,,,,,,,281.71,281.71,281.3,281.3,93,1,93,9.49,9.49,9.49,9.49,1.0,1.0,1.0,131.02,131.02,130.63,130.63,3,1,3
2021-10-22 11:08:00,8.0,8.0,8.0,8.0,1,1,1,,,,,,,,281.3,281.51,281.2,281.23,113,1,113,9.49,9.49,9.49,9.49,1.0,1.0,1.0,130.49,130.69,130.49,130.62,4,1,4
2021-10-22 11:10:00,7.96,7.96,7.96,7.96,1,1,1,,,,,,,,281.23,281.27,281.2,281.23,108,1,108,9.43,9.43,9.43,9.43,1.0,1.0,1.0,130.65,130.69,130.62,130.62,4,1,4
2021-10-22 11:12:00,7.96,8.0,7.96,8.0,3,1,22,,,,,,,,281.23,281.26,281.2,281.2,184,1,184,9.43,9.43,9.43,9.43,2.0,1.0,2.0,131.06,131.3,130.81,130.81,4,1,4
2021-10-22 11:18:00,7.9,7.9,7.9,7.9,2,1,200,,,,,,,,281.2,281.2,281.0,281.0,53,1,53,9.42,9.42,9.42,9.42,1.0,1.0,1.0,130.87,130.87,130.72,130.72,3,1,3
2021-10-22 11:22:00,8.0,8.0,7.8,7.8,4,1,25,,,,,,,,281.12,281.12,281.12,281.12,52,1,52,9.43,9.43,9.43,9.43,2.0,1.0,2.0,130.62,130.69,130.52,130.69,4,1,4
2021-10-22 11:25:00,7.8100000000000005,7.8100000000000005,7.8100000000000005,7.8100000000000005,1,1,1,,,,,,,,281.53,281.78,281.13,281.49,12,1,12,9.43,9.43,9.43,9.43,1.0,1.0,1.0,130.74,130.77,130.58,130.58,4,1,4
2021-10-22 11:30:00,7.75,7.75,7.75,7.75,1,1,2,,,,,,,,281.47,281.74,281.47,281.74,60,1,60,9.42,9.42,9.42,9.42,1.0,1.0,1.0,130.48,130.48,130.35,130.35,3,1,3
2021-10-22 11:34:00,7.97,7.97,7.97,7.97,2,1,2,,,,,,,,281.74,281.74,281.49,281.5,10,1,10,9.4,9.4,9.4,9.4,1.0,1.0,1.0,130.85,130.88,130.61,130.61,4,1,4
2021-10-22 11:39:00,8.0,8.0,8.0,8.0,2,1,7,,,,,,,,281.45,281.74,281.44,281.66,47,1,47,9.39,9.39,9.39,9.39,2.0,1.0,2.0,130.72,130.87,130.49,130.49,4,1,4
2021-10-22 11:53:00,7.96,7.96,7.96,7.96,1,1,1,,,,,,,,281.64,281.75,281.64,281.75,60,1,60,9.38,9.38,9.38,9.38,3.0,1.0,3.0,130.84,130.84,130.36,130.36,3,1,3
2021-10-22 11:54:00,7.99,7.99,7.99,7.99,1,1,5,,,,,,,,281.88,281.9,281.75,281.9,34,1,34,9.39,9.39,9.39,9.39,1.0,1.0,1.0,130.36,130.45,130.2,130.26,5,1,5
2021-10-22 11:59:00,7.99,7.99,7.99,7.99,1,1,2,,,,,,,,281.73,281.86,281.7,281.7,18,1,18,9.38,9.38,9.38,9.38,1.0,1.0,1.0,130.12,130.32,130.12,130.31,4,1,4
2021-10-22 12:03:00,7.85,7.85,7.77,7.77,2,1,3,,,,,,,,281.76,281.82,281.26,281.56,16,1,16,9.35,9.35,9.35,9.35,2.0,1.0,2.0,130.28,130.65,130.28,130.65,4,1,4
2021-10-22 12:08:00,7.66,7.66,7.66,7.66,5,1,32,,,,,,,,281.68,281.68,281.29,281.54,14,1,14,9.35,9.35,9.35,9.35,1.0,1.0,1.0,130.6,130.6,130.53,130.53,3,1,3
2021-10-22 12:13:00,7.98,7.98,7.98,7.98,1,1,1,,,,,,,,281.52,281.61,281.25,281.25,9,1,9,9.33,9.33,9.33,9.33,1.0,1.0,1.0,130.44,130.74,130.39,130.74,4,1,4
2021-10-22 12:26:00,7.9,7.9,7.9,7.9,5,1,1363,,,,,,,,281.25,281.55,281.25,281.32,7,1,7,9.37,9.37,9.37,9.37,1.0,1.0,1.0,130.64,130.64,130.43,130.43,4,1,4
2021-10-22 12:28:00,7.9,7.9,7.9,7.9,1,1,7,,,,,,,,281.53,281.53,281.05,281.28,38,1,38,9.39,9.39,9.39,9.39,1.0,1.0,1.0,130.44,130.44,130.33,130.34,3,1,3
2021-10-22 12:29:00,7.9,7.9,7.9,7.9,1,1,10,,,,,,,,281.18,281.4,281.09,281.38,26,1,26,9.38,9.51,9.38,9.51,2.0,1.0,2.0,130.44,130.44,130.04,130.05,4,1,4
2021-10-22 12:34:00,7.61,7.61,7.61,7.61,5,1,1490,,,,,,,,281.24,281.38,281.21,281.27,9,1,9,9.6,9.6,9.6,9.6,1.0,1.0,1.0,130.16,130.16,129.83,130.08,4,1,4
2021-10-22 12:40:00,7.61,7.61,7.61,7.61,2,1,11,,,,,,,,281.38,281.38,281.22,281.25,26,1,26,9.32,9.32,9.32,9.32,1.0,1.0,1.0,130.16,130.16,129.61,129.61,4,1,4
2021-10-22 12:55:00,7.65,7.65,7.65,7.65,6,1,190,,,,,,,,281.25,281.37,281.1,281.37,9,1,9,9.59,9.59,9.59,9.59,2.0,1.0,2.0,129.94,130.35,129.94,130.35,3,1,3
2021-10-22 12:56:00,7.65,7.65,7.65,7.65,1,1,1315,,,,,,,,281.37,281.43,281.25,281.3,17,1,17,9.36,9.36,9.36,9.36,1.0,1.0,1.0,130.25,130.31,130.19,130.25,4,1,4
2021-10-22 12:57:00,7.68,7.68,7.64,7.64,4,1,15992,,,,,,,,281.31,281.43,281.31,281.43,31,1,31,9.35,9.35,9.35,9.35,1.0,1.0,1.0,130.03,130.03,129.84,129.84,4,1,4
2021-10-22 12:58:00,7.6899999999999995,7.6899999999999995,7.6899999999999995,7.6899999999999995,1,1,35,,,,,,,,281.43,281.77,281.41,281.6,30,1,30,9.38,9.38,9.38,9.38,1.0,1.0,1.0,129.78,130.39,129.78,130.39,3,1,3
2021-10-22 13:00:00,7.67,7.67,7.67,7.67,1,1,2,,,,,,,,281.6,281.75,281.5,281.5,14,1,14,9.37,9.37,9.37,9.37,1.0,1.0,1.0,130.14,130.4,130.14,130.4,4,1,4
2021-10-22 13:07:00,7.68,7.68,7.68,7.68,1,1,10,,,,,,,,281.5,281.5,281.1,281.13,20,1,20,9.35,9.35,9.35,9.35,1.0,1.0,1.0,130.24,130.24,129.55,129.55,4,1,4
2021-10-22 13:11:00,7.67,7.67,7.67,7.67,1,1,7,,,,,,,,281.13,281.13,280.51,280.51,73,1,73,9.37,9.37,9.37,9.37,1.0,1.0,1.0,128.75,128.75,128.75,128.75,1,1,1
2021-10-22 13:12:00,7.65,7.67,7.65,7.67,2,1,55,,,,,,,,280.51,281.12,280.2,281.12,56,1,56,9.35,9.35,9.34,9.34,4.0,1.0,4.0,128.28,128.28,128.28,128.28,1,1,1
2021-10-22 13:13:00,7.64,7.64,7.64,7.64,1,1,18,,,,,,,,280.96,281.43,280.94,281.3,43,1,43,9.33,9.33,9.33,9.33,3.0,1.0,3.0,128.6,128.6,128.6,128.6,1,1,1
2021-10-22 13:14:00,7.66,7.66,7.66,7.66,1,1,3,,,,,,,,281.3,281.32,280.27,281.03,8,1,8,9.32,9.32,9.32,9.32,5.0,1.0,5.0,127.9,127.9,125.92,125.92,6,1,6
2021-10-22 13:15:00,7.64,7.65,7.64,7.65,4,1,398,,,,,,,,281.1,281.29,280.95,281.23,12,1,12,9.32,9.32,9.32,9.32,1.0,1.0,1.0,128.91,128.91,128.91,128.91,1,1,1
2021-10-22 13:21:00,7.83,7.83,7.83,7.83,2,1,2,,,,,,,,281.3,281.38,281.01,281.01,23,1,23,9.31,9.31,9.31,9.31,2.0,1.0,2.0,127.0,127.0,127.0,127.0,1,1,1
2021-10-22 13:26:00,7.66,7.66,7.62,7.62,4,1,63,,,,,,,,281.01,281.43,281.01,281.32,35,1,35,9.31,9.31,9.31,9.31,1.0,1.0,1.0,126.55,126.55,126.55,126.55,2,1,2
2021-10-22 13:27:00,7.62,7.62,7.62,7.62,2,1,4,,,,,,,,281.32,281.66,281.18,281.26,24,1,24,9.32,9.32,9.32,9.32,1.0,1.0,1.0,126.5,126.5,126.5,126.5,1,1,1
2021-10-22 13:32:00,7.65,7.65,7.65,7.65,1,1,1,,,,,,,,281.3,281.66,281.23,281.65,22,1,22,9.32,9.32,9.32,9.32,1.0,1.0,1.0,128.43,128.58,128.43,128.58,2,1,2
2021-10-22 13:36:00,7.67,7.6899999999999995,7.67,7.6899999999999995,6,1,6,,,,,,,,281.55,281.71,281.38,281.44,22,1,22,9.3,9.3,9.3,9.3,4.0,1.0,4.0,128.37,128.37,128.37,128.37,1,1,1
2021-10-22 13:41:00,7.7,7.7,7.7,7.7,1,1,6,,,,,,,,281.41,281.65,281.36,281.53,26,1,26,9.29,9.29,9.29,9.29,1.0,1.0,1.0,128.49,128.49,128.49,128.49,1,1,1
2021-10-22 13:47:00,7.82,7.86,7.82,7.86,4,1,8,,,,,,,,281.81,281.81,281.0,281.31,23,1,23,9.28,9.28,9.28,9.28,2.0,1.0,2.0,128.48,128.48,128.48,128.48,1,1,1
2021-10-22 13:48:00,7.8,7.8,7.8,7.8,1,1,10,,,,,,,,281.1,281.49,281.09,281.18,8,1,8,9.28,9.28,9.28,9.28,1.0,1.0,1.0,128.79,128.79,128.79,128.79,1,1,1
2021-10-22 13:55:00,7.7,7.7,7.7,7.7,3,1,215,,,,,,,,281.09,281.42,281.0,281.0,24,1,24,9.3,9.3,9.3,9.3,1.0,1.0,1.0,131.07,131.07,131.07,131.07,1,1,1
2021-10-22 13:56:00,7.6899999999999995,7.6899999999999995,7.6899999999999995,7.6899999999999995,1,1,3,,,,,,,,281.0,281.28,280.81,280.92,49,1,49,9.3,9.3,9.3,9.3,1.0,1.0,1.0,131.7,131.7,131.7,131.7,1,1,1
2021-10-22 13:59:00,7.68,7.68,7.68,7.68,1,1,24,,,,,,,,280.92,281.14,280.81,280.82,6,1,6,9.3,9.3,9.3,9.3,1.0,1.0,1.0,132.99,132.99,132.99,132.99,1,1,1
2021-10-22 14:02:00,7.67,7.67,7.67,7.67,1,1,1,,,,,,,,280.88,281.1,280.77,280.79,13,1,13,9.28,9.28,9.28,9.28,2.0,1.0,2.0,133.35,133.35,133.35,133.35,1,1,1
2021-10-22 14:07:00,7.66,7.66,7.66,7.66,1,1,11,,,,,,,,281.11,281.11,280.8,280.83,8,1,8,9.32,9.32,9.32,9.32,1.0,1.0,1.0,133.1,133.1,133.1,133.1,1,1,1
2021-10-22 14:13:00,7.73,7.73,7.73,7.73,3,1,25,,,,,,,,280.84,281.12,280.81,280.84,11,1,11,9.29,9.29,9.29,9.29,1.0,1.0,1.0,132.27,132.27,132.27,132.27,1,1,1
2021-10-22 14:14:00,7.63,7.63,7.62,7.62,2,1,12,,,,,,,,280.85,281.05,280.54,280.81,19,1,19,9.27,9.27,9.27,9.27,3.0,1.0,3.0,131.64,131.64,131.64,131.64,1,1,1
2021-10-22 14:24:00,7.8,7.8,7.8,7.8,2,1,19,,,,,,,,280.52,280.81,280.51,280.56,18,1,18,9.27,9.27,9.27,9.27,1.0,1.0,1.0,131.26,131.26,131.26,131.26,1,1,1
2021-10-22 14:27:00,7.8,7.8,7.8,7.8,1,1,18,,,,,,,,280.56,281.09,280.56,280.81,21,1,21,9.26,9.26,9.26,9.26,1.0,1.0,1.0,131.02,131.02,131.02,131.02,1,1,1
2021-10-22 14:47:00,7.85,7.85,7.85,7.85,1,1,65,,,,,,,,280.68,281.03,280.25,280.83,37,1,37,9.23,9.23,9.22,9.22,3.0,1.0,3.0,131.14,131.14,131.14,131.14,1,1,1
2021-10-22 14:48:00,7.82,7.82,7.82,7.82,1,1,43,,,,,,,,280.55,280.87,280.55,280.59,11,1,11,9.2,9.2,9.2,9.2,7.0,1.0,7.0,130.44,130.44,130.44,130.44,1,1,1
2021-10-22 14:49:00,7.82,7.82,7.82,7.82,1,1,9,,,,,,,,280.62,280.62,280.25,280.25,17,1,17,9.19,9.19,9.19,9.19,1.0,1.0,1.0,130.25,130.25,130.25,130.25,1,1,1
2021-10-22 14:52:00,7.84,7.84,7.84,7.84,1,1,130,,,,,,,,280.25,280.53,280.22,280.34,12,1,12,9.2,9.2,9.2,9.2,1.0,1.0,1.0,130.5,130.5,130.5,130.5,1,1,1
2021-10-22 14:53:00,7.82,7.82,7.82,7.82,1,1,100,,,,,,,,280.41,280.65,280.38,280.38,13,1,13,9.2,9.2,9.2,9.2,1.0,1.0,1.0,131.0,131.0,131.0,131.0,1,1,1
2021-10-22 14:54:00,7.82,7.82,7.82,7.82,2,1,59,,,,,,,,280.45,280.65,280.38,280.65,16,1,16,9.2,9.2,9.2,9.2,1.0,1.0,1.0,130.91,130.91,130.91,130.91,1,1,1
2021-10-22 14:56:00,7.82,7.82,7.82,7.82,1,1,20,,,,,,,,280.41,280.67,280.38,280.41,30,1,30,9.2,9.2,9.2,9.2,1.0,1.0,1.0,130.91,130.91,130.91,130.91,1,1,1
2021-10-22 14:57:00,7.87,7.87,7.87,7.87,1,1,1,,,,,,,,280.41,280.64,280.38,280.39,10,1,10,9.19,9.19,9.19,9.19,2.0,1.0,2.0,130.91,130.91,130.91,130.91,1,1,1
2021-10-22 15:03:00,7.8100000000000005,7.8100000000000005,7.8,7.8,2,1,101,,,,,,,,280.39,280.52,280.19,280.37,15,1,15,9.18,9.18,9.18,9.18,1.0,1.0,1.0,130.4,130.4,130.4,130.4,1,1,1
2021-10-22 15:19:00,7.87,7.87,7.87,7.87,2,1,2,,,,,,,,280.36,280.36,280.16,280.29,10,1,10,9.18,9.18,9.15,9.15,2.0,1.0,2.0,130.4,133.3,130.4,133.3,4,1,4
2021-10-22 15:47:00,7.97,8.0,7.97,8.0,2,1,11,,,,,,,,280.29,280.42,280.29,280.42,9,1,9,9.18,9.18,9.18,9.18,1.0,1.0,1.0,129.27,129.27,129.27,129.27,2,1,2
2021-10-22 15:48:00,8.04,8.11,8.04,8.11,2,1,12,,,,,,,,280.44,280.74,280.42,280.58,12,1,12,9.15,9.15,9.15,9.15,3.0,1.0,3.0,128.52,128.52,128.52,128.52,1,1,1
2021-10-22 16:01:00,7.95,7.95,7.95,7.95,1,1,1000,,,,,,,,280.59,280.88,280.59,280.88,10,1,10,9.12,9.12,9.11,9.11,2.0,1.0,2.0,128.0,128.0,128.0,128.0,1,1,1
2021-10-22 16:07:00,7.95,7.95,7.95,7.95,1,1,13,,,,,,,,280.86,280.98,280.69,280.98,10,1,10,9.15,9.15,9.15,9.15,1.0,1.0,1.0,126.82,126.82,126.82,126.82,1,1,1
2021-10-22 16:09:00,7.93,7.93,7.93,7.93,1,1,3,,,,,,,,280.98,281.09,280.8,280.9,18,1,18,9.15,9.15,9.15,9.15,1.0,1.0,1.0,127.0,127.0,127.0,127.0,1,1,1
2021-10-22 16:13:00,7.91,7.91,7.91,7.91,1,1,2,,,,,,,,281.11,281.11,280.87,280.94,12,1,12,9.11,9.11,9.11,9.11,1.0,1.0,1.0,127.32,127.32,127.32,127.32,1,1,1
2021-10-22 16:14:00,7.91,7.91,7.91,7.91,1,1,76,,,,,,,,280.92,281.0,280.71,280.94,22,1,22,9.09,9.09,9.09,9.09,3.0,1.0,3.0,126.96,126.96,126.96,126.96,1,1,1
2021-10-22 16:19:00,7.9,7.9,7.9,7.9,2,1,79,,,,,,,,280.7,280.92,280.65,280.92,23,1,23,9.1,9.1,9.1,9.1,1.0,1.0,1.0,126.96,126.96,126.96,126.96,1,1,1
2021-10-22 16:23:00,7.91,7.91,7.91,7.91,1,1,40,,,,,,,,280.82,281.08,280.82,280.86,8,1,8,9.0,9.0,9.0,9.0,1.0,1.0,1.0,128.43,128.57,128.43,128.57,2,1,2
2021-10-22 16:24:00,7.89,7.89,7.89,7.89,1,1,23,,,,,,,,280.95,281.17,280.93,281.01,15,1,15,9.0,9.0,9.0,9.0,1.0,1.0,1.0,127.99,127.99,127.99,127.99,1,1,1
2021-10-22 16:31:00,7.9,7.9,7.9,7.9,1,1,62,,,,,,,,281.03,281.13,280.92,281.12,13,1,13,9.0,9.1,9.0,9.1,2.0,1.0,2.0,125.63,125.63,125.63,125.63,1,1,1
2021-10-22 16:39:00,7.91,7.91,7.91,7.91,1,1,14,,,,,,,,280.99,281.13,280.96,281.12,11,1,11,9.1,9.1,9.1,9.1,1.0,1.0,1.0,125.0,125.0,125.0,125.0,1,1,1
2021-10-22 16:40:00,7.91,7.91,7.91,7.91,1,1,10,,,,,,,,281.31,281.31,280.96,280.96,20,1,20,9.1,9.1,9.1,9.1,1.0,1.0,1.0,124.45,124.45,124.45,124.45,1,1,1
2021-10-22 16:47:00,7.87,7.87,7.87,7.87,1,1,100,,,,,,,,280.96,281.01,280.31,280.31,32,1,32,9.09,9.09,9.09,9.09,1.0,1.0,1.0,125.63,125.63,125.63,125.63,1,1,1
2021-10-22 16:53:00,8.18,8.18,7.86,7.86,3,1,1012,,,,,,,,280.67,280.95,280.31,280.72,16,1,16,9.03,9.03,9.03,9.03,1.0,1.0,1.0,125.1,125.1,125.1,125.1,1,1,1
