date,XMAL11_open,XMAL11_high,XMAL11_low,XMAL11_close,XMAL11_tick_volume,XMAL11_spread,XMAL11_real_volume,SMAB11_open,SMAB11_high,SMAB11_low,SMAB11_close,SMAB11_tick_volume,SMAB11_spread,SMAB11_tick_volume,IVVB11_open,IVVB11_high,IVVB11_low,IVVB11_close,IVVB11_tick_volume,IVVB11_spread,IVVB11_tick_volume,SPXB11_open,SPXB11_high,SPXB11_low,SPXB11_close,SPXB11_tick_volume,SPXB11_spread,SPXB11_tick_volume,SPXI11_open,SPXI11_high,SPXI11_low,SPXI11_close,SPXI11_tick_volume,SPXI11_spread,SPXI11_tick_volume
2021-07-19 11:13:00,9.85,9.85,9.85,9.85,1,1,6000,11.39,11.39,11.39,11.39,3.0,1.0,3.0,287.15,287.19,287.06,287.13,17,1,17,11.84,11.84,11.84,11.84,1.0,1.0,1.0,136.54,136.54,136.51,136.51,4,1,4
2021-07-19 11:14:00,9.85,9.85,9.85,9.85,4,1,1015,11.4,11.4,11.4,11.4,1.0,1.0,1.0,287.17,287.3,287.17,287.3,10,1,10,11.9,11.99,11.9,11.99,2.0,1.0,2.0,136.45,136.46,136.44,136.46,4,1,4
2021-07-19 11:15:00,9.85,9.85,9.85,9.85,4,1,2557,11.4,11.4,11.4,11.4,1.0,1.0,1.0,287.43,287.48,287.2,287.2,13,1,13,11.99,11.99,11.99,11.99,1.0,1.0,1.0,136.4,136.43,136.4,136.43,4,1,4
2021-07-19 11:17:00,9.85,9.85,9.84,9.84,9,1,130,11.23,11.23,11.07,11.07,3.0,1.0,3.0,287.27,287.27,287.17,287.17,7,1,7,11.96,11.96,11.96,11.96,1.0,1.0,1.0,136.43,136.43,136.21,136.21,4,1,4
2021-07-19 11:18:00,9.85,9.85,9.84,9.84,2,1,13,11.01,11.01,11.0,11.0,18.0,1.0,18.0,287.27,287.27,287.16,287.22,5,1,5,11.96,11.96,11.96,11.96,4.0,1.0,4.0,136.25,136.25,136.16,136.16,5,1,5
2021-07-19 11:19:00,9.84,9.84,9.84,9.84,1,1,1000,11.01,11.01,11.01,11.01,2.0,1.0,2.0,287.22,287.22,287.03,287.05,17,1,17,11.6,11.6,11.6,11.6,3.0,1.0,3.0,136.09,136.17,136.09,136.17,4,1,4
2021-07-19 11:21:00,9.83,9.83,9.83,9.83,1,1,100,11.25,11.25,11.25,11.25,6.0,1.0,6.0,287.2,287.2,287.06,287.06,5,1,5,11.79,11.8,11.79,11.8,2.0,1.0,2.0,136.22,136.23,136.18,136.18,5,1,5
2021-07-19 11:24:00,9.83,9.83,9.83,9.83,1,1,30,11.53,11.53,11.53,11.53,1.0,1.0,1.0,287.12,287.12,287.05,287.05,3,1,3,12.46,12.46,12.46,12.46,4.0,1.0,4.0,136.12,136.16,136.12,136.15,4,1,4
2021-07-19 11:25:00,9.83,9.83,9.83,9.83,1,1,4,11.0,11.0,10.9,10.9,20.0,1.0,20.0,287.11,287.11,287.01,287.11,8,1,8,13.1,13.1,13.1,13.1,1.0,1.0,1.0,136.09,136.14,136.09,136.11,4,1,4
2021-07-19 11:29:00,9.83,9.83,9.83,9.83,1,1,5,11.0,11.0,11.0,11.0,3.0,1.0,3.0,287.04,287.1,286.87,286.87,11,1,11,12.99,12.99,12.99,12.99,1.0,1.0,1.0,136.01,136.11,136.01,136.09,5,1,5
2021-07-19 11:30:00,9.83,9.83,9.83,9.83,1,1,250,10.8,10.8,10.8,10.8,3.0,1.0,3.0,286.99,287.02,286.89,286.9,11,1,11,12.8,12.8,12.8,12.8,1.0,1.0,1.0,136.06,136.07,136.06,136.06,4,1,4
2021-07-19 11:31:00,9.82,9.82,9.82,9.82,1,1,100,10.7,10.7,10.7,10.7,3.0,1.0,3.0,286.9,287.1,286.9,286.98,11,1,11,12.25,12.25,12.25,12.25,9.0,1.0,9.0,136.02,136.02,135.92,135.92,6,1,6
2021-07-19 11:32:00,9.81,9.81,9.81,9.81,3,1,7,10.7,10.7,10.7,10.7,3.0,1.0,3.0,287.1,287.12,287.07,287.07,5,1,5,13.0,13.01,13.0,13.01,4.0,1.0,4.0,135.9,137.78,135.9,135.95,4,1,4
2021-07-19 11:33:00,9.81,9.81,9.81,9.81,1,1,100,10.95,10.95,10.95,10.95,1.0,1.0,1.0,287.17,287.2,287.0,287.07,18,1,18,15.22,15.22,15.22,15.22,4.0,1.0,4.0,135.94,135.94,135.87,135.87,6,1,6
2021-07-19 11:34:00,9.81,9.81,9.8,9.8,6,1,2765,10.95,10.95,10.95,10.95,3.0,1.0,3.0,287.04,287.06,286.97,287.06,10,1,10,21.0,21.0,21.0,21.0,16.0,1.0,16.0,135.85,135.91,135.83,135.91,4,1,4
2021-07-19 11:35:00,9.8,9.8,9.8,9.8,1,1,50,10.94,10.94,10.94,10.94,1.0,1.0,1.0,287.07,287.07,286.93,287.06,10,1,10,21.0,21.0,21.0,21.0,1.0,1.0,1.0,135.93,135.93,135.88,135.92,4,1,4
2021-07-19 11:48:00,9.86,9.86,9.85,9.85,2,1,150,10.92,10.93,10.92,10.93,2.0,1.0,2.0,287.07,287.09,286.94,286.94,7,1,7,21.99,22.0,21.94,22.0,5.0,1.0,5.0,135.92,135.94,135.85,135.85,4,1,4
2021-07-19 11:50:00,9.85,9.85,9.85,9.85,1,1,50,11.0,11.0,11.0,11.0,2.0,1.0,2.0,287.04,287.08,286.97,287.07,10,1,10,26.02,26.02,26.02,26.02,1.0,1.0,1.0,135.85,137.0,135.76,135.82,5,1,5
