date,META11_open,META11_high,META11_low,META11_close,META11_tick_volume,META11_spread,META11_real_volume,ETHE11_open,ETHE11_high,ETHE11_low,ETHE11_close,ETHE11_tick_volume,ETHE11_spread,ETHE11_tick_volume,WEB311_open,WEB311_high,WEB311_low,WEB311_close,WEB311_tick_volume,WEB311_spread,WEB311_tick_volume,NFTS11_open,NFTS11_high,NFTS11_low,NFTS11_close,NFTS11_tick_volume,NFTS11_spread,NFTS11_tick_volume,BLOK11_open,BLOK11_high,BLOK11_low,BLOK11_close,BLOK11_tick_volume,BLOK11_spread,BLOK11_tick_volume
2022-06-03 11:13:00,45.91,45.91,45.91,45.91,1,1,1,48.36,48.37,48.2,48.2,6,1,6,48.3,48.3,48.3,48.3,1,1,1,99.0,99.0,99.0,99.0,11,1,11,96.01,96.01,96.01,96.01,1.0,1.0,1.0
2022-06-03 11:16:00,45.0,45.0,45.0,45.0,1,1,1,48.28,48.28,48.28,48.28,1,1,1,48.6,48.6,48.6,48.6,1,1,1,101.9,101.9,101.9,101.9,15,1,15,98.5,98.5,98.5,98.5,1.0,1.0,1.0
2022-06-03 11:17:00,45.0,45.0,43.65,43.65,2,1,200,48.41,48.41,48.28,48.28,2,1,2,48.6,48.6,48.6,48.6,1,1,1,101.9,101.9,101.9,101.9,2,1,2,99.99,99.99,99.99,99.99,1.0,1.0,1.0
2022-06-03 11:23:00,45.5,45.5,45.5,45.5,6,1,200,48.28,48.28,48.28,48.28,1,1,1,48.6,48.6,48.6,48.6,1,1,1,99.4,99.4,99.4,99.4,1,1,1,104.77,104.77,104.77,104.77,1.0,1.0,1.0
2022-06-03 11:24:00,45.0,45.0,45.0,45.0,1,1,4,48.25,48.25,48.25,48.25,1,1,1,48.75,48.75,48.75,48.75,1,1,1,105.03,105.03,105.03,105.03,7,1,7,106.89,106.89,106.89,106.89,1.0,1.0,1.0
2022-06-03 11:25:00,45.0,45.0,45.0,45.0,1,1,4,48.2,48.2,48.2,48.2,1,1,1,48.75,48.75,48.75,48.75,1,1,1,105.03,105.03,105.03,105.03,1,1,1,120.73,120.73,120.73,120.73,1.0,1.0,1.0
2022-06-03 11:26:00,45.0,45.0,45.0,45.0,1,1,2,48.24,48.24,48.16,48.16,5,1,5,48.61,48.61,48.61,48.61,1,1,1,105.03,105.03,105.03,105.03,1,1,1,120.61,120.61,120.61,120.61,1.0,1.0,1.0
2022-06-03 11:33:00,46.0,46.0,46.0,46.0,1,1,50,48.1,48.1,48.07,48.07,3,1,3,48.99,48.99,48.99,48.99,1,1,1,105.03,105.03,105.03,105.03,1,1,1,121.4,121.4,121.4,121.4,1.0,1.0,1.0
2022-06-03 11:41:00,46.5,46.5,46.5,46.5,1,1,49,48.06,48.06,48.06,48.06,1,1,1,48.99,48.99,48.99,48.99,1,1,1,105.03,105.03,105.03,105.03,1,1,1,119.41,119.41,119.41,119.41,1.0,1.0,1.0
2022-06-03 11:43:00,47.8,47.8,47.8,47.8,1,1,10,48.17,48.17,48.17,48.17,1,1,1,48.99,48.99,48.99,48.99,1,1,1,100.01,100.01,100.01,100.01,13,1,13,125.1,125.1,125.1,125.1,1.0,1.0,1.0
2022-06-03 11:47:00,47.8,50.0,47.8,50.0,17,1,200,48.23,48.23,48.23,48.23,1,1,1,48.99,49.0,48.99,49.0,2,1,2,100.01,100.01,100.01,100.01,2,1,2,128.1,128.1,128.1,128.1,1.0,1.0,1.0
2022-06-03 11:56:00,47.0,47.0,47.0,47.0,2,1,21,48.23,48.23,48.22,48.22,3,1,3,49.24,49.25,49.24,49.25,2,1,2,105.0,105.0,105.0,105.0,7,1,7,125.69,125.69,125.69,125.69,1.0,1.0,1.0
2022-06-03 11:59:00,48.0,48.0,48.0,48.0,1,1,1,48.21,48.21,48.15,48.15,5,1,5,49.24,49.24,49.24,49.24,1,1,1,104.99,104.99,104.99,104.99,3,1,3,108.45,108.45,108.45,108.45,1.0,1.0,1.0
2022-06-03 12:02:00,47.0,47.0,47.0,47.0,1,1,1,48.15,48.15,48.15,48.15,4,1,4,49.24,49.25,49.24,49.25,2,1,2,104.95,104.95,104.95,104.95,1,1,1,108.0,108.0,108.0,108.0,1.0,1.0,1.0
2022-06-03 12:05:00,47.01,47.01,47.0,47.0,2,1,20,48.15,48.2,48.15,48.2,2,1,2,49.25,49.25,49.25,49.25,3,1,3,104.89,104.89,104.89,104.89,1,1,1,113.42,113.42,113.42,113.42,1.0,1.0,1.0
2022-06-03 12:09:00,48.0,48.0,48.0,48.0,1,1,1,48.2,48.2,48.2,48.2,1,1,1,49.26,49.26,49.26,49.26,1,1,1,104.49,104.49,104.49,104.49,1,1,1,119.39,119.39,119.39,119.39,1.0,1.0,1.0
2022-06-03 12:15:00,47.0,47.0,47.0,47.0,1,1,1,48.23,48.23,48.23,48.23,1,1,1,49.25,49.25,49.24,49.24,3,1,3,104.4,104.4,104.4,104.4,1,1,1,123.74,123.74,123.74,123.74,1.0,1.0,1.0
2022-06-03 12:16:00,47.0,47.0,47.0,47.0,1,1,1,48.25,48.25,48.23,48.23,2,1,2,49.24,49.24,49.24,49.24,1,1,1,104.0,104.0,104.0,104.0,1,1,1,124.29,124.29,124.29,124.29,1.0,1.0,1.0
2022-06-03 12:33:00,49.8,49.8,49.8,49.8,1,1,45,48.3,48.3,48.3,48.3,1,1,1,49.12,49.22,49.12,49.22,2,1,2,103.99,103.99,103.99,103.99,1,1,1,119.33,119.33,119.33,119.33,1.0,1.0,1.0
2022-06-03 12:36:00,47.01,47.01,47.01,47.01,1,1,1,48.3,48.3,48.3,48.3,1,1,1,49.16,49.23,49.16,49.23,7,1,7,103.5,103.5,103.5,103.5,1,1,1,133.84,133.84,133.84,133.84,1.0,1.0,1.0
2022-06-03 12:38:00,49.8,49.8,49.8,49.8,1,1,5,48.43,48.49,48.43,48.49,11,1,11,49.23,49.23,49.23,49.23,1,1,1,100.21,100.21,100.21,100.21,4,1,4,134.0,134.0,134.0,134.0,1.0,1.0,1.0
2022-06-03 12:41:00,49.99,49.99,49.99,49.99,1,1,8,48.45,48.45,48.44,48.44,2,1,2,49.44,49.44,49.44,49.44,1,1,1,100.21,100.21,100.21,100.21,1,1,1,135.07,135.07,135.07,135.07,1.0,1.0,1.0
2022-06-03 12:42:00,49.8,49.8,47.0,47.0,3,1,20,48.26,48.29,48.25,48.29,3,1,3,49.0,49.0,49.0,49.0,1,1,1,103.0,103.0,103.0,103.0,1,1,1,134.83,134.83,134.83,134.83,1.0,1.0,1.0
2022-06-03 12:50:00,49.98,49.98,49.98,49.98,2,1,3,48.3,48.3,48.3,48.3,1,1,1,49.25,49.25,49.25,49.25,2,1,2,103.0,103.45,103.0,103.45,2,1,2,131.73,131.73,131.73,131.73,1.0,1.0,1.0
2022-06-03 12:52:00,47.01,47.01,47.01,47.01,1,1,1,48.39,48.4,48.39,48.4,2,1,2,49.0,49.0,49.0,49.0,1,1,1,103.45,103.45,103.45,103.45,1,1,1,131.35,131.35,131.35,131.35,1.0,1.0,1.0
2022-06-03 13:11:00,47.02,47.02,47.02,47.02,1,1,1,48.41,48.42,48.41,48.42,3,1,3,49.0,49.0,49.0,49.0,1,1,1,103.45,103.45,103.45,103.45,1,1,1,130.55,130.55,130.55,130.55,1.0,1.0,1.0
2022-06-03 13:30:00,47.02,47.02,47.02,47.02,1,1,2,48.42,48.57,48.42,48.55,4,1,4,49.0,49.0,49.0,49.0,1,1,1,102.5,102.5,102.5,102.5,2,1,2,119.85,119.85,119.85,119.85,1.0,1.0,1.0
2022-06-03 13:31:00,47.02,47.02,47.02,47.02,1,1,6,48.55,48.55,48.3,48.3,3,1,3,48.9,48.9,48.5,48.5,4,1,4,102.55,102.55,100.35,100.35,2,1,2,119.85,119.85,119.85,119.85,1.0,1.0,1.0
2022-06-03 13:33:00,47.02,47.02,47.02,47.02,2,1,5,48.58,48.58,48.58,48.58,1,1,1,48.9,48.9,48.75,48.75,3,1,3,100.35,100.35,100.0,100.0,4,1,4,118.25,118.25,118.25,118.25,1.0,1.0,1.0
