date,META11_open,META11_high,META11_low,META11_close,META11_tick_volume,META11_spread,META11_real_volume,ETHE11_open,ETHE11_high,ETHE11_low,ETHE11_close,ETHE11_tick_volume,ETHE11_spread,ETHE11_tick_volume,WEB311_open,WEB311_high,WEB311_low,WEB311_close,WEB311_tick_volume,WEB311_spread,WEB311_tick_volume,NFTS11_open,NFTS11_high,NFTS11_low,NFTS11_close,NFTS11_tick_volume,NFTS11_spread,NFTS11_tick_volume,BLOK11_open,BLOK11_high,BLOK11_low,BLOK11_close,BLOK11_tick_volume,BLOK11_spread,BLOK11_tick_volume
2022-06-28 14:51:00,43.51,43.51,43.51,43.51,1,1,1,52.45,52.45,52.45,52.45,1,1,1,49.49,49.49,49.49,49.49,2,1,2,106.94,106.95,106.94,106.95,2,1,2,,,,,,,
2022-06-28 15:23:00,43.51,43.51,43.5,43.5,2,1,6,52.37,52.37,52.37,52.37,1,1,1,49.49,49.49,49.49,49.49,1,1,1,104.5,104.5,104.5,104.5,2,1,2,,,,,,,
2022-06-28 15:40:00,43.5,43.5,43.5,43.5,2,1,23,52.42,52.42,52.42,52.42,2,1,2,49.49,49.49,49.49,49.49,1,1,1,106.5,106.5,104.51,104.51,4,1,4,,,,,,,
2022-06-28 15:42:00,42.5,42.5,42.0,42.0,2,1,2,52.36,52.36,52.36,52.36,1,1,1,49.49,49.49,49.49,49.49,1,1,1,106.5,107.0,106.5,107.0,4,1,4,,,,,,,
2022-06-28 15:48:00,41.63,41.63,41.62,41.62,4,1,23,52.27,52.27,52.27,52.27,2,1,2,49.49,49.49,49.49,49.49,1,1,1,109.99,109.99,109.99,109.99,12,1,12,,,,,,,
2022-06-28 15:52:00,41.62,41.62,41.62,41.62,1,1,1,52.34,52.34,52.34,52.34,1,1,1,49.49,49.5,49.49,49.5,2,1,2,107.0,107.0,107.0,107.0,2,1,2,,,,,,,
2022-06-28 16:36:00,43.89,43.89,43.89,43.89,1,1,1,52.34,52.34,52.34,52.34,2,1,2,49.5,49.5,49.5,49.5,2,1,2,109.99,109.99,109.99,109.99,1,1,1,,,,,,,
2022-06-28 16:38:00,42.08,44.3,42.08,44.3,42,1,765,52.34,52.34,52.34,52.34,1,1,1,49.5,49.5,49.5,49.5,1,1,1,109.99,109.99,107.0,107.0,2,1,2,,,,,,,
2022-06-29 10:06:00,44.3,44.3,44.3,44.3,1,1,1,52.39,52.39,52.39,52.39,1,1,1,49.5,49.5,49.5,49.5,1,1,1,109.99,109.99,109.99,109.99,1,1,1,,,,,,,
2022-06-29 10:11:00,42.0,42.0,42.0,42.0,1,1,4,52.23,52.23,52.23,52.23,1,1,1,49.49,49.49,49.49,49.49,1,1,1,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-06-29 10:17:00,41.17,43.0,41.17,43.0,105,1,1008,52.16,52.16,52.16,52.16,2,1,2,49.41,49.49,49.41,49.49,2,1,2,107.0,107.0,107.0,107.0,1,1,1,,,,,,,
2022-06-29 10:18:00,43.99,43.99,43.99,43.99,1,1,1,52.08,52.08,52.08,52.08,1,1,1,49.5,49.5,49.5,49.5,1,1,1,107.05,107.05,107.05,107.05,1,1,1,,,,,,,
2022-06-29 10:20:00,41.39,41.39,41.39,41.39,1,1,10,52.15,52.15,52.15,52.15,1,1,1,49.5,49.5,49.5,49.5,1,1,1,108.99,108.99,108.99,108.99,1,1,1,,,,,,,
2022-06-29 10:33:00,40.22,40.22,40.22,40.22,1,1,1,52.14,52.14,51.77,51.77,9,1,9,49.5,49.5,49.5,49.5,1,1,1,108.99,108.99,108.99,108.99,1,1,1,,,,,,,
2022-06-29 10:34:00,40.21,40.21,40.0,40.0,5,1,96,52.15,52.39,52.15,52.39,3,1,3,49.5,49.5,49.5,49.5,1,1,1,107.06,107.06,107.06,107.06,1,1,1,,,,,,,
2022-06-29 10:51:00,41.35,41.35,41.35,41.35,1,1,1,52.0,52.0,52.0,52.0,2,1,2,49.5,49.5,49.5,49.5,2,1,2,108.0,108.0,108.0,108.0,1,1,1,,,,,,,
2022-06-29 11:14:00,40.0,40.0,40.0,40.0,1,1,10,52.28,52.28,52.28,52.28,1,1,1,49.5,49.5,49.5,49.5,2,1,2,108.99,108.99,108.99,108.99,1,1,1,,,,,,,
2022-06-29 11:18:00,40.0,41.35,40.0,41.35,2,1,10,52.22,52.22,52.22,52.22,1,1,1,49.5,49.5,49.5,49.5,1,1,1,107.06,107.06,107.06,107.06,1,1,1,,,,,,,
2022-06-29 11:20:00,41.0,41.0,41.0,41.0,1,1,16,52.19,52.28,52.19,52.28,2,1,2,49.5,49.5,49.5,49.5,1,1,1,108.99,109.99,108.99,109.99,6,1,6,,,,,,,
2022-06-29 11:33:00,40.01,40.01,40.01,40.01,1,1,1,52.0,52.0,52.0,52.0,1,1,1,49.5,49.5,49.5,49.5,1,1,1,107.06,107.06,107.06,107.06,1,1,1,,,,,,,
2022-06-29 11:36:00,41.36,41.36,41.36,41.36,1,1,1,52.1,52.1,52.1,52.1,1,1,1,49.5,49.5,49.5,49.5,1,1,1,107.06,107.06,107.0,107.0,5,1,5,,,,,,,
2022-06-29 11:48:00,41.0,41.0,41.0,41.0,1,1,25,52.1,52.1,52.1,52.1,1,1,1,49.5,49.5,49.5,49.5,2,1,2,104.51,104.51,104.51,104.51,9,1,9,,,,,,,
2022-06-29 12:06:00,41.33,41.33,41.33,41.33,1,1,1,52.1,52.1,51.99,51.99,6,1,6,49.5,49.5,49.5,49.5,1,1,1,105.23,105.23,105.23,105.23,1,1,1,,,,,,,
2022-06-29 12:07:00,40.0,40.0,39.72,39.72,3,1,5,52.1,52.1,52.01,52.01,3,1,3,49.5,49.5,49.5,49.5,1,1,1,105.23,107.4,105.23,107.4,2,1,2,,,,,,,
2022-06-29 12:10:00,41.39,41.39,41.39,41.39,1,1,2,52.05,52.05,52.05,52.05,1,1,1,49.49,49.49,49.49,49.49,1,1,1,109.98,109.98,109.98,109.98,4,1,4,,,,,,,
2022-06-29 12:35:00,39.93,39.93,39.93,39.93,1,1,1,52.0,52.0,52.0,52.0,4,1,4,49.49,49.49,49.49,49.49,1,1,1,107.05,107.05,107.05,107.05,1,1,1,,,,,,,
2022-06-29 12:36:00,41.54,41.54,41.54,41.54,1,1,1,52.0,52.0,52.0,52.0,2,1,2,49.49,49.49,49.49,49.49,2,1,2,105.0,105.0,105.0,105.0,8,1,8,,,,,,,
2022-06-29 13:01:00,41.43,41.43,41.43,41.43,3,1,6,52.01,52.01,52.01,52.01,1,1,1,49.49,49.49,49.49,49.49,1,1,1,105.3,105.3,105.3,105.3,1,1,1,,,,,,,
2022-06-29 13:05:00,41.43,41.43,41.43,41.43,1,1,1,52.05,52.05,52.05,52.05,1,1,1,49.49,49.49,49.49,49.49,1,1,1,105.01,105.01,105.0,105.0,2,1,2,,,,,,,
2022-06-29 13:41:00,40.67,40.67,40.67,40.67,1,1,1,52.0,52.0,51.99,51.99,4,1,4,49.5,49.5,49.5,49.5,1,1,1,105.44,105.44,105.44,105.44,1,1,1,,,,,,,
2022-06-29 14:06:00,40.55,40.55,40.55,40.55,11,1,100,52.0,52.0,52.0,52.0,2,1,2,49.5,49.5,49.5,49.5,1,1,1,105.3,105.45,105.3,105.45,3,1,3,,,,,,,
2022-06-29 15:04:00,40.91,40.91,40.91,40.91,1,1,1,52.0,52.0,52.0,52.0,1,1,1,49.5,49.5,49.5,49.5,2,1,2,106.34,106.34,106.34,106.34,6,1,6,,,,,,,
2022-06-29 15:22:00,41.18,41.18,41.18,41.18,1,1,1,52.0,52.0,51.97,51.97,2,1,2,49.5,49.5,49.5,49.5,1,1,1,105.5,105.5,105.5,105.5,1,1,1,,,,,,,
2022-06-29 15:25:00,40.91,40.91,40.91,40.91,1,1,1,52.0,52.05,52.0,52.05,4,1,4,49.5,49.5,49.5,49.5,1,1,1,106.96,106.96,106.96,106.96,2,1,2,,,,,,,
2022-06-29 16:13:00,40.91,40.91,40.91,40.91,1,1,1,52.99,53.25,52.99,53.25,6,1,6,49.5,49.5,49.5,49.5,1,1,1,105.01,105.01,105.01,105.01,2,1,2,,,,,,,
2022-06-29 16:19:00,39.57,39.57,39.57,39.57,1,1,1,53.36,53.41,53.36,53.41,4,1,4,49.5,49.5,49.5,49.5,3,1,3,106.93,106.93,106.93,106.93,1,1,1,,,,,,,
2022-06-29 16:20:00,39.32,39.32,39.32,39.32,11,1,108,53.41,53.41,53.38,53.4,5,1,5,49.5,49.5,49.5,49.5,1,1,1,106.9,106.9,106.9,106.9,1,1,1,,,,,,,
2022-06-29 16:21:00,39.32,39.32,39.32,39.32,69,1,640,53.34,53.37,53.34,53.37,3,1,3,49.5,49.5,49.5,49.5,1,1,1,105.03,105.03,105.03,105.03,1,1,1,,,,,,,
2022-06-30 10:13:00,39.32,39.32,39.32,39.32,1,1,1,53.39,53.39,53.21,53.24,12,1,12,49.5,49.5,49.5,49.5,1,1,1,106.9,106.9,106.9,106.9,1,1,1,,,,,,,
2022-06-30 10:20:00,38.0,38.0,38.0,38.0,1,1,1,53.21,53.21,53.21,53.21,2,1,2,49.5,49.5,49.5,49.5,1,1,1,106.89,106.89,106.89,106.89,2,1,2,,,,,,,
2022-06-30 10:21:00,38.54,38.54,38.54,38.54,5,1,50,53.21,53.32,53.21,53.32,3,1,3,49.5,49.5,49.5,49.5,1,1,1,106.87,106.87,106.87,106.87,1,1,1,,,,,,,
2022-06-30 10:43:00,38.0,38.0,38.0,38.0,2,1,12,53.21,53.4,53.21,53.4,2,1,2,49.5,49.5,49.5,49.5,2,1,2,105.29,105.29,105.29,105.29,1,1,1,,,,,,,
2022-06-30 11:03:00,37.5,37.5,37.5,37.5,1,1,10,53.4,53.4,53.3,53.3,6,1,6,49.04,49.04,49.04,49.04,1,1,1,105.29,105.29,105.04,105.04,2,1,2,,,,,,,
2022-06-30 11:38:00,37.5,37.5,37.5,37.5,1,1,2,53.3,53.3,53.3,53.3,2,1,2,49.5,49.5,49.5,49.5,1,1,1,106.86,106.86,106.86,106.86,6,1,6,,,,,,,
2022-06-30 12:01:00,37.0,37.0,37.0,37.0,1,1,6,53.31,53.35,53.31,53.33,4,1,4,49.5,49.5,49.5,49.5,1,1,1,106.85,106.85,106.85,106.85,3,1,3,,,,,,,
2022-06-30 13:06:00,37.5,37.5,37.5,37.5,1,1,1,53.35,53.37,53.31,53.31,7,1,7,49.5,49.5,49.5,49.5,1,1,1,105.05,105.05,105.05,105.05,2,1,2,,,,,,,
2022-06-30 13:14:00,37.5,37.5,37.5,37.5,1,1,20,53.3,53.35,53.3,53.3,4,1,4,49.5,49.5,49.5,49.5,1,1,1,105.05,105.05,105.05,105.05,1,1,1,,,,,,,
2022-06-30 13:34:00,37.5,37.5,37.5,37.5,2,1,25,53.39,53.39,53.3,53.3,3,1,3,49.5,49.5,49.5,49.5,2,1,2,106.8,106.83,106.8,106.83,3,1,3,,,,,,,
2022-06-30 13:58:00,37.52,37.52,37.52,37.52,1,1,1,53.39,53.39,53.29,53.36,5,1,5,49.5,49.5,49.5,49.5,1,1,1,105.1,105.1,105.1,105.1,1,1,1,,,,,,,
2022-06-30 14:02:00,39.06,39.06,39.06,39.06,1,1,2,53.3,53.3,53.21,53.21,11,1,11,49.5,49.5,49.5,49.5,1,1,1,106.6,106.6,106.6,106.6,1,1,1,,,,,,,
2022-06-30 14:35:00,37.09,37.09,37.09,37.09,1,1,1,53.28,53.39,53.28,53.39,2,1,2,49.5,49.5,49.5,49.5,1,1,1,105.11,105.11,105.11,105.11,1,1,1,,,,,,,
2022-06-30 15:56:00,38.0,38.0,38.0,38.0,1,1,2,53.21,53.39,53.2,53.39,6,1,6,49.5,49.5,49.5,49.5,1,1,1,106.4,106.4,106.4,106.4,2,1,2,,,,,,,
2022-06-30 16:21:00,38.0,38.0,38.0,38.0,1,1,5,53.38,53.38,53.37,53.37,2,1,2,49.5,49.5,49.5,49.5,1,1,1,106.4,106.4,106.4,106.4,1,1,1,,,,,,,
2022-06-30 16:32:00,38.0,38.46,38.0,38.46,25,1,204,53.25,53.31,53.25,53.31,5,1,5,49.5,49.81,49.5,49.81,3,1,3,106.4,106.4,106.4,106.4,1,1,1,,,,,,,
2022-07-01 10:05:00,38.46,38.46,38.46,38.46,1,1,2,53.25,53.25,53.25,53.25,1,1,1,49.87,49.87,49.87,49.87,1,1,1,106.0,106.4,106.0,106.4,4,1,4,,,,,,,
2022-07-01 10:15:00,38.46,38.46,38.46,38.46,1,1,1,53.31,53.35,53.31,53.35,3,1,3,49.81,49.81,49.81,49.81,1,1,1,105.04,105.04,105.04,105.04,1,1,1,,,,,,,
2022-07-01 10:36:00,43.88,43.88,43.88,43.88,5,1,1000,53.39,53.39,53.39,53.39,1,1,1,49.69,49.69,49.69,49.69,1,1,1,106.4,106.4,106.4,106.4,1,1,1,,,,,,,
2022-07-01 10:38:00,42.0,42.0,42.0,42.0,1,1,1,53.39,53.39,53.39,53.39,3,1,3,49.75,49.75,49.75,49.75,1,1,1,106.59,106.59,106.59,106.59,1,1,1,,,,,,,
2022-07-01 10:43:00,40.0,40.0,40.0,40.0,2,1,2,53.35,53.35,53.35,53.35,2,1,2,49.75,49.75,49.75,49.75,2,1,2,106.0,106.0,106.0,106.0,1,1,1,,,,,,,
2022-07-01 10:58:00,42.04,42.04,42.04,42.04,1,1,1,53.36,53.36,53.35,53.35,2,1,2,49.81,49.81,49.81,49.81,1,1,1,106.0,106.49,106.0,106.49,7,1,7,,,,,,,
2022-07-01 11:06:00,41.9,43.88,41.9,43.88,11,1,140,53.34,53.34,53.34,53.34,1,1,1,49.81,49.81,49.81,49.81,1,1,1,106.0,106.49,106.0,106.49,7,1,7,,,,,,,
2022-07-01 11:07:00,42.0,42.03,42.0,42.03,11,1,500,53.38,53.44,53.38,53.44,5,1,5,49.81,49.81,49.81,49.81,1,1,1,106.49,106.49,106.49,106.49,1,1,1,,,,,,,
2022-07-01 11:10:00,43.85,44.29,43.85,44.29,81,1,1000,53.39,53.39,53.39,53.39,1,1,1,49.81,49.81,49.81,49.81,1,1,1,106.0,106.0,106.0,106.0,1,1,1,,,,,,,
2022-07-01 11:13:00,42.0,42.0,42.0,42.0,1,1,1,53.52,53.52,53.52,53.52,1,1,1,49.75,49.75,49.75,49.75,2,1,2,106.0,106.0,105.04,105.04,3,1,3,,,,,,,
2022-07-01 11:29:00,38.65,38.65,38.65,38.65,7,1,1000,53.48,53.48,53.48,53.48,1,1,1,49.75,49.75,49.75,49.75,1,1,1,106.5,106.5,106.5,106.5,4,1,4,,,,,,,
2022-07-01 11:46:00,43.59,43.59,43.59,43.59,1,1,1,53.43,53.43,53.43,53.43,1,1,1,49.76,49.76,49.76,49.76,1,1,1,106.84,107.42,106.84,107.42,4,1,4,,,,,,,
2022-07-01 11:51:00,42.0,42.0,42.0,42.0,1,1,1,53.45,53.45,53.45,53.45,1,1,1,49.64,49.64,49.64,49.64,1,1,1,106.51,106.51,106.51,106.51,1,1,1,,,,,,,
2022-07-01 12:14:00,40.06,40.06,40.06,40.06,3,1,248,53.5,53.5,53.5,53.5,2,1,2,49.66,49.66,49.66,49.66,2,1,2,106.51,106.51,106.5,106.5,8,1,8,,,,,,,
2022-07-01 12:19:00,40.05,40.05,40.05,40.05,1,1,1,53.5,53.5,53.5,53.5,1,1,1,49.65,49.65,49.65,49.65,1,1,1,106.5,106.5,106.5,106.5,1,1,1,,,,,,,
2022-07-01 12:26:00,40.05,40.18,40.05,40.18,3,1,100,53.5,53.6,53.5,53.6,5,1,5,49.65,49.65,49.65,49.65,2,1,2,107.49,107.49,107.49,107.49,1,1,1,,,,,,,
2022-07-01 12:32:00,40.0,40.0,40.0,40.0,1,1,1,53.6,53.6,53.6,53.6,2,1,2,49.04,49.04,49.04,49.04,1,1,1,107.5,108.0,107.5,108.0,3,1,3,,,,,,,
2022-07-01 12:33:00,40.0,40.0,40.0,40.0,1,1,3,53.6,53.6,53.6,53.6,1,1,1,49.59,49.59,49.59,49.59,1,1,1,108.99,109.0,108.99,109.0,3,1,3,,,,,,,
2022-07-01 12:47:00,40.0,40.0,40.0,40.0,1,1,1,53.78,53.78,53.7,53.76,3,1,3,49.59,49.59,49.59,49.59,1,1,1,109.0,109.98,109.0,109.98,2,1,2,,,,,,,
2022-07-01 14:29:00,39.99,40.0,39.99,40.0,3,1,31,53.7,53.7,53.6,53.6,3,1,3,49.47,49.47,49.47,49.47,2,1,2,109.98,109.98,109.98,109.98,1,1,1,,,,,,,
2022-07-01 14:34:00,43.59,43.59,43.59,43.59,1,1,2,53.77,53.77,53.77,53.77,1,1,1,49.33,49.33,49.31,49.31,2,1,2,109.98,109.98,109.98,109.98,1,1,1,,,,,,,
2022-07-01 14:49:00,42.0,42.0,42.0,42.0,1,1,2,53.65,53.7,53.65,53.7,2,1,2,49.49,49.49,49.49,49.49,1,1,1,110.0,110.0,110.0,110.0,14,1,14,,,,,,,
2022-07-01 14:54:00,43.58,43.58,43.58,43.58,1,1,2,53.61,53.64,53.61,53.64,2,1,2,49.31,49.31,49.31,49.31,1,1,1,110.0,110.0,110.0,110.0,3,1,3,,,,,,,
2022-07-01 14:56:00,43.58,43.58,43.58,43.58,1,1,1,53.68,53.68,53.68,53.68,1,1,1,49.04,49.04,49.04,49.04,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-01 15:20:00,43.5,43.5,43.5,43.5,2,1,3,53.51,53.51,53.51,53.51,1,1,1,49.24,49.24,49.04,49.04,4,1,4,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-01 16:28:00,41.53,41.53,41.53,41.53,1,1,1,53.4,53.57,53.3,53.3,5,1,5,49.0,49.0,49.0,49.0,2,1,2,107.0,107.0,107.0,107.0,3,1,3,,,,,,,
2022-07-01 16:31:00,40.02,40.02,39.9,39.9,6,1,38,53.55,53.55,53.53,53.53,2,1,2,49.18,49.18,49.18,49.18,1,1,1,107.01,107.01,106.54,106.54,2,1,2,,,,,,,
2022-07-01 16:32:00,40.29,40.29,40.29,40.29,1,1,4,53.65,53.69,53.41,53.69,4,1,4,49.12,49.12,49.12,49.12,3,1,3,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-01 16:47:00,39.9,39.9,39.9,39.9,2,1,22,53.6,53.6,53.59,53.59,3,1,3,49.12,49.12,49.12,49.12,1,1,1,107.0,110.0,107.0,110.0,2,1,2,,,,,,,
2022-07-04 10:10:00,43.49,43.49,43.49,43.49,1,1,1,53.43,53.43,53.43,53.43,1,1,1,49.66,49.66,49.66,49.66,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-04 10:28:00,43.39,43.39,43.39,43.39,1,1,1,53.77,53.77,53.77,53.77,1,1,1,49.66,49.66,49.66,49.66,1,1,1,106.6,106.6,106.6,106.6,2,1,2,,,,,,,
2022-07-04 10:59:00,40.2,40.2,40.2,40.2,1,1,4,53.59,53.59,53.59,53.59,1,1,1,46.99,46.99,45.59,45.59,19,1,19,109.99,109.99,109.99,109.99,2,1,2,,,,,,,
2022-07-04 11:04:00,41.82,41.82,41.82,41.82,1,1,1,53.5,53.5,53.5,53.5,1,1,1,46.86,46.86,46.86,46.86,1,1,1,109.99,110.0,109.99,110.0,3,1,3,,,,,,,
2022-07-04 11:30:00,39.92,39.92,39.92,39.92,1,1,1,53.58,53.59,53.58,53.59,2,1,2,46.86,46.86,46.86,46.86,1,1,1,109.9,109.9,109.9,109.9,1,1,1,,,,,,,
2022-07-04 11:33:00,41.53,41.53,41.53,41.53,1,1,3,53.63,53.63,53.6,53.6,2,1,2,46.5,46.5,46.5,46.5,2,1,2,109.9,109.9,109.9,109.9,1,1,1,,,,,,,
2022-07-04 11:53:00,39.92,39.92,39.92,39.92,1,1,2,53.6,53.74,53.6,53.72,3,1,3,46.5,46.5,45.5,45.5,11,1,11,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 12:02:00,41.25,41.25,41.25,41.25,1,1,7,53.76,53.76,53.76,53.76,1,1,1,45.6,45.6,45.6,45.6,1,1,1,109.0,109.0,109.0,109.0,2,1,2,,,,,,,
2022-07-04 12:14:00,42.35,42.35,42.35,42.35,1,1,7,53.57,53.75,53.57,53.75,4,1,4,46.74,46.74,46.74,46.74,1,1,1,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 12:25:00,41.94,41.94,41.94,41.94,1,1,20,53.62,53.71,53.62,53.71,2,1,2,46.68,46.68,46.68,46.68,1,1,1,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 12:32:00,40.21,40.21,40.21,40.21,1,1,6,53.7,53.7,53.69,53.69,2,1,2,46.29,46.29,46.29,46.29,1,1,1,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 12:39:00,40.21,40.21,40.21,40.21,1,1,9,53.71,53.77,53.71,53.72,3,1,3,46.11,46.11,45.9,45.9,2,1,2,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 12:40:00,40.06,40.06,40.06,40.06,1,1,1,53.77,53.91,53.77,53.91,3,1,3,45.8,45.8,45.75,45.75,5,1,5,108.74,109.0,108.74,109.0,2,1,2,,,,,,,
2022-07-04 12:52:00,40.06,40.06,40.06,40.06,1,1,4,53.99,53.99,53.99,53.99,1,1,1,45.0,45.0,44.39,44.39,10,1,10,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 12:54:00,40.06,40.06,40.06,40.06,1,1,1,53.99,54.08,53.99,54.08,3,1,3,45.85,45.85,45.85,45.85,1,1,1,109.0,109.0,109.0,109.0,1,1,1,,,,,,,
2022-07-04 13:26:00,40.21,40.21,40.21,40.21,1,1,10,54.07,54.1,54.07,54.1,3,1,3,44.54,44.54,44.54,44.54,1,1,1,109.9,109.9,109.9,109.9,1,1,1,,,,,,,
2022-07-04 13:53:00,40.21,40.21,40.21,40.21,1,1,7,54.07,54.07,54.07,54.07,1,1,1,45.97,45.97,45.97,45.97,1,1,1,109.0,109.0,109.0,109.0,2,1,2,,,,,,,
2022-07-04 13:54:00,40.21,40.21,40.21,40.21,1,1,1,54.07,54.07,54.07,54.07,1,1,1,45.97,45.97,45.97,45.97,1,1,1,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-04 13:56:00,40.36,40.36,40.36,40.36,1,1,1,53.99,54.01,53.96,54.01,8,1,8,45.97,45.97,45.97,45.97,1,1,1,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-04 13:57:00,40.36,40.36,40.36,40.36,2,1,19,54.05,54.05,53.86,53.86,6,1,6,45.97,45.97,45.97,45.97,1,1,1,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-04 14:19:00,40.36,40.36,40.36,40.36,1,1,20,53.82,53.83,53.8,53.82,5,1,5,45.91,45.97,45.91,45.97,5,1,5,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-04 15:42:00,40.74,40.74,40.74,40.74,1,1,1,53.74,53.74,53.74,53.74,1,1,1,45.66,45.98,45.66,45.98,3,1,3,110.0,110.0,110.0,110.0,5,1,5,,,,,,,
2022-07-04 15:43:00,40.74,40.74,40.74,40.74,1,1,2,53.8,53.81,53.72,53.72,4,1,4,45.78,45.78,45.78,45.78,2,1,2,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-04 15:45:00,40.74,40.74,40.74,40.74,1,1,1,53.63,53.63,53.63,53.63,1,1,1,45.85,45.85,45.85,45.85,2,1,2,109.0,110.0,109.0,110.0,3,1,3,,,,,,,
2022-07-04 16:14:00,40.92,40.92,40.92,40.92,1,1,1,53.99,53.99,53.3,53.3,5,1,5,45.48,45.79,45.48,45.79,2,1,2,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-05 10:10:00,43.4,43.4,43.4,43.4,4,1,4,53.51,53.51,53.31,53.31,2,1,2,45.3,45.3,45.3,45.3,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-05 10:33:00,41.88,41.88,41.88,41.88,6,1,48,53.3,53.3,52.99,52.99,39,1,39,45.36,45.36,45.36,45.36,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-05 11:14:00,41.0,41.0,41.0,41.0,1,1,2,53.19,53.19,53.19,53.19,1,1,1,45.35,45.35,45.35,45.35,1,1,1,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-05 11:21:00,42.23,42.23,42.23,42.23,2,1,3,53.2,53.2,53.2,53.2,1,1,1,46.29,46.29,46.29,46.29,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-05 11:56:00,41.0,41.0,41.0,41.0,1,1,1,53.2,53.2,53.2,53.2,3,1,3,46.28,46.28,45.6,45.6,7,1,7,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-05 12:45:00,41.0,41.0,41.0,41.0,1,1,2,53.02,53.14,52.81,53.03,9,1,9,45.5,45.5,45.5,45.5,2,1,2,110.0,110.0,109.0,109.0,2,1,2,,,,,,,
2022-07-05 14:06:00,42.28,42.28,42.28,42.28,1,1,6,53.2,53.2,53.2,53.2,1,1,1,45.35,45.35,45.3,45.3,3,1,3,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-05 15:04:00,42.28,42.28,42.28,42.28,2,1,5,53.08,53.13,52.92,53.13,5,1,5,45.3,45.3,45.3,45.3,3,1,3,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-05 16:01:00,40.62,40.62,40.62,40.62,1,1,4,53.15,53.15,53.15,53.15,4,1,4,45.0,45.0,44.5,44.5,9,1,9,110.0,110.0,110.0,110.0,2,1,2,,,,,,,
2022-07-05 16:13:00,41.51,41.51,41.51,41.51,2,1,15,53.15,53.15,53.14,53.14,3,1,3,46.0,46.0,46.0,46.0,2,1,2,110.0,110.0,110.0,110.0,5,1,5,,,,,,,
2022-07-05 16:42:00,41.76,41.76,41.0,41.0,43,1,405,53.15,53.15,53.14,53.15,4,1,4,44.85,44.85,44.85,44.85,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-06 10:33:00,39.9,39.9,39.9,39.9,1,1,6,53.15,53.15,53.15,53.15,6,1,6,44.8,44.8,44.8,44.8,1,1,1,110.0,110.0,110.0,110.0,1,1,1,,,,,,,
2022-07-06 10:57:00,41.0,41.0,41.0,41.0,3,1,4,53.23,53.24,53.23,53.24,2,1,2,44.85,44.95,44.85,44.95,2,1,2,110.0,110.0,109.66,110.0,3,1,3,,,,,,,
2022-07-06 11:01:00,42.88,42.88,42.88,42.88,55,1,545,53.24,53.25,53.24,53.25,2,1,2,44.95,44.95,44.95,44.95,4,1,4,109.95,110.0,109.95,110.0,2,1,2,,,,,,,
2022-07-06 11:52:00,43.39,43.39,43.39,43.39,3,1,25,53.28,53.28,53.28,53.28,2,1,2,44.95,44.95,44.95,44.95,1,1,1,109.6,110.0,109.6,110.0,3,1,3,,,,,,,
2022-07-06 11:55:00,42.98,42.98,42.98,42.98,1,1,2,53.2,53.2,53.2,53.2,1,1,1,45.0,45.0,44.94,44.94,5,1,5,109.0,109.0,109.0,109.0,2,1,2,,,,,,,
2022-07-06 12:02:00,42.98,42.98,42.98,42.98,1,1,2,53.18,53.18,53.18,53.18,1,1,1,44.71,44.71,44.55,44.55,3,1,3,110.0,110.91,110.0,110.91,4,1,4,,,,,,,
2022-07-06 12:07:00,42.98,42.98,42.98,42.98,1,1,1,53.18,53.2,53.18,53.2,3,1,3,45.0,45.0,45.0,45.0,3,1,3,110.91,110.91,110.91,110.91,2,1,2,,,,,,,
