date;ticker;close;open;high;low
25/08/2014;FTSE_all_world_index;283,8;282,23;284,04;282,19
26/08/2014;FTSE_all_world_index;284,41;283,64;284,76;283,63
27/08/2014;FTSE_all_world_index;284,81;284,27;284,93;284,27
28/08/2014;FTSE_all_world_index;283,71;284,85;284,94;283,23
29/08/2014;FTSE_all_world_index;284,33;283,81;284,33;283,29
01/09/2014;FTSE_all_world_index;284,39;284,08;284,52;284,05
02/09/2014;FTSE_all_world_index;284,14;284,32;284,65;283,58
03/09/2014;FTSE_all_world_index;285,25;284,14;286,05;284,09
04/09/2014;FTSE_all_world_index;284,72;285,34;286,03;284,14
05/09/2014;FTSE_all_world_index;284,9;284,37;284,91;283,58
08/09/2014;FTSE_all_world_index;283,95;284,7;284,83;283,06
09/09/2014;FTSE_all_world_index;282,14;283,39;283,55;281,76
10/09/2014;FTSE_all_world_index;282,13;282,2;282,25;281,07
11/09/2014;FTSE_all_world_index;282,14;282,19;282,38;281,08
12/09/2014;FTSE_all_world_index;280,83;282,02;282,08;280,49
15/09/2014;FTSE_all_world_index;280,29;280,89;280,9;279,91
16/09/2014;FTSE_all_world_index;281,02;280,33;281,69;279,48
17/09/2014;FTSE_all_world_index;281,65;281,29;282,09;280,63
18/09/2014;FTSE_all_world_index;282,57;280,71;282,6;280,71
19/09/2014;FTSE_all_world_index;282,18;282,62;283,41;281,89
22/09/2014;FTSE_all_world_index;279,8;282,21;282,28;279,62
23/09/2014;FTSE_all_world_index;278,13;279,95;280,11;278,12
24/09/2014;FTSE_all_world_index;279,24;278,06;279,37;277,29
25/09/2014;FTSE_all_world_index;276,06;279,11;279,51;275,95
26/09/2014;FTSE_all_world_index;276,65;276,09;276,86;275,18
29/09/2014;FTSE_all_world_index;275,39;276,49;276,63;274,19
30/09/2014;FTSE_all_world_index;274,72;275,41;275,75;274,19
01/10/2014;FTSE_all_world_index;271,73;274,72;274,72;271,44
02/10/2014;FTSE_all_world_index;269,96;271,96;272;268,43
03/10/2014;FTSE_all_world_index;271,12;270,09;271,4;269,61
06/10/2014;FTSE_all_world_index;272,18;271,15;273,38;271,14
07/10/2014;FTSE_all_world_index;269,57;272,72;272,72;269,57
08/10/2014;FTSE_all_world_index;270,92;269,82;271,66;267,57
09/10/2014;FTSE_all_world_index;268,27;271,61;272,76;268
10/10/2014;FTSE_all_world_index;263,92;267,91;267,94;263,88
13/10/2014;FTSE_all_world_index;262,12;263,98;265,21;262,12
14/10/2014;FTSE_all_world_index;261,73;262,48;263,3;260,7
15/10/2014;FTSE_all_world_index;259,26;261,49;261,83;256,25
16/10/2014;FTSE_all_world_index;258,47;259,53;259,78;255,53
17/10/2014;FTSE_all_world_index;261,6;258,71;262,43;258,14
20/10/2014;FTSE_all_world_index;263,55;261,5;263,78;261,49
21/10/2014;FTSE_all_world_index;267,12;263,67;267,12;263,2
22/10/2014;FTSE_all_world_index;266,81;266,99;268,47;266,68
23/10/2014;FTSE_all_world_index;268,43;266,67;269,14;265,67
24/10/2014;FTSE_all_world_index;269,63;268,49;269,68;268,13
27/10/2014;FTSE_all_world_index;269,31;269,93;270,54;268,06
28/10/2014;FTSE_all_world_index;272,27;269,23;272,27;269,2
29/10/2014;FTSE_all_world_index;272,92;272,5;273,86;271,07
30/10/2014;FTSE_all_world_index;273,4;271,92;273,63;271,16
31/10/2014;FTSE_all_world_index;276,37;273,54;276,37;273,54
03/11/2014;FTSE_all_world_index;274,89;276,01;276,05;274,66
04/11/2014;FTSE_all_world_index;274,76;275,81;275,96;273,82
05/11/2014;FTSE_all_world_index;275,67;274,64;275,67;274,09
06/11/2014;FTSE_all_world_index;275,55;275,72;275,75;274,3
07/11/2014;FTSE_all_world_index;275,36;275,26;275,92;274,82
10/11/2014;FTSE_all_world_index;276,75;275,71;276,75;275,69
11/11/2014;FTSE_all_world_index;276,95;276,55;277,39;276,36
12/11/2014;FTSE_all_world_index;276,79;277,33;277,51;276,13
13/11/2014;FTSE_all_world_index;276,88;276,45;277,62;276,21
14/11/2014;FTSE_all_world_index;276,97;276,69;277,29;276,19
17/11/2014;FTSE_all_world_index;276,44;277,1;277,11;275,89
18/11/2014;FTSE_all_world_index;278,46;276,79;278,71;276,77
19/11/2014;FTSE_all_world_index;277,95;278,42;278,43;277,08
20/11/2014;FTSE_all_world_index;278,04;277,94;278,15;276,94
21/11/2014;FTSE_all_world_index;280,16;277,98;280,7;277,97
24/11/2014;FTSE_all_world_index;280,78;280,18;281;280,13
25/11/2014;FTSE_all_world_index;281,14;280,79;281,6;280,68
26/11/2014;FTSE_all_world_index;281,95;281,16;281,95;281,08
27/11/2014;FTSE_all_world_index;281,49;281,82;281,98;281,37
28/11/2014;FTSE_all_world_index;280,55;281,24;281,43;280,18
01/12/2014;FTSE_all_world_index;278,62;280,23;280,25;278,26
02/12/2014;FTSE_all_world_index;279,45;278,34;279,45;278,34
03/12/2014;FTSE_all_world_index;280,02;279,52;280,03;279,11
04/12/2014;FTSE_all_world_index;279,65;280,12;280,54;278,95
05/12/2014;FTSE_all_world_index;279,83;279,33;280,16;279,19
08/12/2014;FTSE_all_world_index;277,88;279,82;279,87;277,74
09/12/2014;FTSE_all_world_index;276,88;277,71;277,79;275,04
10/12/2014;FTSE_all_world_index;273,33;276,21;276,5;273,33
11/12/2014;FTSE_all_world_index;273,03;273,37;274,63;272,32
12/12/2014;FTSE_all_world_index;269,4;273,31;273,52;269,35
15/12/2014;FTSE_all_world_index;266,03;269,14;269,63;265,83
16/12/2014;FTSE_all_world_index;265,74;265,82;268,78;264,64
17/12/2014;FTSE_all_world_index;268,34;265,95;268,69;264,75
18/12/2014;FTSE_all_world_index;273,69;268,43;273,77;268,23
19/12/2014;FTSE_all_world_index;275,52;274,29;275,88;274,21
22/12/2014;FTSE_all_world_index;276,77;275,57;276,77;275,53
23/12/2014;FTSE_all_world_index;276,71;276,49;276,96;276,21
24/12/2014;FTSE_all_world_index;277,01;276,92;277,42;276,92
25/12/2014;FTSE_all_world_index;276,92;277,05;277,25;276,92
26/12/2014;FTSE_all_world_index;277,5;277,12;277,83;277,08
29/12/2014;FTSE_all_world_index;278,03;277,62;278,25;277,43
30/12/2014;FTSE_all_world_index;276,4;277,73;277,75;276,35
31/12/2014;FTSE_all_world_index;274,85;276,42;276,76;274,82
01/01/2015;FTSE_all_world_index;274,85;276,42;276,76;274,82
02/01/2015;FTSE_all_world_index;274,06;274,8;275,16;273,02
05/01/2015;FTSE_all_world_index;268,97;273,34;273,61;268,75
06/01/2015;FTSE_all_world_index;266,32;268,43;268,88;265,67
07/01/2015;FTSE_all_world_index;267,57;265,97;268,02;265,86
08/01/2015;FTSE_all_world_index;272,66;268,24;272,82;268,19
09/01/2015;FTSE_all_world_index;271,31;272,9;273,29;270,69
12/01/2015;FTSE_all_world_index;270,14;271,61;271,69;269,29
13/01/2015;FTSE_all_world_index;270,46;269,81;272,91;269,5
14/01/2015;FTSE_all_world_index;268,51;270,58;270,58;266,86
15/01/2015;FTSE_all_world_index;268,28;268,47;270,68;267,23
16/01/2015;FTSE_all_world_index;269,94;268,55;270,28;267,53
19/01/2015;FTSE_all_world_index;270,79;270,43;271,12;270,14
20/01/2015;FTSE_all_world_index;271,44;270,64;272,19;270,21
21/01/2015;FTSE_all_world_index;273,26;271,25;273,59;271,25
22/01/2015;FTSE_all_world_index;275,78;273,17;275,78;272,93
23/01/2015;FTSE_all_world_index;275,61;275,57;276,72;275,35
26/01/2015;FTSE_all_world_index;276,22;275,15;276,34;274,65
27/01/2015;FTSE_all_world_index;275,35;276,38;277,08;274,34
28/01/2015;FTSE_all_world_index;272,91;274,92;275,9;272,63
29/01/2015;FTSE_all_world_index;273,21;272,33;273,21;270,72
30/01/2015;FTSE_all_world_index;270,57;273,29;273,39;270,54
02/02/2015;FTSE_all_world_index;273,02;270,51;273,02;269,86
03/02/2015;FTSE_all_world_index;276,33;273,04;276,76;272,65
04/02/2015;FTSE_all_world_index;276,48;277,04;277,46;275,96
05/02/2015;FTSE_all_world_index;278,26;276,12;278,58;275,73
06/02/2015;FTSE_all_world_index;277,15;278,59;278,7;276,55
09/02/2015;FTSE_all_world_index;276,08;277,06;277,06;275,74
10/02/2015;FTSE_all_world_index;277,53;275,99;277,53;275,67
11/02/2015;FTSE_all_world_index;276,76;277,37;277,5;275,85
12/02/2015;FTSE_all_world_index;279,91;277,07;280,24;276,88
13/02/2015;FTSE_all_world_index;281,92;280,36;281,92;280,31
16/02/2015;FTSE_all_world_index;281,97;282,12;282,31;281,66
17/02/2015;FTSE_all_world_index;282,21;281,67;282,31;281,17
18/02/2015;FTSE_all_world_index;282,91;282,51;283,25;282,16
19/02/2015;FTSE_all_world_index;283,21;283,17;283,56;282,32
20/02/2015;FTSE_all_world_index;284,22;283,02;284,26;281,86
23/02/2015;FTSE_all_world_index;284,49;284,31;284,49;283,67
24/02/2015;FTSE_all_world_index;285,28;284,3;285,66;283,85
25/02/2015;FTSE_all_world_index;285,71;285,64;286,09;285,18
26/02/2015;FTSE_all_world_index;285,31;285,79;286,34;284,71
27/02/2015;FTSE_all_world_index;285,07;285,34;285,7;284,84
02/03/2015;FTSE_all_world_index;285,56;284,83;285,56;284,7
03/03/2015;FTSE_all_world_index;284,37;285,5;285,86;283,85
04/03/2015;FTSE_all_world_index;282,95;284,03;284,18;281,77
05/03/2015;FTSE_all_world_index;283,27;283,01;283,7;282,67
06/03/2015;FTSE_all_world_index;280,1;283,32;283,74;279,76
09/03/2015;FTSE_all_world_index;279,69;279,85;280,04;279,21
10/03/2015;FTSE_all_world_index;275,06;279,55;279,6;274,98
11/03/2015;FTSE_all_world_index;274,78;274,87;275,41;274,44
12/03/2015;FTSE_all_world_index;277,54;274,73;277,54;274,73
13/03/2015;FTSE_all_world_index;276,02;277,5;277,73;274,82
16/03/2015;FTSE_all_world_index;278,9;275,85;278,95;275,81
17/03/2015;FTSE_all_world_index;278,66;279,08;279,6;277,73
18/03/2015;FTSE_all_world_index;281,42;278,74;284,12;278,51
19/03/2015;FTSE_all_world_index;281,23;283,81;283,81;280,82
20/03/2015;FTSE_all_world_index;284,71;281,39;285,66;281,35
23/03/2015;FTSE_all_world_index;285,41;285,08;286,21;284,47
24/03/2015;FTSE_all_world_index;284,69;285,54;286,36;284,69
25/03/2015;FTSE_all_world_index;282,41;284,79;285,46;282,23
26/03/2015;FTSE_all_world_index;280,29;281,78;282,08;278,99
27/03/2015;FTSE_all_world_index;280,13;280,1;280,46;279,31
30/03/2015;FTSE_all_world_index;282,24;280,13;282,46;279,65
31/03/2015;FTSE_all_world_index;280,05;282,35;282,7;280,04
01/04/2015;FTSE_all_world_index;279,93;279,94;280,64;278,8
02/04/2015;FTSE_all_world_index;281,87;280,04;282,29;280,02
03/04/2015;FTSE_all_world_index;282,06;281,92;283,38;281,89
06/04/2015;FTSE_all_world_index;284,44;283,22;284,64;282,71
07/04/2015;FTSE_all_world_index;284,43;283,72;285,5;283,68
08/04/2015;FTSE_all_world_index;285,24;284,13;286,32;284,08
09/04/2015;FTSE_all_world_index;286,26;285,1;286,3;284,98
10/04/2015;FTSE_all_world_index;287,51;286,1;287,51;285,99
13/04/2015;FTSE_all_world_index;286,67;287,42;287,95;286,67
14/04/2015;FTSE_all_world_index;287,66;286,81;287,66;286,27
15/04/2015;FTSE_all_world_index;288,18;287,38;289,41;286,93
16/04/2015;FTSE_all_world_index;289,05;288,86;290,25;288,61
17/04/2015;FTSE_all_world_index;286,22;289,59;289,62;285,69
20/04/2015;FTSE_all_world_index;287,34;286,45;287,58;285,68
21/04/2015;FTSE_all_world_index;288,05;287,19;288,75;287,15
22/04/2015;FTSE_all_world_index;288,93;287,95;289,09;287,47
23/04/2015;FTSE_all_world_index;289,86;288,85;290,6;288,37
24/04/2015;FTSE_all_world_index;291,15;289,98;291,47;289,82
27/04/2015;FTSE_all_world_index;291,55;291,22;292,73;290,89
28/04/2015;FTSE_all_world_index;291,9;291,58;292,01;290,1
29/04/2015;FTSE_all_world_index;290,6;291,86;291,89;289,97
30/04/2015;FTSE_all_world_index;287,73;290,3;290,3;287,39
01/05/2015;FTSE_all_world_index;288,9;287,85;288,9;287,47
04/05/2015;FTSE_all_world_index;289,48;288,65;289,98;288,58
05/05/2015;FTSE_all_world_index;287,03;289,45;289,59;286,91
06/05/2015;FTSE_all_world_index;286,68;286,92;287,92;285,71
07/05/2015;FTSE_all_world_index;285,65;286,46;286,48;284,52
08/05/2015;FTSE_all_world_index;289,65;285,84;290;285,83
11/05/2015;FTSE_all_world_index;288,94;289,63;290,22;288,81
12/05/2015;FTSE_all_world_index;288,12;288,78;289,03;287
13/05/2015;FTSE_all_world_index;289,09;288,05;290,2;287,91
14/05/2015;FTSE_all_world_index;291,03;289,1;291,2;288,77
15/05/2015;FTSE_all_world_index;291,83;291,16;291,89;290,79
18/05/2015;FTSE_all_world_index;292,01;291,74;292,01;291,11
19/05/2015;FTSE_all_world_index;291,32;291,73;292,23;291,09
20/05/2015;FTSE_all_world_index;291,21;291,41;292,18;290,89
21/05/2015;FTSE_all_world_index;292,06;291,24;292,36;291,17
22/05/2015;FTSE_all_world_index;291,17;292,06;292,79;290,99
25/05/2015;FTSE_all_world_index;291,17;291;291,26;290,73
26/05/2015;FTSE_all_world_index;287,67;290,84;290,93;287,14
27/05/2015;FTSE_all_world_index;289,22;287,6;289,61;287,05
28/05/2015;FTSE_all_world_index;288,6;289,42;289,84;287,67
29/05/2015;FTSE_all_world_index;286,75;289,03;289,31;286,59
01/06/2015;FTSE_all_world_index;286,59;286,76;287,78;286
02/06/2015;FTSE_all_world_index;287,1;286,59;288,05;285,83
03/06/2015;FTSE_all_world_index;287,99;287,32;288,71;286,75
04/06/2015;FTSE_all_world_index;285,7;287,85;287,98;285,38
05/06/2015;FTSE_all_world_index;283,33;285,38;285,47;282,46
08/06/2015;FTSE_all_world_index;282,03;283,4;283,65;282,03
09/06/2015;FTSE_all_world_index;281,73;282,74;282,84;280,83
10/06/2015;FTSE_all_world_index;285,53;281,97;286,04;281,96
11/06/2015;FTSE_all_world_index;285,87;285,4;286,65;285,34
12/06/2015;FTSE_all_world_index;284,66;286,08;286,3;284
15/06/2015;FTSE_all_world_index;282,51;284,46;284,49;281,69
16/06/2015;FTSE_all_world_index;283,25;282,73;283,42;281,58
17/06/2015;FTSE_all_world_index;283,14;283,38;284,59;282,55
18/06/2015;FTSE_all_world_index;286,03;284,16;286,39;283,6
19/06/2015;FTSE_all_world_index;285,16;285,86;286,49;285,16
22/06/2015;FTSE_all_world_index;288,54;285,39;289,02;285,32
23/06/2015;FTSE_all_world_index;288,66;288,28;289,12;288,21
24/06/2015;FTSE_all_world_index;287,3;288,68;289,29;287,3
25/06/2015;FTSE_all_world_index;286,53;287,5;287,59;286,53
26/06/2015;FTSE_all_world_index;285,52;286,64;286,65;285,2
29/06/2015;FTSE_all_world_index;279,35;285,74;285,76;279,35
30/06/2015;FTSE_all_world_index;279,5;279,62;281,23;279,1
01/07/2015;FTSE_all_world_index;281,17;279,4;281,68;279,37
02/07/2015;FTSE_all_world_index;281,19;280,74;281,81;280,68
03/07/2015;FTSE_all_world_index;280,56;281,18;281,24;280,35
06/07/2015;FTSE_all_world_index;277,73;280,34;280,34;276,63
07/07/2015;FTSE_all_world_index;276,68;277,66;278,1;273,97
08/07/2015;FTSE_all_world_index;273,22;276,99;277,03;273,22
09/07/2015;FTSE_all_world_index;275,22;273,32;277,03;272,31
10/07/2015;FTSE_all_world_index;279,28;275,25;279,5;275,2
13/07/2015;FTSE_all_world_index;281,81;279,22;281,92;279,19
14/07/2015;FTSE_all_world_index;283,29;281,75;283,63;281,63
15/07/2015;FTSE_all_world_index;283,04;283,45;283,72;282,7
16/07/2015;FTSE_all_world_index;285,14;283,04;285,14;282,9
17/07/2015;FTSE_all_world_index;284,96;284,99;285,42;284,38
20/07/2015;FTSE_all_world_index;284,96;284,77;285,2;284,34
21/07/2015;FTSE_all_world_index;284,52;284,75;285,22;284,29
22/07/2015;FTSE_all_world_index;282,62;284,53;284,54;282,26
23/07/2015;FTSE_all_world_index;281,85;282,71;283,42;281,67
24/07/2015;FTSE_all_world_index;278,98;281,85;281,87;278,76
27/07/2015;FTSE_all_world_index;276,69;278,96;278,97;276,3
28/07/2015;FTSE_all_world_index;278,57;276,5;278,98;275,98
29/07/2015;FTSE_all_world_index;280,79;278,9;280,91;278,86
30/07/2015;FTSE_all_world_index;280,47;280,48;280,86;279,1
31/07/2015;FTSE_all_world_index;281,55;280,56;282,29;280,54
03/08/2015;FTSE_all_world_index;280,62;281,15;281,17;279,73
04/08/2015;FTSE_all_world_index;280,38;280,41;280,97;279,65
05/08/2015;FTSE_all_world_index;280,88;279,88;281,91;279,64
06/08/2015;FTSE_all_world_index;279,32;281,07;281,41;278,9
07/08/2015;FTSE_all_world_index;278,59;279,48;279,48;277,99
10/08/2015;FTSE_all_world_index;281,42;278,67;281,84;278,4
11/08/2015;FTSE_all_world_index;278,71;281,76;282,03;277,92
12/08/2015;FTSE_all_world_index;277,13;278,66;278,66;274,64
13/08/2015;FTSE_all_world_index;277,09;276,95;277,96;276,7
14/08/2015;FTSE_all_world_index;277,43;277,23;277,57;276,69
17/08/2015;FTSE_all_world_index;277,88;277,39;277,99;275,92
18/08/2015;FTSE_all_world_index;276,96;277,81;278,08;276,77
19/08/2015;FTSE_all_world_index;274,12;276,98;277,13;273,52
20/08/2015;FTSE_all_world_index;269,72;274,54;274,56;269,72
21/08/2015;FTSE_all_world_index;262,56;269,92;269,94;262,56
24/08/2015;FTSE_all_world_index;252,46;262,84;262,84;249,56
25/08/2015;FTSE_all_world_index;252,1;252,51;257,87;251,3
26/08/2015;FTSE_all_world_index;256,72;252,57;256,72;251,69
27/08/2015;FTSE_all_world_index;262,34;256,32;262,62;256,28
28/08/2015;FTSE_all_world_index;263,72;262,46;263,94;262,46
31/08/2015;FTSE_all_world_index;261,89;263,65;263,69;261,21
01/09/2015;FTSE_all_world_index;254,93;262,12;262,15;254,27
02/09/2015;FTSE_all_world_index;256,83;254,96;256,88;254,26
03/09/2015;FTSE_all_world_index;258,02;256,82;259,89;256,78
04/09/2015;FTSE_all_world_index;253,72;258,19;258,33;253,13
07/09/2015;FTSE_all_world_index;253,8;253,78;254,32;253,37
08/09/2015;FTSE_all_world_index;258,17;253,85;258,35;253,78
09/09/2015;FTSE_all_world_index;259,07;258,36;262,87;258,32
10/09/2015;FTSE_all_world_index;258,46;259,18;259,72;257,27
11/09/2015;FTSE_all_world_index;258,64;258,81;259,01;257,27
14/09/2015;FTSE_all_world_index;257,87;259,02;259,5;257,59
15/09/2015;FTSE_all_world_index;259,76;257,98;260,09;257,65
16/09/2015;FTSE_all_world_index;263,08;259,77;263,17;259,76
17/09/2015;FTSE_all_world_index;263,1;263,08;265,95;263,06
18/09/2015;FTSE_all_world_index;260,01;263,67;263,71;259,19
21/09/2015;FTSE_all_world_index;259,33;259,42;260,49;258,71
22/09/2015;FTSE_all_world_index;255,12;259,32;259,58;254,18
23/09/2015;FTSE_all_world_index;254,02;255,11;255,4;253,73
24/09/2015;FTSE_all_world_index;252,49;254,08;254,1;250,6
25/09/2015;FTSE_all_world_index;253,66;252,1;255,24;251,86
28/09/2015;FTSE_all_world_index;248,59;253,79;253,86;248,46
29/09/2015;FTSE_all_world_index;246,96;248,53;248,54;246,28
30/09/2015;FTSE_all_world_index;251,94;247,1;252;247,08
01/10/2015;FTSE_all_world_index;253,01;251,99;253,69;251,35
02/10/2015;FTSE_all_world_index;255,93;252,83;255,93;251,07
05/10/2015;FTSE_all_world_index;260,78;255,83;260,88;255,81
06/10/2015;FTSE_all_world_index;261,53;260,81;262,31;260,74
07/10/2015;FTSE_all_world_index;263,98;261,69;264,86;261,64
08/10/2015;FTSE_all_world_index;265,31;263,96;265,75;263,2
09/10/2015;FTSE_all_world_index;267,12;265,72;267,73;265,67
12/10/2015;FTSE_all_world_index;267,4;267,15;267,71;266,84
13/10/2015;FTSE_all_world_index;265,16;267,25;267,26;264,92
14/10/2015;FTSE_all_world_index;263,86;265,05;265,3;263,86
15/10/2015;FTSE_all_world_index;267,62;264,34;267,76;264,26
16/10/2015;FTSE_all_world_index;268,76;267,68;268,76;267,68
19/10/2015;FTSE_all_world_index;268,29;268,65;268,97;267,44
20/10/2015;FTSE_all_world_index;267,88;268,19;268,65;267,48
21/10/2015;FTSE_all_world_index;267,1;267,79;268,7;266,85
22/10/2015;FTSE_all_world_index;269,4;266,91;269,47;266,57
23/10/2015;FTSE_all_world_index;272,18;269,19;272,44;269,17
26/10/2015;FTSE_all_world_index;271,92;272,33;272,61;271,74
27/10/2015;FTSE_all_world_index;270,49;271,83;271,87;269,87
28/10/2015;FTSE_all_world_index;272,94;270,31;272,94;270,1
29/10/2015;FTSE_all_world_index;271,38;272,18;272,23;270,74
30/10/2015;FTSE_all_world_index;271,38;271,59;272,33;271,13
02/11/2015;FTSE_all_world_index;272,69;270,9;272,69;270,37
03/11/2015;FTSE_all_world_index;273,33;272,68;273,93;271,99
04/11/2015;FTSE_all_world_index;273,06;273,88;274,59;272,55
05/11/2015;FTSE_all_world_index;272,51;273,09;273,51;271,7
06/11/2015;FTSE_all_world_index;271,23;272,61;272,62;270,04
09/11/2015;FTSE_all_world_index;269,17;271,33;271,59;268,51
10/11/2015;FTSE_all_world_index;268,7;269,03;269,08;267,72
11/11/2015;FTSE_all_world_index;268,95;269,04;269,95;268,77
12/11/2015;FTSE_all_world_index;266,08;269,05;269,43;266,08
13/11/2015;FTSE_all_world_index;263,26;266,02;266,02;263,26
16/11/2015;FTSE_all_world_index;264,85;262,9;264,85;262,39
17/11/2015;FTSE_all_world_index;266,46;265,15;267,54;265,12
18/11/2015;FTSE_all_world_index;268,55;266,62;268,79;266,03
19/11/2015;FTSE_all_world_index;270,36;269,19;270,72;269,18
20/11/2015;FTSE_all_world_index;270,87;270,11;271,73;270,05
23/11/2015;FTSE_all_world_index;270;270,63;270,9;269,71
24/11/2015;FTSE_all_world_index;269,68;270;270,19;268,16
25/11/2015;FTSE_all_world_index;269,89;269,7;270,48;269,54
26/11/2015;FTSE_all_world_index;270,81;270,43;270,81;270,15
27/11/2015;FTSE_all_world_index;269,92;270,74;270,74;269,5
30/11/2015;FTSE_all_world_index;268,73;269,53;269,78;268,73
01/12/2015;FTSE_all_world_index;271,35;269,05;271,57;269,05
02/12/2015;FTSE_all_world_index;269,26;271,48;271,67;269,26
03/12/2015;FTSE_all_world_index;266,68;269,38;269,95;266,68
04/12/2015;FTSE_all_world_index;268,72;266,83;268,81;265,59
07/12/2015;FTSE_all_world_index;267,46;268,95;269,22;266,66
08/12/2015;FTSE_all_world_index;264,75;267,25;267,27;263,93
09/12/2015;FTSE_all_world_index;263,87;264,77;266,62;263,31
10/12/2015;FTSE_all_world_index;263,57;263,91;264,6;263,19
11/12/2015;FTSE_all_world_index;259,43;263,5;263,54;259,18
14/12/2015;FTSE_all_world_index;258,56;258,62;259,31;256,8
15/12/2015;FTSE_all_world_index;260,8;258,36;261,59;258,27
16/12/2015;FTSE_all_world_index;264,29;261,46;264,47;261,44
17/12/2015;FTSE_all_world_index;262,7;264,64;265,88;262,61
18/12/2015;FTSE_all_world_index;259,34;262,58;263,03;259,34
21/12/2015;FTSE_all_world_index;260,12;259,17;261,07;259,04
22/12/2015;FTSE_all_world_index;261,81;260,11;262,02;260,06
23/12/2015;FTSE_all_world_index;265,12;261,86;265,38;261,86
24/12/2015;FTSE_all_world_index;265,52;265,55;265,92;265,35
25/12/2015;FTSE_all_world_index;265,43;265,57;265,6;265,4
28/12/2015;FTSE_all_world_index;264,9;265,52;265,63;264,04
29/12/2015;FTSE_all_world_index;267,06;264,87;267,46;264,85
30/12/2015;FTSE_all_world_index;265,54;267,4;267,43;265,54
31/12/2015;FTSE_all_world_index;263,71;265,62;265,7;263,71
01/01/2016;FTSE_all_world_index;263,71;265,62;265,7;263,71
04/01/2016;FTSE_all_world_index;258,33;263,6;263,6;256,53
05/01/2016;FTSE_all_world_index;258,28;258,23;258,89;257,47
06/01/2016;FTSE_all_world_index;255,09;258,39;258,41;254,52
07/01/2016;FTSE_all_world_index;249,62;255,15;255,15;249,62
08/01/2016;FTSE_all_world_index;247,57;249,82;250,96;247,39
11/01/2016;FTSE_all_world_index;246,47;247,47;248,22;245,06
12/01/2016;FTSE_all_world_index;246,93;246,21;248,4;245,54
13/01/2016;FTSE_all_world_index;244,79;247,61;249,6;244,62
14/01/2016;FTSE_all_world_index;245,13;244,02;246,1;241,85
15/01/2016;FTSE_all_world_index;240,72;245,63;245,63;239,11
18/01/2016;FTSE_all_world_index;239,5;239,82;240,56;239,5
19/01/2016;FTSE_all_world_index;240,76;239,53;242,44;239,28
20/01/2016;FTSE_all_world_index;235,89;240,6;240,67;232,57
21/01/2016;FTSE_all_world_index;236,52;236,05;238,21;234,42
22/01/2016;FTSE_all_world_index;242,85;237,54;243,17;237,51
25/01/2016;FTSE_all_world_index;240,86;242,95;243,63;240,83
26/01/2016;FTSE_all_world_index;242,62;240,37;242,9;239,03
27/01/2016;FTSE_all_world_index;242,35;243,23;244,72;241,74
28/01/2016;FTSE_all_world_index;242,73;242,2;243,92;241,05
29/01/2016;FTSE_all_world_index;247,58;242,71;247,7;242,49
01/02/2016;FTSE_all_world_index;248,25;248,01;248,86;246,36
02/02/2016;FTSE_all_world_index;243,91;248,22;248,38;243,65
03/02/2016;FTSE_all_world_index;243,93;243,29;244,66;240,48
04/02/2016;FTSE_all_world_index;245,64;244,24;246,88;244,18
05/02/2016;FTSE_all_world_index;242,17;245,52;245,92;241,67
08/02/2016;FTSE_all_world_index;238,47;241,81;242,61;237,01
09/02/2016;FTSE_all_world_index;236,8;237,63;237,69;235,21
10/02/2016;FTSE_all_world_index;236,47;236,44;239,04;235,71
11/02/2016;FTSE_all_world_index;233,43;237,05;237,3;232,13
12/02/2016;FTSE_all_world_index;235,71;232,63;235,83;231,94
15/02/2016;FTSE_all_world_index;238,85;236,78;239,31;236,72
16/02/2016;FTSE_all_world_index;241,18;238,93;241,18;238,85
17/02/2016;FTSE_all_world_index;244,72;241,03;244,99;240,56
18/02/2016;FTSE_all_world_index;245,06;245,38;246,26;244,63
19/02/2016;FTSE_all_world_index;244,1;244,75;244,8;242,66
22/02/2016;FTSE_all_world_index;247,18;244,28;247,28;244,2
23/02/2016;FTSE_all_world_index;244,6;247,54;247,54;244,37
24/02/2016;FTSE_all_world_index;243,45;243,98;244,29;240,43
25/02/2016;FTSE_all_world_index;246,14;243,49;246,2;243,32
26/02/2016;FTSE_all_world_index;246,33;246,5;247,81;246,1
29/02/2016;FTSE_all_world_index;245,32;246,63;247,09;245,29
01/03/2016;FTSE_all_world_index;249,7;245,28;249,85;245,27
02/03/2016;FTSE_all_world_index;252,15;250,55;252,49;250,35
03/03/2016;FTSE_all_world_index;254,02;252,74;254,2;252,56
04/03/2016;FTSE_all_world_index;255,82;254,03;256,51;254
07/03/2016;FTSE_all_world_index;255,89;255,72;256,48;254,39
08/03/2016;FTSE_all_world_index;253,68;256,03;256,03;253,42
09/03/2016;FTSE_all_world_index;254,29;253,2;254,67;252,78
10/03/2016;FTSE_all_world_index;254,24;254,29;256,35;253,02
11/03/2016;FTSE_all_world_index;258,68;254,15;258,69;254,11
14/03/2016;FTSE_all_world_index;259,01;259,02;259,62;258,26
15/03/2016;FTSE_all_world_index;257,41;258,81;258,9;256,62
16/03/2016;FTSE_all_world_index;257,72;257,18;259,46;256,41
17/03/2016;FTSE_all_world_index;261,69;259,42;262,22;259,35
18/03/2016;FTSE_all_world_index;262,35;261,55;262,6;261,36
21/03/2016;FTSE_all_world_index;262,14;262,11;262,47;261,32
22/03/2016;FTSE_all_world_index;262,2;262,33;262,53;261
