,date,ticker,maturity,opening_contracts,closing_contracts,trading_number,trading_contracts,volume,oscilation,open,low,high,mean,close,adjustment,points_delta,last_buy,last_sell
0,2018-01-02,WIN,G18,71.009,71.212,297.839,1.080.758,16.846.839.175,77.040,76.980,78.420,77.940,78.295,78.313,"1,9",1.470,0,0
1,2018-01-02,WIN,J18,4,5,5,6,93.932,77.380,77.380,78.900,78.277,78.900,79.119,"1,9",1.478,0,0
2,2018-01-02,WIN,M18,0,0,0,0,0,0,0,0,0,0,79.815,"1,9",1.486,0,0
3,2018-01-02,WIN,Q18,0,0,0,0,0,0,0,0,0,0,80.665,"1,9",1.501,0,0
4,2018-01-02,WIN,V18,0,0,0,0,0,0,0,0,0,0,81.501,"1,9",1.503,0,0
5,2018-01-02,WIN,Z18,0,0,0,0,0,0,0,0,0,0,82.295,"1,9",1.502,0,0
6,2018-01-02,WIN,G19,0,0,0,0,0,0,0,0,0,0,83.274,"1,8",1.492,0,0
7,2018-01-02,WIN,J19,0,0,0,0,0,0,0,0,0,0,84.311,"1,8",1.478,0,0
8,2018-01-02,WIN,M19,0,0,0,0,0,0,0,0,0,0,85.311,"1,8",1.469,0,0
9,2018-01-02,WIN,Q19,0,0,0,0,0,0,0,0,0,0,86.571,"1,7",1.449,0,0
10,2018-01-02,WIN,V19,0,0,0,0,0,0,0,0,0,0,87.928,"1,7",1.434,0,0
11,2018-01-02,WIN,Z19,0,0,0,0,0,0,0,0,0,0,89.322,"1,6",1.445,0,0
12,2018-01-02,WIN,G20,0,0,0,0,0,0,0,0,0,0,90.609,"3,0",2.609,0,0
15,2018-01-03,WIN,G18,71.212,72.574,404.557,1.434.381,22.525.934.706,78.400,78.060,78.970,78.521,78.400,78.457,"0,2",144,0,0
16,2018-01-03,WIN,J18,5,5,0,0,0,0,0,0,0,0,79.263,"0,2",144,0,0
17,2018-01-03,WIN,M18,0,0,0,0,0,0,0,0,0,0,79.959,"0,2",144,0,0
18,2018-01-03,WIN,Q18,0,0,0,0,0,0,0,0,0,0,80.809,"0,2",144,0,0
19,2018-01-03,WIN,V18,0,0,0,0,0,0,0,0,0,0,81.638,"0,2",137,0,0
20,2018-01-03,WIN,Z18,0,0,0,0,0,0,0,0,0,0,82.426,"0,2",131,0,0
21,2018-01-03,WIN,G19,0,0,0,0,0,0,0,0,0,0,83.406,"0,2",132,0,0
22,2018-01-03,WIN,J19,0,0,0,0,0,0,0,0,0,0,84.447,"0,2",136,0,0
23,2018-01-03,WIN,M19,0,0,0,0,0,0,0,0,0,0,85.453,"0,2",142,0,0
24,2018-01-03,WIN,Q19,0,0,0,0,0,0,0,0,0,0,86.722,"0,2",151,0,0
25,2018-01-03,WIN,V19,0,0,0,0,0,0,0,0,0,0,88.084,"0,2",156,0,0
26,2018-01-03,WIN,Z19,0,0,0,0,0,0,0,0,0,0,89.469,"0,2",147,0,0
27,2018-01-03,WIN,G20,0,0,0,0,0,0,0,0,0,0,90.745,"0,2",136,0,0
30,2018-01-04,WIN,G18,72.574,71.801,455.394,1.713.874,27.168.115.784,78.620,78.505,79.710,79.259,79.185,79.198,"0,9",741,0,0
31,2018-01-04,WIN,J18,5,7,3,4,64.080,80.000,80.000,80.400,80.100,80.400,80.010,"0,9",747,0,0
32,2018-01-04,WIN,M18,0,0,0,0,0,0,0,0,0,0,80.712,"0,9",753,0,0
33,2018-01-04,WIN,Q18,0,0,0,0,0,0,0,0,0,0,81.571,"0,9",762,0,0
34,2018-01-04,WIN,V18,0,0,0,0,0,0,0,0,0,0,82.402,"0,9",764,0,0
35,2018-01-04,WIN,Z18,0,0,0,0,0,0,0,0,0,0,83.200,"0,9",774,0,0
36,2018-01-04,WIN,G19,0,0,0,0,0,0,0,0,0,0,84.187,"0,9",781,0,0
37,2018-01-04,WIN,J19,0,0,0,0,0,0,0,0,0,0,85.237,"0,9",790,0,0
38,2018-01-04,WIN,M19,0,0,0,0,0,0,0,0,0,0,86.257,"0,9",804,0,0
39,2018-01-04,WIN,Q19,0,0,0,0,0,0,0,0,0,0,87.539,"0,9",817,0,0
40,2018-01-04,WIN,V19,0,0,0,0,0,0,0,0,0,0,88.916,"0,9",832,0,0
41,2018-01-04,WIN,Z19,0,0,0,0,0,0,0,0,0,0,90.325,"1,0",856,0,0
42,2018-01-04,WIN,G20,0,0,0,0,0,0,0,0,0,0,91.616,"1,0",871,0,0
45,2018-01-05,WIN,G18,71.801,73.560,493.642,1.745.350,27.649.210.914,79.440,78.685,79.630,79.208,79.630,79.481,"0,4",283,0,0
46,2018-01-05,WIN,J18,7,5,4,4,64.020,79.905,79.615,80.385,80.025,80.385,80.303,"0,4",293,0,0
47,2018-01-05,WIN,M18,0,0,0,0,0,0,0,0,0,0,81.007,"0,4",295,0,0
48,2018-01-05,WIN,Q18,0,0,0,0,0,0,0,0,0,0,81.871,"0,4",300,0,0
49,2018-01-05,WIN,V18,0,0,0,0,0,0,0,0,0,0,82.713,"0,4",311,0,0
50,2018-01-05,WIN,Z18,0,0,0,0,0,0,0,0,0,0,83.519,"0,4",319,0,0
51,2018-01-05,WIN,G19,0,0,0,0,0,0,0,0,0,0,84.512,"0,4",325,0,0
52,2018-01-05,WIN,J19,0,0,0,0,0,0,0,0,0,0,85.573,"0,4",336,0,0
53,2018-01-05,WIN,M19,0,0,0,0,0,0,0,0,0,0,86.608,"0,4",351,0,0
54,2018-01-05,WIN,Q19,0,0,0,0,0,0,0,0,0,0,87.916,"0,4",377,0,0
55,2018-01-05,WIN,V19,0,0,0,0,0,0,0,0,0,0,89.319,"0,5",403,0,0
56,2018-01-05,WIN,Z19,0,0,0,0,0,0,0,0,0,0,90.742,"0,5",417,0,0
57,2018-01-05,WIN,G20,0,0,0,0,0,0,0,0,0,0,92.046,"0,5",430,0,0
60,2018-01-08,WIN,G18,73.560,80.107,438.556,1.599.762,25.426.835.373,79.800,79.050,79.925,79.471,79.840,79.829,"0,4",348,0,0
61,2018-01-08,WIN,J18,5,5,0,0,0,0,0,0,0,0,80.653,"0,4",350,0,0
62,2018-01-08,WIN,M18,0,0,0,0,0,0,0,0,0,0,81.361,"0,4",354,0,0
63,2018-01-08,WIN,Q18,0,0,0,0,0,0,0,0,0,0,82.231,"0,4",360,0,0
64,2018-01-08,WIN,V18,0,0,0,0,0,0,0,0,0,0,83.080,"0,4",367,0,0
65,2018-01-08,WIN,Z18,0,0,0,0,0,0,0,0,0,0,83.895,"0,5",376,0,0
66,2018-01-08,WIN,G19,0,0,0,0,0,0,0,0,0,0,84.892,"0,4",380,0,0
67,2018-01-08,WIN,J19,0,0,0,0,0,0,0,0,0,0,85.955,"0,4",382,0,0
68,2018-01-08,WIN,M19,0,0,0,0,0,0,0,0,0,0,86.988,"0,4",380,0,0
69,2018-01-08,WIN,Q19,0,0,0,0,0,0,0,0,0,0,88.299,"0,4",383,0,0
70,2018-01-08,WIN,V19,0,0,0,0,0,0,0,0,0,0,89.704,"0,4",385,0,0
71,2018-01-08,WIN,Z19,0,0,0,0,0,0,0,0,0,0,91.122,"0,4",380,0,0
72,2018-01-08,WIN,G20,0,0,0,0,0,0,0,0,0,0,92.418,"0,4",372,0,0
75,2018-01-09,WIN,G18,80.107,81.243,413.844,1.550.791,24.671.857.284,79.730,79.100,79.945,79.546,79.235,79.242,"0,7",587,0,0
76,2018-01-09,WIN,J18,5,5,1,1,16.023,80.115,80.115,80.115,80.115,80.115,80.058,"0,7",595,0,0
77,2018-01-09,WIN,M18,0,0,0,0,0,0,0,0,0,0,80.762,"0,7",599,0,0
78,2018-01-09,WIN,Q18,0,0,0,0,0,0,0,0,0,0,81.627,"0,7",604,0,0
79,2018-01-09,WIN,V18,0,0,0,0,0,0,0,0,0,0,82.472,"0,7",608,0,0
80,2018-01-09,WIN,Z18,0,0,0,0,0,0,0,0,0,0,83.279,"0,7",616,0,0
81,2018-01-09,WIN,G19,0,0,0,0,0,0,0,0,0,0,84.273,"0,7",619,0,0
82,2018-01-09,WIN,J19,0,0,0,0,0,0,0,0,0,0,85.335,"0,7",620,0,0
83,2018-01-09,WIN,M19,0,0,0,0,0,0,0,0,0,0,86.368,"0,7",620,0,0
84,2018-01-09,WIN,Q19,0,0,0,0,0,0,0,0,0,0,87.666,"0,7",633,0,0
85,2018-01-09,WIN,V19,0,0,0,0,0,0,0,0,0,0,89.059,"0,7",645,0,0
86,2018-01-09,WIN,Z19,0,0,0,0,0,0,0,0,0,0,90.478,"0,7",644,0,0
87,2018-01-09,WIN,G20,0,0,0,0,0,0,0,0,0,0,91.779,"0,7",639,0,0
90,2018-01-10,WIN,G18,81.243,84.898,440.123,1.541.018,24.279.808.122,78.880,78.510,79.020,78.778,78.675,78.638,"0,8",604,0,0
91,2018-01-10,WIN,J18,5,5,0,0,0,0,0,0,0,0,79.451,"0,8",607,0,0
92,2018-01-10,WIN,M18,0,0,0,0,0,0,0,0,0,0,80.155,"0,8",607,0,0
93,2018-01-10,WIN,Q18,0,0,0,0,0,0,0,0,0,0,81.020,"0,7",607,0,0
94,2018-01-10,WIN,V18,0,0,0,0,0,0,0,0,0,0,81.868,"0,7",604,0,0
95,2018-01-10,WIN,Z18,0,0,0,0,0,0,0,0,0,0,82.680,"0,7",599,0,0
96,2018-01-10,WIN,G19,0,0,0,0,0,0,0,0,0,0,83.678,"0,7",595,0,0
97,2018-01-10,WIN,J19,0,0,0,0,0,0,0,0,0,0,84.740,"0,7",595,0,0
98,2018-01-10,WIN,M19,0,0,0,0,0,0,0,0,0,0,85.765,"0,7",603,0,0
99,2018-01-10,WIN,Q19,0,0,0,0,0,0,0,0,0,0,87.065,"0,7",601,0,0
100,2018-01-10,WIN,V19,0,0,0,0,0,0,0,0,0,0,88.457,"0,7",602,0,0
101,2018-01-10,WIN,Z19,0,0,0,0,0,0,0,0,0,0,89.852,"0,7",626,0,0
102,2018-01-10,WIN,G20,0,0,0,0,0,0,0,0,0,0,91.135,"0,7",644,0,0
105,2018-01-11,WIN,G18,84.898,84.367,408.070,1.489.910,23.576.938.826,78.540,78.530,79.850,79.122,79.805,79.790,"1,5",1.152,0,0
106,2018-01-11,WIN,J18,5,6,2,2,32.096,79.985,79.985,80.495,80.240,80.495,80.622,"1,5",1.171,0,0
107,2018-01-11,WIN,M18,0,0,0,0,0,0,0,0,0,0,81.340,"1,5",1.185,0,0
108,2018-01-11,WIN,Q18,0,0,0,0,0,0,0,0,0,0,82.229,"1,5",1.209,0,0
109,2018-01-11,WIN,V18,0,0,0,0,0,0,0,0,0,0,83.091,"1,5",1.223,0,0
110,2018-01-11,WIN,Z18,0,0,0,0,0,0,0,0,0,0,83.912,"1,5",1.232,0,0
111,2018-01-11,WIN,G19,0,0,0,0,0,0,0,0,0,0,84.919,"1,5",1.241,0,0
112,2018-01-11,WIN,J19,0,0,0,0,0,0,0,0,0,0,85.992,"1,5",1.252,0,0
113,2018-01-11,WIN,M19,0,0,0,0,0,0,0,0,0,0,87.033,"1,5",1.268,0,0
114,2018-01-11,WIN,Q19,0,0,0,0,0,0,0,0,0,0,88.339,"1,5",1.274,0,0
115,2018-01-11,WIN,V19,0,0,0,0,0,0,0,0,0,0,89.740,"1,5",1.283,0,0
116,2018-01-11,WIN,Z19,0,0,0,0,0,0,0,0,0,0,91.164,"1,5",1.312,0,0
117,2018-01-11,WIN,G20,0,0,0,0,0,0,0,0,0,0,92.467,"1,5",1.332,0,0
120,2018-01-12,WIN,G18,84.367,80.303,508.288,1.786.159,28.418.977.134,79.375,79.220,79.900,79.553,79.705,79.714,"0,1",76,0,0
121,2018-01-12,WIN,J18,6,15,3,13,209.320,80.400,80.400,80.900,80.508,80.600,80.548,"0,1",74,0,0
122,2018-01-12,WIN,M18,0,0,0,0,0,0,0,0,0,0,81.269,"0,1",71,0,0
123,2018-01-12,WIN,Q18,0,0,0,0,0,0,0,0,0,0,82.163,"0,1",66,0,0
124,2018-01-12,WIN,V18,0,0,0,0,0,0,0,0,0,0,83.031,"0,1",60,0,0
125,2018-01-12,WIN,Z18,0,0,0,0,0,0,0,0,0,0,83.857,"0,1",55,0,0
126,2018-01-12,WIN,G19,0,0,0,0,0,0,0,0,0,0,84.870,"0,1",49,0,0
127,2018-01-12,WIN,J19,0,0,0,0,0,0,0,0,0,0,85.947,"0,1",45,0,0
128,2018-01-12,WIN,M19,0,0,0,0,0,0,0,0,0,0,86.985,"0,1",48,0,0
129,2018-01-12,WIN,Q19,0,0,0,0,0,0,0,0,0,0,88.278,"0,1",61,0,0
130,2018-01-12,WIN,V19,0,0,0,0,0,0,0,0,0,0,89.669,"0,1",71,0,0
131,2018-01-12,WIN,Z19,0,0,0,0,0,0,0,0,0,0,91.104,"0,1",60,0,0
132,2018-01-12,WIN,G20,0,0,0,0,0,0,0,0,0,0,92.402,"0,1",65,0,0
135,2018-01-15,WIN,G18,80.303,82.113,322.591,1.148.909,18.403.021.842,79.800,79.675,80.285,80.089,80.275,80.191,"0,6",477,0,0
136,2018-01-15,WIN,J18,15,15,0,0,0,0,0,0,0,0,81.029,"0,6",481,0,0
137,2018-01-15,WIN,M18,0,0,0,0,0,0,0,0,0,0,81.751,"0,6",482,0,0
138,2018-01-15,WIN,Q18,0,0,0,0,0,0,0,0,0,0,82.645,"0,6",482,0,0
139,2018-01-15,WIN,V18,0,0,0,0,0,0,0,0,0,0,83.514,"0,6",483,0,0
140,2018-01-15,WIN,Z18,0,0,0,0,0,0,0,0,0,0,84.338,"0,6",481,0,0
141,2018-01-15,WIN,G19,0,0,0,0,0,0,0,0,0,0,85.352,"0,6",482,0,0
142,2018-01-15,WIN,J19,0,0,0,0,0,0,0,0,0,0,86.430,"0,6",483,0,0
143,2018-01-15,WIN,M19,0,0,0,0,0,0,0,0,0,0,87.470,"0,6",485,0,0
144,2018-01-15,WIN,Q19,0,0,0,0,0,0,0,0,0,0,88.765,"0,6",487,0,0
145,2018-01-15,WIN,V19,0,0,0,0,0,0,0,0,0,0,90.156,"0,5",487,0,0
146,2018-01-15,WIN,Z19,0,0,0,0,0,0,0,0,0,0,91.582,"0,5",478,0,0
147,2018-01-15,WIN,G20,0,0,0,0,0,0,0,0,0,0,92.888,"0,5",486,0,0
150,2018-01-16,WIN,G18,82.113,89.441,519.084,1.909.216,30.694.657.412,80.470,79.975,80.645,80.386,80.185,80.161,"0,0",30,0,0
151,2018-01-16,WIN,J18,15,15,0,0,0,0,0,0,0,0,81.036,"0,0",7,0,0
152,2018-01-16,WIN,M18,0,0,0,0,0,0,0,0,0,0,81.792,"0,1",41,0,0
153,2018-01-16,WIN,Q18,0,0,0,0,0,0,0,0,0,0,82.725,"0,1",80,0,0
154,2018-01-16,WIN,V18,0,0,0,0,0,0,0,0,0,0,83.632,"0,1",118,0,0
155,2018-01-16,WIN,Z18,0,0,0,0,0,0,0,0,0,0,84.496,"0,2",158,0,0
156,2018-01-16,WIN,G19,0,0,0,0,0,0,0,0,0,0,85.551,"0,2",199,0,0
157,2018-01-16,WIN,J19,0,0,0,0,0,0,0,0,0,0,86.668,"0,3",238,0,0
158,2018-01-16,WIN,M19,0,0,0,0,0,0,0,0,0,0,87.746,"0,3",276,0,0
159,2018-01-16,WIN,Q19,0,0,0,0,0,0,0,0,0,0,89.094,"0,4",329,0,0
160,2018-01-16,WIN,V19,0,0,0,0,0,0,0,0,0,0,90.545,"0,4",389,0,0
161,2018-01-16,WIN,Z19,0,0,0,0,0,0,0,0,0,0,92.045,"0,5",463,0,0
162,2018-01-16,WIN,G20,0,0,0,0,0,0,0,0,0,0,93.402,"0,6",514,0,0
165,2018-01-17,WIN,G18,89.441,102.356,474.080,1.739.927,28.106.507.065,80.150,80.030,81.660,80.769,81.600,81.586,"1,8",1.425,0,0
166,2018-01-17,WIN,J18,15,20,4,5,81.984,81.850,81.850,82.380,81.984,82.380,82.477,"1,8",1.441,0,0
167,2018-01-17,WIN,M18,0,0,0,0,0,0,0,0,0,0,83.245,"1,8",1.453,0,0
168,2018-01-17,WIN,Q18,0,0,0,0,0,0,0,0,0,0,84.193,"1,8",1.468,0,0
169,2018-01-17,WIN,V18,0,0,0,0,0,0,0,0,0,0,85.120,"1,8",1.488,0,0
170,2018-01-17,WIN,Z18,0,0,0,0,0,0,0,0,0,0,86.001,"1,8",1.505,0,0
171,2018-01-17,WIN,G19,0,0,0,0,0,0,0,0,0,0,87.078,"1,8",1.527,0,0
172,2018-01-17,WIN,J19,0,0,0,0,0,0,0,0,0,0,88.220,"1,8",1.552,0,0
173,2018-01-17,WIN,M19,0,0,0,0,0,0,0,0,0,0,89.325,"1,8",1.579,0,0
174,2018-01-17,WIN,Q19,0,0,0,0,0,0,0,0,0,0,90.701,"1,8",1.607,0,0
175,2018-01-17,WIN,V19,0,0,0,0,0,0,0,0,0,0,92.178,"1,8",1.633,0,0
176,2018-01-17,WIN,Z19,0,0,0,0,0,0,0,0,0,0,93.696,"1,8",1.651,0,0
177,2018-01-17,WIN,G20,0,0,0,0,0,0,0,0,0,0,95.085,"1,8",1.683,0,0
180,2018-01-18,WIN,G18,102.356,105.014,532.209,1.978.489,32.199.802.471,81.425,80.780,81.710,81.375,81.200,81.218,"0,5",368,0,0
181,2018-01-18,WIN,J18,20,16,4,4,65.600,82.300,81.705,82.300,82.000,81.705,82.105,"0,5",372,0,0
182,2018-01-18,WIN,M18,0,0,0,0,0,0,0,0,0,0,82.870,"0,5",375,0,0
183,2018-01-18,WIN,Q18,0,0,0,0,0,0,0,0,0,0,83.816,"0,4",377,0,0
184,2018-01-18,WIN,V18,0,0,0,0,0,0,0,0,0,0,84.743,"0,4",377,0,0
185,2018-01-18,WIN,Z18,0,0,0,0,0,0,0,0,0,0,85.622,"0,4",379,0,0
186,2018-01-18,WIN,G19,0,0,0,0,0,0,0,0,0,0,86.698,"0,4",380,0,0
187,2018-01-18,WIN,J19,0,0,0,0,0,0,0,0,0,0,87.842,"0,4",378,0,0
188,2018-01-18,WIN,M19,0,0,0,0,0,0,0,0,0,0,88.943,"0,4",382,0,0
189,2018-01-18,WIN,Q19,0,0,0,0,0,0,0,0,0,0,90.316,"0,4",385,0,0
190,2018-01-18,WIN,V19,0,0,0,0,0,0,0,0,0,0,91.795,"0,4",383,0,0
191,2018-01-18,WIN,Z19,0,0,0,0,0,0,0,0,0,0,93.331,"0,4",365,0,0
192,2018-01-18,WIN,G20,0,0,0,0,0,0,0,0,0,0,94.715,"0,4",370,0,0
195,2018-01-19,WIN,G18,105.014,102.031,467.770,1.775.389,28.932.661.851,81.395,81.130,81.800,81.483,81.465,81.597,"0,5",379,0,0
196,2018-01-19,WIN,J18,16,17,1,1,16.479,82.395,82.395,82.395,82.395,82.395,82.489,"0,5",384,0,0
197,2018-01-19,WIN,M18,0,0,0,0,0,0,0,0,0,0,83.258,"0,5",388,0,0
198,2018-01-19,WIN,Q18,0,0,0,0,0,0,0,0,0,0,84.204,"0,5",388,0,0
199,2018-01-19,WIN,V18,0,0,0,0,0,0,0,0,0,0,85.137,"0,5",394,0,0
200,2018-01-19,WIN,Z18,0,0,0,0,0,0,0,0,0,0,86.022,"0,5",400,0,0
201,2018-01-19,WIN,G19,0,0,0,0,0,0,0,0,0,0,87.097,"0,5",399,0,0
202,2018-01-19,WIN,J19,0,0,0,0,0,0,0,0,0,0,88.241,"0,5",399,0,0
203,2018-01-19,WIN,M19,0,0,0,0,0,0,0,0,0,0,89.346,"0,5",403,0,0
204,2018-01-19,WIN,Q19,0,0,0,0,0,0,0,0,0,0,90.729,"0,5",413,0,0
205,2018-01-19,WIN,V19,0,0,0,0,0,0,0,0,0,0,92.214,"0,5",419,0,0
206,2018-01-19,WIN,Z19,0,0,0,0,0,0,0,0,0,0,93.734,"0,4",403,0,0
207,2018-01-19,WIN,G20,0,0,0,0,0,0,0,0,0,0,95.107,"0,4",392,0,0
210,2018-01-22,WIN,G18,102.031,111.443,418.649,1.533.177,25.014.770.991,81.405,81.170,81.980,81.578,81.890,81.908,"0,4",311,0,0
211,2018-01-22,WIN,J18,17,16,5,5,82.413,82.800,82.050,82.800,82.413,82.685,82.793,"0,4",304,0,0
212,2018-01-22,WIN,M18,0,0,0,0,0,0,0,0,0,0,83.555,"0,4",297,0,0
213,2018-01-22,WIN,Q18,0,0,0,0,0,0,0,0,0,0,84.494,"0,3",290,0,0
214,2018-01-22,WIN,V18,0,0,0,0,0,0,0,0,0,0,85.419,"0,3",282,0,0
215,2018-01-22,WIN,Z18,0,0,0,0,0,0,0,0,0,0,86.297,"0,3",275,0,0
216,2018-01-22,WIN,G19,0,0,0,0,0,0,0,0,0,0,87.367,"0,3",270,0,0
217,2018-01-22,WIN,J19,0,0,0,0,0,0,0,0,0,0,88.504,"0,3",263,0,0
218,2018-01-22,WIN,M19,0,0,0,0,0,0,0,0,0,0,89.602,"0,3",256,0,0
219,2018-01-22,WIN,Q19,0,0,0,0,0,0,0,0,0,0,90.971,"0,3",242,0,0
220,2018-01-22,WIN,V19,0,0,0,0,0,0,0,0,0,0,92.443,"0,2",229,0,0
221,2018-01-22,WIN,Z19,0,0,0,0,0,0,0,0,0,0,93.964,"0,2",230,0,0
222,2018-01-22,WIN,G20,0,0,0,0,0,0,0,0,0,0,95.341,"0,2",234,0,0
225,2018-01-23,WIN,G18,111.443,117.724,523.780,1.998.592,32.478.086.860,81.850,80.735,81.975,81.252,80.850,80.930,"1,2",978,0,0
226,2018-01-23,WIN,J18,16,15,1,1,16.418,82.090,82.090,82.090,82.090,82.090,81.790,"1,2",1.003,0,0
227,2018-01-23,WIN,M18,0,0,0,0,0,0,0,0,0,0,82.533,"1,2",1.022,0,0
228,2018-01-23,WIN,Q18,0,0,0,0,0,0,0,0,0,0,83.443,"1,2",1.051,0,0
229,2018-01-23,WIN,V18,0,0,0,0,0,0,0,0,0,0,84.345,"1,3",1.074,0,0
230,2018-01-23,WIN,Z18,0,1,1,1,16.670,83.350,83.350,83.350,83.350,83.350,85.201,"1,3",1.096,0,0
231,2018-01-23,WIN,G19,0,0,0,0,0,0,0,0,0,0,86.250,"1,3",1.117,0,0
232,2018-01-23,WIN,J19,0,0,0,0,0,0,0,0,0,0,87.367,"1,3",1.137,0,0
233,2018-01-23,WIN,M19,0,0,0,0,0,0,0,0,0,0,88.447,"1,3",1.155,0,0
234,2018-01-23,WIN,Q19,0,0,0,0,0,0,0,0,0,0,89.795,"1,3",1.176,0,0
235,2018-01-23,WIN,V19,0,0,0,0,0,0,0,0,0,0,91.246,"1,3",1.197,0,0
236,2018-01-23,WIN,Z19,0,0,0,0,0,0,0,0,0,0,92.749,"1,3",1.215,0,0
237,2018-01-23,WIN,G20,0,0,0,0,0,0,0,0,0,0,94.120,"1,3",1.221,0,0
240,2018-01-24,WIN,G18,117.724,117.092,816.046,2.960.548,48.956.119.955,81.050,81.040,84.175,82.681,84.045,83.975,"3,8",3.045,0,0
241,2018-01-24,WIN,J18,15,13,12,25,419.710,82.685,82.685,84.400,83.942,84.400,84.862,"3,8",3.072,0,0
242,2018-01-24,WIN,M18,0,0,0,0,0,0,0,0,0,0,85.629,"3,8",3.096,0,0
243,2018-01-24,WIN,Q18,0,0,0,0,0,0,0,0,0,0,86.565,"3,7",3.122,0,0
244,2018-01-24,WIN,V18,0,0,0,0,0,0,0,0,0,0,87.487,"3,7",3.142,0,0
245,2018-01-24,WIN,Z18,1,0,1,1,17.600,88.000,88.000,88.000,88.000,88.000,88.359,"3,7",3.158,0,0
246,2018-01-24,WIN,G19,0,0,0,0,0,0,0,0,0,0,89.424,"3,7",3.174,0,0
247,2018-01-24,WIN,J19,0,0,0,0,0,0,0,0,0,0,90.556,"3,7",3.189,0,0
248,2018-01-24,WIN,M19,0,0,0,0,0,0,0,0,0,0,91.649,"3,6",3.202,0,0
249,2018-01-24,WIN,Q19,0,0,0,0,0,0,0,0,0,0,93.024,"3,6",3.229,0,0
250,2018-01-24,WIN,V19,0,0,0,0,0,0,0,0,0,0,94.507,"3,6",3.261,0,0
251,2018-01-24,WIN,Z19,0,0,0,0,0,0,0,0,0,0,96.034,"3,5",3.285,0,0
252,2018-01-24,WIN,G20,0,0,0,0,0,0,0,0,0,0,97.416,"3,5",3.296,0,0
255,2018-01-26,WIN,G18,117.092,119.649,690.175,2.488.563,42.315.429.149,84.600,84.105,85.915,85.020,85.795,85.769,"2,1",1.794,0,0
256,2018-01-26,WIN,J18,13,16,8,8,137.686,85.785,85.785,86.335,86.054,86.090,86.677,"2,1",1.815,0,0
257,2018-01-26,WIN,M18,0,0,0,0,0,0,0,0,0,0,87.461,"2,1",1.832,0,0
258,2018-01-26,WIN,Q18,0,0,0,0,0,0,0,0,0,0,88.403,"2,1",1.838,0,0
259,2018-01-26,WIN,V18,0,0,0,0,0,0,0,0,0,0,89.329,"2,1",1.842,0,0
260,2018-01-26,WIN,Z18,0,0,0,0,0,0,0,0,0,0,90.210,"2,1",1.851,0,0
261,2018-01-26,WIN,G19,0,0,0,0,0,0,0,0,0,0,91.295,"2,1",1.871,0,0
262,2018-01-26,WIN,J19,0,0,0,0,0,0,0,0,0,0,92.448,"2,1",1.892,0,0
263,2018-01-26,WIN,M19,0,0,0,0,0,0,0,0,0,0,93.556,"2,1",1.907,0,0
264,2018-01-26,WIN,Q19,0,0,0,0,0,0,0,0,0,0,94.953,"2,1",1.929,0,0
265,2018-01-26,WIN,V19,0,0,0,0,0,0,0,0,0,0,96.453,"2,1",1.946,0,0
266,2018-01-26,WIN,Z19,0,0,0,0,0,0,0,0,0,0,97.979,"2,0",1.945,0,0
267,2018-01-26,WIN,G20,0,0,0,0,0,0,0,0,0,0,99.385,"2,0",1.969,0,0
270,2018-01-29,WIN,G18,119.649,114.711,575.980,2.013.621,34.238.436.852,85.525,84.520,85.620,85.017,84.795,84.895,"1,0",874,0,0
271,2018-01-29,WIN,J18,16,24,4,11,188.203,85.900,85.500,85.900,85.547,85.500,85.791,"1,0",886,0,0
272,2018-01-29,WIN,M18,0,0,0,0,0,0,0,0,0,0,86.566,"1,0",895,0,0
273,2018-01-29,WIN,Q18,0,0,0,0,0,0,0,0,0,0,87.506,"1,0",897,0,0
274,2018-01-29,WIN,V18,0,0,0,0,0,0,0,0,0,0,88.425,"1,0",904,0,0
275,2018-01-29,WIN,Z18,0,0,0,0,0,0,0,0,0,0,89.295,"1,0",915,0,0
276,2018-01-29,WIN,G19,0,0,0,0,0,0,0,0,0,0,90.376,"1,0",919,0,0
277,2018-01-29,WIN,J19,0,0,0,0,0,0,0,0,0,0,91.528,"1,0",920,0,0
278,2018-01-29,WIN,M19,0,0,0,0,0,0,0,0,0,0,92.635,"1,0",921,0,0
279,2018-01-29,WIN,Q19,0,0,0,0,0,0,0,0,0,0,94.024,"1,0",929,0,0
280,2018-01-29,WIN,V19,0,0,0,0,0,0,0,0,0,0,95.515,"1,0",938,0,0
281,2018-01-29,WIN,Z19,0,0,0,0,0,0,0,0,0,0,97.043,"1,0",936,0,0
282,2018-01-29,WIN,G20,0,0,0,0,0,0,0,0,0,0,98.433,"1,0",952,0,0
285,2018-01-30,WIN,G18,114.711,113.413,594.317,2.191.461,36.960.949.719,84.300,84.010,84.840,84.329,84.715,84.756,"0,2",139,0,0
286,2018-01-30,WIN,J18,24,41,27,33,562.710,85.600,85.000,85.600,85.259,85.585,85.652,"0,2",139,0,0
287,2018-01-30,WIN,M18,0,0,0,0,0,0,0,0,0,0,86.425,"0,2",141,0,0
288,2018-01-30,WIN,Q18,0,0,0,0,0,0,0,0,0,0,87.365,"0,2",141,0,0
289,2018-01-30,WIN,V18,0,0,0,0,0,0,0,0,0,0,88.288,"0,2",137,0,0
290,2018-01-30,WIN,Z18,0,0,0,0,0,0,0,0,0,0,89.165,"0,1",130,0,0
291,2018-01-30,WIN,G19,0,0,0,0,0,0,0,0,0,0,90.253,"0,1",123,0,0
